conversation_id,turn_number,role,language,convention_count,refactor_count,warning_count,error_count,fatal_count,loc,total_issues,issue_density_per_kloc
00d1564a1a75581205e341cb11bde126,5,user,python,1,0,0,2,0,3,3,1000.0
00d1564a1a75581205e341cb11bde126,6,user,python,1,0,0,2,0,14,3,214.29
00d1564a1a75581205e341cb11bde126,7,user,python,0,0,0,0,0,5,0,0.0
00d1564a1a75581205e341cb11bde126,8,user,python,0,0,0,0,0,33,0,0.0
00d1564a1a75581205e341cb11bde126,9,user,python,0,0,0,0,0,18,0,0.0
00d1564a1a75581205e341cb11bde126,10,user,python,0,0,0,0,0,12,0,0.0
00d92d526f4483d62f25ff71c1046f47,1,user,python,2,0,0,0,0,26,2,76.92
00db96d91742705d7ba4fe15bb34a508,1,user,python,2,0,1,1,0,25,4,160.0
00ec10718b1a41065b3b9a8c8640a9b2,1,user,python,2,0,0,0,0,55,2,36.36
00ec10718b1a41065b3b9a8c8640a9b2,2,user,python,1,0,0,1,0,3,2,666.67
00f9e3fb7f7befce2bef4badf4a63788,1,user,python,3,1,1,1,0,33,6,181.82
00f9e3fb7f7befce2bef4badf4a63788,2,user,python,3,1,1,1,0,35,6,171.43
010ca25a2a4da9f229af2bce638bd0e2,1,user,python,2,0,0,1,0,5,3,600.0
010ca25a2a4da9f229af2bce638bd0e2,2,user,python,1,0,0,1,0,13,2,153.85
010ca25a2a4da9f229af2bce638bd0e2,3,user,python,3,2,0,1,0,32,6,187.5
010ca25a2a4da9f229af2bce638bd0e2,4,user,python,2,0,0,0,0,18,2,111.11
010ca25a2a4da9f229af2bce638bd0e2,5,user,python,2,0,0,1,0,4,3,750.0
010ca25a2a4da9f229af2bce638bd0e2,6,user,python,3,2,0,1,0,29,6,206.9
010ca25a2a4da9f229af2bce638bd0e2,7,user,python,0,0,0,0,0,8,0,0.0
0110dae1efc172faa124a588f0cde198,1,user,python,4,0,3,1,0,38,8,210.53
0110dae1efc172faa124a588f0cde198,2,user,python,4,0,3,2,0,41,9,219.51
01181df63f2cc448991ebf687a4da1b1,1,user,python,1,0,0,1,0,2,2,1000.0
01181df63f2cc448991ebf687a4da1b1,2,user,python,1,0,0,1,0,3,2,666.67
011d4d84cd5da3f2133c253999905cf3,1,user,python,2,0,0,2,0,8,4,500.0
011d4d84cd5da3f2133c253999905cf3,2,user,python,2,0,0,2,0,12,4,333.33
011db83d5a6c6b05b705a4d857af3e4a,1,user,python,1,0,0,1,0,2,2,1000.0
011db83d5a6c6b05b705a4d857af3e4a,2,user,python,1,0,0,1,0,2,2,1000.0
011db83d5a6c6b05b705a4d857af3e4a,3,user,python,1,0,0,1,0,2,2,1000.0
0123173215b95efa8fd309bf47aef798,1,user,python,1,0,1,0,0,12,2,166.67
01269c1982af963c07683139d0b9ad5d,1,user,python,1,0,0,0,0,2,1,500.0
01269c1982af963c07683139d0b9ad5d,2,user,python,1,0,0,0,0,2,1,500.0
01269c1982af963c07683139d0b9ad5d,3,user,python,1,0,0,0,0,2,1,500.0
01269c1982af963c07683139d0b9ad5d,4,user,python,1,0,0,0,0,2,1,500.0
0126d88cedececca6c7c127a1c423711,1,user,python,5,0,2,1,0,67,8,119.4
0126d88cedececca6c7c127a1c423711,2,user,python,4,1,0,1,0,64,6,93.75
0126d88cedececca6c7c127a1c423711,3,user,python,0,0,0,1,0,63,1,15.87
0126d88cedececca6c7c127a1c423711,4,user,python,0,0,0,1,0,38,1,26.32
0126d88cedececca6c7c127a1c423711,5,user,python,4,1,2,1,0,35,8,228.57
0126d88cedececca6c7c127a1c423711,6,user,python,3,1,2,2,0,32,8,250.0
0126d88cedececca6c7c127a1c423711,7,user,python,0,0,0,0,0,55,0,0.0
0127c9d38476f772291c50682218faaf,1,user,python,2,0,0,1,0,7,3,428.57
0127c9d38476f772291c50682218faaf,2,user,python,2,0,0,1,0,11,3,272.73
012f4803300e8886a1a343e6fed88c83,1,user,python,1,0,0,1,0,3,2,666.67
012f4803300e8886a1a343e6fed88c83,2,user,python,0,0,0,1,0,15,1,66.67
013df2c182597c9c5982b0a5101139e4,1,user,python,0,0,0,1,0,47,1,21.28
013df2c182597c9c5982b0a5101139e4,2,user,python,0,0,0,1,0,49,1,20.41
013df2c182597c9c5982b0a5101139e4,3,user,python,4,0,2,1,0,53,7,132.08
0142d4cb54ba839b489a4821d2917079,1,user,python,4,0,0,2,0,44,6,136.36
0142d4cb54ba839b489a4821d2917079,2,user,python,3,0,0,2,0,52,5,96.15
01527d247183c97f65db5c821fbf2bf1,1,user,python,3,0,1,0,0,17,4,235.29
01527d247183c97f65db5c821fbf2bf1,2,user,python,2,0,1,0,0,27,3,111.11
015a477443030b82f806dd400feadd6c,1,user,python,2,0,0,0,0,8,2,250.0
015a477443030b82f806dd400feadd6c,2,user,python,1,0,1,1,0,5,3,600.0
015a477443030b82f806dd400feadd6c,3,user,python,1,0,1,1,0,6,3,500.0
015e24530c08b0f109f17b1880cbab85,1,user,python,2,0,1,1,0,23,4,173.91
015e24530c08b0f109f17b1880cbab85,2,user,python,1,0,0,1,0,2,2,1000.0
015e24530c08b0f109f17b1880cbab85,3,user,python,3,1,2,2,0,10,8,800.0
015e24530c08b0f109f17b1880cbab85,4,user,python,4,0,1,2,0,24,7,291.67
015e24530c08b0f109f17b1880cbab85,5,user,python,5,0,1,1,0,44,7,159.09
016bf38fbbffe447ee0f490fc2a5619e,1,user,python,1,0,0,0,0,13,1,76.92
016bf38fbbffe447ee0f490fc2a5619e,2,user,python,1,0,0,0,0,17,1,58.82
016bf38fbbffe447ee0f490fc2a5619e,3,user,python,2,0,0,1,0,14,3,214.29
017eb9a32bb89ee16d77866e6ac15fa1,1,user,python,2,0,1,1,0,9,4,444.44
0184029af7443d909d2a53516b8ac114,1,user,python,3,0,2,0,0,44,5,113.64
0184029af7443d909d2a53516b8ac114,2,user,python,0,0,0,1,0,37,1,27.03
0184029af7443d909d2a53516b8ac114,3,user,python,2,0,1,0,0,44,3,68.18
01846338ff6f4d1e8427687df15e84fe,1,user,python,2,0,0,0,0,12,2,166.67
01846338ff6f4d1e8427687df15e84fe,2,user,python,3,1,1,0,0,26,5,192.31
01846338ff6f4d1e8427687df15e84fe,3,user,python,3,1,1,0,0,28,5,178.57
01846338ff6f4d1e8427687df15e84fe,4,user,python,2,0,1,0,0,19,3,157.89
01896491e244eff89a5f21e9cff62c4e,1,user,python,2,0,0,0,0,19,2,105.26
018a66302072bdfbccad10b444ab0ecd,1,user,python,1,0,1,0,0,3,2,666.67
018b7e9193f89f4f9b1d50c5172407fa,1,user,python,3,0,1,0,0,19,4,210.53
018b7e9193f89f4f9b1d50c5172407fa,2,user,python,3,0,1,0,0,26,4,153.85
018b7e9193f89f4f9b1d50c5172407fa,3,user,python,3,0,0,0,0,22,3,136.36
018b7e9193f89f4f9b1d50c5172407fa,4,user,python,2,0,0,0,0,15,2,133.33
018b7e9193f89f4f9b1d50c5172407fa,5,user,python,3,0,1,0,0,33,4,121.21
018b7e9193f89f4f9b1d50c5172407fa,6,user,python,3,0,0,0,0,32,3,93.75
0191413267633e3a90c77950073638ec,1,user,python,1,0,0,1,0,10,2,200.0
01972c194fb646315fb343841606c374,1,user,python,0,0,0,1,0,9,1,111.11
01972c194fb646315fb343841606c374,2,user,python,3,0,1,0,0,20,4,200.0
01972c194fb646315fb343841606c374,3,user,python,3,0,1,0,0,22,4,181.82
01972c194fb646315fb343841606c374,4,user,python,4,0,1,0,0,31,5,161.29
01972c194fb646315fb343841606c374,5,user,python,1,0,0,1,0,2,2,1000.0
01972c194fb646315fb343841606c374,6,user,python,1,0,0,1,0,2,2,1000.0
01972c194fb646315fb343841606c374,7,user,python,0,0,0,0,0,20,0,0.0
01972c194fb646315fb343841606c374,8,user,python,0,0,0,0,0,7,0,0.0
01972d7008484802855b7a790a8611c1,1,user,python,1,0,0,1,0,11,2,181.82
01972d7008484802855b7a790a8611c1,2,user,python,1,0,0,1,0,11,2,181.82
01af3607475bceb735c6209d3ec65c82,1,user,python,2,0,1,1,0,24,4,166.67
01af3607475bceb735c6209d3ec65c82,2,user,python,2,0,0,0,0,5,2,400.0
01af3607475bceb735c6209d3ec65c82,3,user,python,1,0,1,1,0,17,3,176.47
01af3607475bceb735c6209d3ec65c82,4,user,python,4,0,1,1,0,21,6,285.71
01b48b7562cafdeca4acef888dc5be74,1,user,python,1,0,1,1,0,6,3,500.0
01b48b7562cafdeca4acef888dc5be74,2,user,python,2,0,0,1,0,7,3,428.57
01b76cb877e33169af3dd267309c890e,1,user,python,2,0,0,0,0,13,2,153.85
01b76cb877e33169af3dd267309c890e,2,user,python,1,0,0,0,0,15,1,66.67
01b76cb877e33169af3dd267309c890e,3,user,python,2,0,0,0,0,11,2,181.82
01b76cb877e33169af3dd267309c890e,4,user,python,2,0,0,0,0,12,2,166.67
01b76cb877e33169af3dd267309c890e,5,user,python,4,0,1,0,0,12,5,416.67
01b76cb877e33169af3dd267309c890e,6,user,python,4,0,1,0,0,12,5,416.67
01b76cb877e33169af3dd267309c890e,7,user,python,0,0,0,0,0,13,0,0.0
01b76cb877e33169af3dd267309c890e,8,user,python,0,0,0,0,0,11,0,0.0
01b87738d9934ee1dd1eb1d26ce457cf,1,user,python,5,0,3,1,0,62,9,145.16
01b87738d9934ee1dd1eb1d26ce457cf,2,user,python,5,0,3,1,0,63,9,142.86
01ba759a1a2e2981f7bc6fbc4182a4d8,1,user,python,1,0,0,0,0,4,1,250.0
01ba759a1a2e2981f7bc6fbc4182a4d8,2,user,python,1,0,0,0,0,5,1,200.0
01ba759a1a2e2981f7bc6fbc4182a4d8,3,user,python,2,0,0,0,0,8,2,250.0
01bd2da7c7a3683be2376f71716fe046,1,user,python,2,0,1,0,0,13,3,230.77
01bd2da7c7a3683be2376f71716fe046,2,user,python,2,0,1,0,0,15,3,200.0
01bd2da7c7a3683be2376f71716fe046,3,user,python,3,0,1,0,0,14,4,285.71
01bd2da7c7a3683be2376f71716fe046,4,user,python,2,0,1,0,0,15,3,200.0
01bd2da7c7a3683be2376f71716fe046,5,user,python,4,1,1,1,0,10,7,700.0
01bd2da7c7a3683be2376f71716fe046,6,user,python,3,0,0,1,0,8,4,500.0
01bd2da7c7a3683be2376f71716fe046,7,user,python,0,0,0,0,0,27,0,0.0
01bf735cce675bde918845d1a27ddf4e,1,user,python,2,0,0,1,0,24,3,125.0
01bf735cce675bde918845d1a27ddf4e,2,user,python,2,0,1,1,0,26,4,153.85
01bf735cce675bde918845d1a27ddf4e,3,user,python,2,0,1,1,0,46,4,86.96
01bf735cce675bde918845d1a27ddf4e,4,user,python,3,0,1,0,0,37,4,108.11
01bf735cce675bde918845d1a27ddf4e,5,user,python,4,0,1,0,0,47,5,106.38
01bf735cce675bde918845d1a27ddf4e,6,user,python,3,0,1,1,0,60,5,83.33
01c454962412ff85b49bdbf9ec4eebb7,1,user,python,1,0,0,2,0,13,3,230.77
01c454962412ff85b49bdbf9ec4eebb7,2,user,python,2,0,0,1,0,27,3,111.11
01c454962412ff85b49bdbf9ec4eebb7,3,user,python,2,1,0,2,0,31,5,161.29
01cec2c90c5b316e88879432711e72ab,1,user,python,4,3,2,1,0,103,10,97.09
01cec2c90c5b316e88879432711e72ab,2,user,python,3,0,0,0,0,12,3,250.0
01d397e635bfb0e4c626f22f44cfaa61,1,user,python,3,1,0,1,0,29,5,172.41
01d397e635bfb0e4c626f22f44cfaa61,2,user,python,3,0,1,1,0,34,5,147.06
01d400b390264d2b7af72fb33c8a9bf1,1,user,python,1,0,1,0,0,14,2,142.86
01d400b390264d2b7af72fb33c8a9bf1,2,user,python,1,0,0,1,0,11,2,181.82
01d400b390264d2b7af72fb33c8a9bf1,3,user,python,1,0,0,1,0,7,2,285.71
01d59dda1a1de8cacb85904b0c12b359,1,user,python,3,0,1,1,0,12,5,416.67
01d59dda1a1de8cacb85904b0c12b359,2,user,python,2,0,0,2,0,16,4,250.0
01d949097e7bdc42224d8ac7c98221a8,1,user,python,0,0,0,1,0,45,1,22.22
01d949097e7bdc42224d8ac7c98221a8,2,user,python,2,0,0,1,0,33,3,90.91
01eeab6083dbdfc91b7c44a099c64843,1,user,python,1,0,0,1,0,3,2,666.67
01eeab6083dbdfc91b7c44a099c64843,2,user,python,1,0,0,1,0,3,2,666.67
01eeab6083dbdfc91b7c44a099c64843,3,user,python,1,0,0,1,0,9,2,222.22
01eeab6083dbdfc91b7c44a099c64843,4,user,python,1,0,0,0,0,10,1,100.0
01eeab6083dbdfc91b7c44a099c64843,5,user,python,1,0,0,0,0,6,1,166.67
01eeab6083dbdfc91b7c44a099c64843,6,user,python,1,0,0,0,0,14,1,71.43
01eeab6083dbdfc91b7c44a099c64843,7,user,python,0,0,0,0,0,24,0,0.0
01eeab6083dbdfc91b7c44a099c64843,8,user,python,0,0,0,0,0,4,0,0.0
01eeab6083dbdfc91b7c44a099c64843,9,user,python,0,0,0,0,0,3,0,0.0
01f33beb3277a50332bac620f989ce83,1,user,python,1,0,0,1,0,10,2,200.0
01f33beb3277a50332bac620f989ce83,2,user,python,1,0,1,1,0,11,3,272.73
01fd5acd478b1b12568f1825c5ee5f25,1,user,python,4,0,2,1,0,40,7,175.0
01fd5acd478b1b12568f1825c5ee5f25,2,user,python,3,0,4,1,0,53,8,150.94
01fd5acd478b1b12568f1825c5ee5f25,3,user,python,2,0,4,1,0,56,7,125.0
01fe053105969add696ca8a56e5a6e6b,1,user,python,2,1,0,0,0,12,3,250.0
01fe053105969add696ca8a56e5a6e6b,2,user,python,2,1,0,1,0,5,4,800.0
01fe053105969add696ca8a56e5a6e6b,3,user,python,3,1,0,0,0,15,4,266.67
020e0c59d7e7540a094a2f6c8e2f36d0,1,user,python,2,0,1,0,0,15,3,200.0
020e0c59d7e7540a094a2f6c8e2f36d0,2,user,python,2,1,1,1,0,2,5,2500.0
02118dd68c36bca6376e016270285eb3,1,user,python,1,0,0,1,0,8,2,250.0
02118dd68c36bca6376e016270285eb3,2,user,python,1,0,0,1,0,15,2,133.33
02118dd68c36bca6376e016270285eb3,3,user,python,1,0,1,2,0,10,4,400.0
02118dd68c36bca6376e016270285eb3,4,user,python,1,0,2,2,0,11,5,454.55
02118dd68c36bca6376e016270285eb3,5,user,python,1,0,1,2,0,13,4,307.69
02118dd68c36bca6376e016270285eb3,6,user,python,2,0,0,0,0,9,2,222.22
02118dd68c36bca6376e016270285eb3,7,user,python,0,0,0,0,0,14,0,0.0
02118dd68c36bca6376e016270285eb3,8,user,python,0,0,0,0,0,27,0,0.0
02118dd68c36bca6376e016270285eb3,9,user,python,0,0,0,0,0,10,0,0.0
02118dd68c36bca6376e016270285eb3,10,user,python,0,0,0,0,0,12,0,0.0
02118dd68c36bca6376e016270285eb3,11,user,python,0,0,0,0,0,29,0,0.0
02118dd68c36bca6376e016270285eb3,12,user,python,0,0,0,0,0,13,0,0.0
02118dd68c36bca6376e016270285eb3,13,user,python,0,0,0,0,0,6,0,0.0
02118dd68c36bca6376e016270285eb3,14,user,python,0,0,0,0,0,35,0,0.0
02118dd68c36bca6376e016270285eb3,15,user,python,0,0,0,0,0,30,0,0.0
02118dd68c36bca6376e016270285eb3,16,user,python,0,0,0,0,0,33,0,0.0
02118dd68c36bca6376e016270285eb3,17,user,python,0,0,0,0,0,57,0,0.0
02118dd68c36bca6376e016270285eb3,18,user,python,0,0,0,0,0,5,0,0.0
02118dd68c36bca6376e016270285eb3,19,user,python,0,0,0,0,0,33,0,0.0
02118dd68c36bca6376e016270285eb3,20,user,python,0,0,0,0,0,32,0,0.0
02118dd68c36bca6376e016270285eb3,21,user,python,0,0,0,0,0,39,0,0.0
02118dd68c36bca6376e016270285eb3,22,user,python,0,0,0,0,0,11,0,0.0
02118dd68c36bca6376e016270285eb3,23,user,python,0,0,0,0,0,48,0,0.0
02118dd68c36bca6376e016270285eb3,24,user,python,0,0,0,0,0,23,0,0.0
02118dd68c36bca6376e016270285eb3,25,user,python,0,0,0,0,0,32,0,0.0
02118dd68c36bca6376e016270285eb3,26,user,python,0,0,0,0,0,43,0,0.0
02118dd68c36bca6376e016270285eb3,27,user,python,0,0,0,0,0,10,0,0.0
021db1925cd6a1a16fd9c8f83a711e24,1,user,python,1,0,1,0,0,4,2,500.0
021db1925cd6a1a16fd9c8f83a711e24,2,user,python,2,0,2,0,0,7,4,571.43
02245dbd5831469fc8d2e8eaef1206d3,1,user,python,4,1,0,2,0,64,7,109.38
02245dbd5831469fc8d2e8eaef1206d3,2,user,python,3,0,2,1,0,60,6,100.0
02245dbd5831469fc8d2e8eaef1206d3,3,user,python,3,0,0,2,0,33,5,151.52
02245dbd5831469fc8d2e8eaef1206d3,4,user,python,2,0,0,2,0,20,4,200.0
02245dbd5831469fc8d2e8eaef1206d3,5,user,python,4,0,1,1,0,66,6,90.91
02245dbd5831469fc8d2e8eaef1206d3,6,user,python,2,0,0,1,0,12,3,250.0
02245dbd5831469fc8d2e8eaef1206d3,7,user,python,0,0,0,0,0,68,0,0.0
02245dbd5831469fc8d2e8eaef1206d3,8,user,python,0,0,0,0,0,72,0,0.0
02245dbd5831469fc8d2e8eaef1206d3,9,user,python,0,0,0,0,0,66,0,0.0
02245dbd5831469fc8d2e8eaef1206d3,10,user,python,0,0,0,0,0,56,0,0.0
02270f025da3c8b355632ebff5fcee0d,1,user,python,3,0,1,2,0,22,6,272.73
02270f025da3c8b355632ebff5fcee0d,2,user,python,3,0,0,2,0,36,5,138.89
0227b87950eeb27b534996c9e6da3f64,1,user,python,4,3,0,1,0,64,8,125.0
0227b87950eeb27b534996c9e6da3f64,2,user,python,6,3,0,1,0,64,10,156.25
0236c30afdf72c9f0a056ce77c4a88ca,1,user,python,1,0,1,1,0,2,3,1500.0
0236c30afdf72c9f0a056ce77c4a88ca,2,user,python,3,0,0,1,0,21,4,190.48
0236c30afdf72c9f0a056ce77c4a88ca,3,user,python,1,0,0,0,0,2,1,500.0
0236c30afdf72c9f0a056ce77c4a88ca,4,user,python,2,0,0,1,0,18,3,166.67
0236c30afdf72c9f0a056ce77c4a88ca,5,user,python,3,0,0,1,0,30,4,133.33
0236c30afdf72c9f0a056ce77c4a88ca,6,user,python,2,0,0,1,0,3,3,1000.0
0236c30afdf72c9f0a056ce77c4a88ca,7,user,python,0,0,0,0,0,43,0,0.0
0236c30afdf72c9f0a056ce77c4a88ca,8,user,python,0,0,0,0,0,22,0,0.0
0236c30afdf72c9f0a056ce77c4a88ca,9,user,python,0,0,0,0,0,9,0,0.0
02439a407870da5f553fe7abd27a9af4,1,user,python,2,0,1,2,0,21,5,238.1
02439a407870da5f553fe7abd27a9af4,2,user,python,2,0,1,2,0,24,5,208.33
02439a407870da5f553fe7abd27a9af4,3,user,python,2,0,1,2,0,24,5,208.33
02439a407870da5f553fe7abd27a9af4,4,user,python,2,0,1,2,0,24,5,208.33
02439a407870da5f553fe7abd27a9af4,5,user,python,2,0,1,2,0,24,5,208.33
02439a407870da5f553fe7abd27a9af4,6,user,python,2,1,0,2,0,7,5,714.29
02439a407870da5f553fe7abd27a9af4,7,user,python,0,0,0,0,0,6,0,0.0
02439a407870da5f553fe7abd27a9af4,8,user,python,0,0,0,0,0,17,0,0.0
02441bc99e51bb5f8593ef275e9b572e,1,user,python,1,1,0,1,0,28,3,107.14
0246a49958f66dd95418fff221e3516c,1,user,python,1,0,0,2,0,14,3,214.29
0246a49958f66dd95418fff221e3516c,2,user,python,1,0,0,1,0,19,2,105.26
0248d1d0dfd52b7445588d9cfcf95c04,1,user,python,3,0,2,1,0,34,6,176.47
0248d1d0dfd52b7445588d9cfcf95c04,2,user,python,3,0,1,1,0,21,5,238.1
024f841291b27c204b855ba602a36cfe,1,user,python,4,0,2,1,0,25,7,280.0
02506316dce11b4b09f72d2b467743b1,1,user,python,1,0,0,1,0,5,2,400.0
02506316dce11b4b09f72d2b467743b1,2,user,python,1,0,0,1,0,2,2,1000.0
