conversation_id,turn_number,role,language,critical_issues_count,high_issues_count,medium_issues_count,low_issues_count,very_minor_issues_count,loc,total_issues
036e9cdd6d99b250ca1908bc3d5a5c6b,3,assistant,java,0,0,4,0,0,27,4
036e9cdd6d99b250ca1908bc3d5a5c6b,4,assistant,java,0,0,4,0,0,10,4
036e9cdd6d99b250ca1908bc3d5a5c6b,5,assistant,java,0,0,4,0,0,9,4
036e9cdd6d99b250ca1908bc3d5a5c6b,6,assistant,java,0,0,2,0,0,9,2
0394307aa51c053f61a22ed332c71316,1,assistant,java,0,0,4,0,0,20,4
03c72a7d3e2511d3b7ea92c9604c1a90,1,assistant,java,0,0,4,0,0,3,4
03c72a7d3e2511d3b7ea92c9604c1a90,2,assistant,java,0,0,5,0,0,4,5
03d9b6b648f6efb2a51a94c1bafbb4df,1,assistant,java,0,0,2,0,0,8,2
03d9b6b648f6efb2a51a94c1bafbb4df,2,assistant,java,0,0,2,0,0,8,2
03e584d517a99bd633581b27be6d26ec,1,assistant,java,0,1,6,1,0,76,8
03e584d517a99bd633581b27be6d26ec,2,assistant,java,0,1,8,1,0,110,10
03e584d517a99bd633581b27be6d26ec,3,assistant,java,0,1,7,1,0,107,9
03e9e6d97f1d5cac2c9e8acdeabc9605,1,assistant,java,0,0,0,0,0,7,0
03e9e6d97f1d5cac2c9e8acdeabc9605,2,assistant,java,0,0,4,0,0,8,4
03e9e6d97f1d5cac2c9e8acdeabc9605,3,assistant,java,0,0,4,0,0,10,4
03e9e6d97f1d5cac2c9e8acdeabc9605,4,assistant,java,0,0,4,0,0,15,4
03e9fe18e0c568b22203c0f2b9c0da11,1,assistant,java,0,0,0,0,0,95,0
03eb5f71c38d6b454440935eca4e3ad7,1,assistant,java,1,1,4,0,0,14,6
03eb5f71c38d6b454440935eca4e3ad7,2,assistant,java,0,0,3,0,0,2,3
03eb5f71c38d6b454440935eca4e3ad7,3,assistant,java,0,1,4,0,0,19,5
03eb5f71c38d6b454440935eca4e3ad7,4,assistant,java,0,1,7,0,0,21,8
03eb5f71c38d6b454440935eca4e3ad7,5,assistant,java,0,0,0,0,0,2,0
03f1ef1a25b551506a6466f388d87de0,1,assistant,java,0,0,3,0,0,15,3
03f1ef1a25b551506a6466f388d87de0,2,assistant,java,0,0,0,0,0,24,0
03f1ef1a25b551506a6466f388d87de0,3,assistant,java,0,0,2,0,0,2,2
04754e0ae6a1cea7251414551730eaa0,1,assistant,java,0,1,7,0,0,29,8
04754e0ae6a1cea7251414551730eaa0,2,assistant,java,0,1,7,0,0,35,8
04754e0ae6a1cea7251414551730eaa0,3,assistant,java,0,1,7,0,0,32,8
04754e0ae6a1cea7251414551730eaa0,4,assistant,java,0,1,7,0,0,39,8
04b303b8a563683bbab5b1cc73526f2e,1,assistant,java,0,1,7,1,0,46,9
04b303b8a563683bbab5b1cc73526f2e,2,assistant,java,0,1,6,1,0,31,8
04b303b8a563683bbab5b1cc73526f2e,3,assistant,java,0,1,6,1,0,31,8
04b303b8a563683bbab5b1cc73526f2e,4,assistant,java,0,1,6,1,0,31,8
050299bb235952046ca35c8ae501af46,1,assistant,java,0,0,0,0,0,11,0
050299bb235952046ca35c8ae501af46,2,assistant,java,0,0,0,0,0,15,0
050299bb235952046ca35c8ae501af46,3,assistant,java,0,0,2,0,0,18,2
050299bb235952046ca35c8ae501af46,4,assistant,java,0,0,7,0,0,41,7
050299bb235952046ca35c8ae501af46,5,assistant,java,0,0,0,0,0,6,0
050299bb235952046ca35c8ae501af46,6,assistant,java,0,0,0,0,0,26,0
050299bb235952046ca35c8ae501af46,7,assistant,java,0,0,0,0,0,28,0
0506ce4aa61d7691b71498832f36eb3c,1,assistant,java,0,1,6,0,0,72,7
0506ce4aa61d7691b71498832f36eb3c,2,assistant,java,0,1,8,1,0,62,10
0506ce4aa61d7691b71498832f36eb3c,3,assistant,java,0,1,7,0,0,42,8
050dc7c9eb68362bad75e2be0aa60e7b,1,assistant,java,0,0,4,0,0,32,4
05242ba503ac3d4c6cddf06524347ea8,1,assistant,java,1,1,7,1,0,46,10
05242ba503ac3d4c6cddf06524347ea8,2,assistant,java,1,1,6,1,0,43,9
05242ba503ac3d4c6cddf06524347ea8,3,assistant,java,1,1,6,1,0,34,9
05242ba503ac3d4c6cddf06524347ea8,4,assistant,java,1,2,6,1,0,49,10
055232897bae307a2d4ecf04fdcaa614,1,assistant,java,0,0,0,0,0,15,0
055232897bae307a2d4ecf04fdcaa614,2,assistant,java,0,0,0,0,0,15,0
055232897bae307a2d4ecf04fdcaa614,3,assistant,java,0,0,0,0,0,15,0
055232897bae307a2d4ecf04fdcaa614,4,assistant,java,0,0,0,0,0,16,0
055232897bae307a2d4ecf04fdcaa614,5,assistant,java,0,0,0,0,0,15,0
055232897bae307a2d4ecf04fdcaa614,6,assistant,java,0,0,0,0,0,16,0
055232897bae307a2d4ecf04fdcaa614,7,assistant,java,0,0,0,0,0,3,0
055831db8109e560a5e9f0b7eef6b610,1,assistant,java,0,0,3,0,0,7,3
055831db8109e560a5e9f0b7eef6b610,2,assistant,java,0,0,3,0,0,15,3
055831db8109e560a5e9f0b7eef6b610,3,assistant,java,0,0,3,0,0,16,3
055831db8109e560a5e9f0b7eef6b610,4,assistant,java,0,1,3,0,0,8,4
0567f927e2cf1169d75fd6f105d368c9,1,assistant,java,0,0,0,0,0,15,0
0567f927e2cf1169d75fd6f105d368c9,2,assistant,java,0,0,0,0,0,25,0
056c2b7f7f486cdd871a5078a836d508,1,assistant,java,0,1,6,0,0,32,7
056c2b7f7f486cdd871a5078a836d508,2,assistant,java,0,1,7,0,0,40,8
056c2b7f7f486cdd871a5078a836d508,3,assistant,java,1,1,4,0,0,35,6
0577deecf10d6c05b46e005e5078d2d4,1,assistant,java,0,0,4,0,0,3,4
0577deecf10d6c05b46e005e5078d2d4,2,assistant,java,0,0,0,0,0,2,0
0577deecf10d6c05b46e005e5078d2d4,3,assistant,java,1,1,7,3,0,26,12
0577deecf10d6c05b46e005e5078d2d4,4,assistant,java,0,0,0,0,0,14,0
05b25be0f4f272eb70078374fce06a0c,1,assistant,java,0,1,7,1,0,40,9
05b25be0f4f272eb70078374fce06a0c,2,assistant,java,0,0,0,0,0,36,0
05d08edde770971a19b44cbffc99f86d,1,assistant,java,0,2,19,1,0,200,22
05d08edde770971a19b44cbffc99f86d,2,assistant,java,0,2,19,1,0,203,22
05fc15d66dc975acdff461b043dff863,1,assistant,java,0,1,2,0,0,13,3
05fc15d66dc975acdff461b043dff863,2,assistant,java,0,0,3,0,0,16,3
05fc15d66dc975acdff461b043dff863,3,assistant,java,0,0,3,0,0,14,3
05fc15d66dc975acdff461b043dff863,4,assistant,java,0,0,5,0,0,8,5
05fc15d66dc975acdff461b043dff863,5,assistant,java,0,0,3,0,0,9,3
05fc15d66dc975acdff461b043dff863,6,assistant,java,0,0,0,0,0,7,0
05fc15d66dc975acdff461b043dff863,7,assistant,java,0,0,0,0,0,2,0
05fc15d66dc975acdff461b043dff863,8,assistant,java,0,0,0,0,0,12,0
05fc15d66dc975acdff461b043dff863,9,assistant,java,0,0,0,0,0,23,0
05fc15d66dc975acdff461b043dff863,10,assistant,java,0,0,0,0,0,24,0
05fc15d66dc975acdff461b043dff863,11,assistant,java,0,0,0,0,0,34,0
05fc15d66dc975acdff461b043dff863,12,assistant,java,0,0,0,0,0,27,0
05fc15d66dc975acdff461b043dff863,13,assistant,java,0,0,0,0,0,34,0
05fc15d66dc975acdff461b043dff863,14,assistant,java,0,0,0,0,0,28,0
06187200ebd02fce0d77ab51002929ea,1,assistant,java,0,0,2,0,0,13,2
06187200ebd02fce0d77ab51002929ea,2,assistant,java,0,1,3,0,0,5,4
06187200ebd02fce0d77ab51002929ea,3,assistant,java,0,1,3,0,0,7,4
061dd77f85fb91f85d39f640a97b5472,1,assistant,java,0,0,4,0,0,26,4
061dd77f85fb91f85d39f640a97b5472,2,assistant,java,0,0,4,0,0,23,4
064c68d283cb31939e17f6ad8d40bcb1,1,assistant,java,0,0,4,2,0,45,6
06762c1302756914cd5248fd7093ffaa,1,assistant,java,0,0,0,0,0,9,0
06762c1302756914cd5248fd7093ffaa,2,assistant,java,0,0,3,0,0,8,3
06762c1302756914cd5248fd7093ffaa,3,assistant,java,0,0,3,0,0,18,3
06882404b7f259ba8fbbe41875ea5314,1,assistant,java,0,1,7,0,0,26,8
06882404b7f259ba8fbbe41875ea5314,2,assistant,java,0,0,3,0,0,2,3
06882404b7f259ba8fbbe41875ea5314,3,assistant,java,0,0,3,0,0,2,3
06882404b7f259ba8fbbe41875ea5314,4,assistant,java,0,0,3,0,0,4,3
06882404b7f259ba8fbbe41875ea5314,5,assistant,java,0,0,2,0,0,2,2
06882404b7f259ba8fbbe41875ea5314,6,assistant,java,0,0,2,0,0,2,2
06882404b7f259ba8fbbe41875ea5314,7,assistant,java,0,0,0,0,0,2,0
06882404b7f259ba8fbbe41875ea5314,8,assistant,java,0,0,0,0,0,13,0
06882404b7f259ba8fbbe41875ea5314,9,assistant,java,0,0,0,0,0,16,0
06882404b7f259ba8fbbe41875ea5314,10,assistant,java,0,0,0,0,0,11,0
06882404b7f259ba8fbbe41875ea5314,11,assistant,java,0,0,0,0,0,12,0
06882404b7f259ba8fbbe41875ea5314,12,assistant,java,0,0,0,0,0,23,0
06882404b7f259ba8fbbe41875ea5314,13,assistant,java,0,0,0,0,0,13,0
06882404b7f259ba8fbbe41875ea5314,14,assistant,java,0,0,0,0,0,37,0
06882404b7f259ba8fbbe41875ea5314,15,assistant,java,0,0,0,0,0,13,0
06a4d069b10cff0b664cdb5f19912118,1,assistant,java,0,0,4,0,0,50,4
06a4d069b10cff0b664cdb5f19912118,2,assistant,java,0,0,4,0,0,49,4
06ac3ad39fc850bcfabe99e11829f561,1,assistant,java,1,1,9,0,0,42,11
06ac3ad39fc850bcfabe99e11829f561,2,assistant,java,0,1,4,1,0,47,6
06ac3ad39fc850bcfabe99e11829f561,3,assistant,java,0,1,6,0,0,52,7
06ac3ad39fc850bcfabe99e11829f561,4,assistant,java,0,1,6,1,0,46,8
06ac3ad39fc850bcfabe99e11829f561,5,assistant,java,0,1,4,1,0,40,6
06b03aaaf46c6c5530bf564c1603493b,1,assistant,java,3,1,9,3,0,102,16
06b03aaaf46c6c5530bf564c1603493b,2,assistant,java,3,1,9,1,0,98,14
06b03aaaf46c6c5530bf564c1603493b,3,assistant,java,0,1,6,1,0,19,8
06b03aaaf46c6c5530bf564c1603493b,4,assistant,java,0,1,5,1,0,19,7
06b03aaaf46c6c5530bf564c1603493b,5,assistant,java,0,1,3,1,0,11,5
074039c35f05164ded3312995290db7a,1,assistant,java,0,0,0,0,0,2,0
074039c35f05164ded3312995290db7a,2,assistant,java,0,0,0,0,0,2,0
07d39319dcb367fa92b09a338ebfa134,1,assistant,java,0,0,3,0,0,3,3
07d39319dcb367fa92b09a338ebfa134,2,assistant,java,0,0,3,0,0,2,3
081f0d0b9bdfc78dfb41a29f81ff36a7,1,assistant,java,1,1,5,1,0,15,8
081f0d0b9bdfc78dfb41a29f81ff36a7,2,assistant,java,1,1,5,1,0,15,8
08387ddee99e98226b348c71b3600db9,1,assistant,java,0,1,2,0,0,2,3
08387ddee99e98226b348c71b3600db9,2,assistant,java,0,0,4,0,0,4,4
08387ddee99e98226b348c71b3600db9,3,assistant,java,0,0,3,0,0,4,3
08387ddee99e98226b348c71b3600db9,4,assistant,java,0,0,4,0,0,11,4
08387ddee99e98226b348c71b3600db9,5,assistant,java,0,0,0,0,0,2,0
08387ddee99e98226b348c71b3600db9,6,assistant,java,0,0,0,0,0,25,0
08387ddee99e98226b348c71b3600db9,7,assistant,java,0,0,0,0,0,15,0
08387ddee99e98226b348c71b3600db9,8,assistant,java,0,0,0,0,0,24,0
08387ddee99e98226b348c71b3600db9,9,assistant,java,0,0,0,0,0,2,0
087201a5348c7e337767b7294647a90c,1,assistant,java,0,0,3,0,0,2,3
087201a5348c7e337767b7294647a90c,2,assistant,java,0,0,4,0,0,3,4
087201a5348c7e337767b7294647a90c,3,assistant,java,0,0,4,0,0,3,4
087201a5348c7e337767b7294647a90c,4,assistant,java,0,0,4,0,0,3,4
087201a5348c7e337767b7294647a90c,5,assistant,java,0,0,4,0,0,3,4
087201a5348c7e337767b7294647a90c,6,assistant,java,0,0,3,0,0,2,3
087201a5348c7e337767b7294647a90c,7,assistant,java,0,0,0,0,0,10,0
087201a5348c7e337767b7294647a90c,8,assistant,java,0,0,0,0,0,14,0
087201a5348c7e337767b7294647a90c,9,assistant,java,0,0,0,0,0,3,0
08895aedd134d1e2eb63d170da577d21,1,assistant,java,0,0,0,0,0,15,0
08895aedd134d1e2eb63d170da577d21,2,assistant,java,0,0,0,0,0,6,0
08895aedd134d1e2eb63d170da577d21,3,assistant,java,0,0,0,0,0,15,0
08895aedd134d1e2eb63d170da577d21,4,assistant,java,0,0,0,0,0,16,0
08895aedd134d1e2eb63d170da577d21,5,assistant,java,0,0,0,0,0,14,0
08895aedd134d1e2eb63d170da577d21,6,assistant,java,0,0,0,0,0,14,0
089431134144d1075b13ddd0d7a961dd,1,assistant,java,0,0,0,0,0,23,0
089431134144d1075b13ddd0d7a961dd,2,assistant,java,0,0,0,0,0,54,0
089431134144d1075b13ddd0d7a961dd,3,assistant,java,0,0,0,0,0,11,0
089431134144d1075b13ddd0d7a961dd,4,assistant,java,0,0,0,0,0,12,0
09149fa7d52c000fe700e32a4b81d2cd,1,assistant,java,0,0,4,0,0,38,4
09149fa7d52c000fe700e32a4b81d2cd,2,assistant,java,0,0,8,0,0,82,8
09149fa7d52c000fe700e32a4b81d2cd,3,assistant,java,0,0,4,0,0,19,4
092899590c7c2d3145c6d6a731b4e734,1,assistant,java,0,0,3,0,0,3,3
092899590c7c2d3145c6d6a731b4e734,2,assistant,java,0,0,5,0,0,6,5
092899590c7c2d3145c6d6a731b4e734,3,assistant,java,0,0,0,0,0,13,0
092e895e856c83fd17c14c670974c7ae,1,assistant,java,0,0,0,0,0,28,0
092e895e856c83fd17c14c670974c7ae,2,assistant,java,0,0,3,0,0,15,3
092e895e856c83fd17c14c670974c7ae,3,assistant,java,0,0,0,0,0,29,0
092f5cf86c57470c60823c5c527cdfc5,1,assistant,java,0,0,0,0,0,19,0
095bfe33eefb3a9aa5fd461ab8c16eb9,1,assistant,java,0,0,4,1,0,29,5
095bfe33eefb3a9aa5fd461ab8c16eb9,2,assistant,java,0,0,2,2,0,11,4
098051f6c3cea630d00485af7ecb864c,1,assistant,java,0,0,3,0,0,2,3
09905ecdc8460d0e9c2cdb4edb009a60,1,assistant,java,1,1,10,1,0,53,13
09905ecdc8460d0e9c2cdb4edb009a60,2,assistant,java,0,0,2,0,0,4,2
09905ecdc8460d0e9c2cdb4edb009a60,3,assistant,java,0,0,2,0,0,2,2
09c119faa06aa3d44468e3715943adbb,1,assistant,java,0,0,4,0,0,3,4
09c119faa06aa3d44468e3715943adbb,2,assistant,java,0,0,4,0,0,10,4
09c119faa06aa3d44468e3715943adbb,3,assistant,java,0,0,4,0,0,9,4
0a4e49da3b15b071a3278724c513b234,1,assistant,java,0,0,4,0,0,19,4
0a4e49da3b15b071a3278724c513b234,2,assistant,java,0,0,5,0,0,25,5
0a4e49da3b15b071a3278724c513b234,3,assistant,java,0,0,0,0,0,6,0
0a4e49da3b15b071a3278724c513b234,4,assistant,java,0,0,4,0,0,5,4
0a4e49da3b15b071a3278724c513b234,5,assistant,java,0,0,3,0,0,5,3
0a963bb067cdf1b027aae6635b489e2f,1,assistant,java,0,1,5,0,0,12,6
0a963bb067cdf1b027aae6635b489e2f,2,assistant,java,0,1,4,1,0,16,6
0a963bb067cdf1b027aae6635b489e2f,3,assistant,java,0,1,6,1,0,22,8
0a963bb067cdf1b027aae6635b489e2f,4,assistant,java,0,1,3,0,0,11,4
0a963bb067cdf1b027aae6635b489e2f,5,assistant,java,0,0,0,0,0,2,0
0aabb229a6394aeab8e22dc1ac67d92a,1,assistant,java,0,0,2,0,0,12,2
0aabb229a6394aeab8e22dc1ac67d92a,2,assistant,java,0,0,2,0,0,19,2
0aabb229a6394aeab8e22dc1ac67d92a,3,assistant,java,0,0,3,0,0,17,3
0aabb229a6394aeab8e22dc1ac67d92a,4,assistant,java,0,0,3,0,0,7,3
0aabb229a6394aeab8e22dc1ac67d92a,5,assistant,java,0,0,4,0,0,14,4
0aabb229a6394aeab8e22dc1ac67d92a,6,assistant,java,0,0,4,0,0,10,4
0aabb229a6394aeab8e22dc1ac67d92a,7,assistant,java,0,0,0,0,0,13,0
0aabb229a6394aeab8e22dc1ac67d92a,8,assistant,java,0,0,0,0,0,31,0
0aabb229a6394aeab8e22dc1ac67d92a,9,assistant,java,0,0,0,0,0,27,0
0ab062d8655530e5e6fabfc0e7f0cd54,1,assistant,java,0,0,0,0,0,31,0
0ab062d8655530e5e6fabfc0e7f0cd54,2,assistant,java,0,0,0,0,0,32,0
0ad2700e1ecd4af458a9bb3afdfb0229,1,assistant,java,0,0,3,0,0,2,3
0ad2700e1ecd4af458a9bb3afdfb0229,2,assistant,java,0,0,0,0,0,35,0
0ad2700e1ecd4af458a9bb3afdfb0229,3,assistant,java,0,0,0,0,0,8,0
0b01c70b7f2b6373353329bd6a4f9b55,1,assistant,java,0,1,3,0,0,30,4
0b01c70b7f2b6373353329bd6a4f9b55,2,assistant,java,0,0,3,0,0,16,3
0b01c70b7f2b6373353329bd6a4f9b55,3,assistant,java,0,0,3,0,0,15,3
0b01c70b7f2b6373353329bd6a4f9b55,4,assistant,java,0,1,3,0,0,13,4
0b01c70b7f2b6373353329bd6a4f9b55,5,assistant,java,0,1,3,0,0,4,4
0b01c70b7f2b6373353329bd6a4f9b55,6,assistant,java,0,1,3,0,0,6,4
0b10f4ab296c21f2dea5ce03b58d546d,1,assistant,java,0,1,7,0,0,41,8
0b10f4ab296c21f2dea5ce03b58d546d,2,assistant,java,0,1,7,0,0,49,8
0b10f4ab296c21f2dea5ce03b58d546d,3,assistant,java,0,1,7,0,0,50,8
0b10f4ab296c21f2dea5ce03b58d546d,4,assistant,java,0,1,7,0,0,50,8
0b10f4ab296c21f2dea5ce03b58d546d,5,assistant,java,0,0,4,0,0,13,4
0b10f4ab296c21f2dea5ce03b58d546d,6,assistant,java,0,0,4,0,0,15,4
0b10f4ab296c21f2dea5ce03b58d546d,7,assistant,java,0,0,0,0,0,15,0
0b10f4ab296c21f2dea5ce03b58d546d,8,assistant,java,0,0,0,0,0,19,0
0b27669ed4aa5db14236d8c006f35bac,1,assistant,java,0,0,4,0,0,8,4
0b27669ed4aa5db14236d8c006f35bac,2,assistant,java,0,0,3,0,0,10,3
0b27669ed4aa5db14236d8c006f35bac,3,assistant,java,0,0,3,0,0,10,3
0b27669ed4aa5db14236d8c006f35bac,4,assistant,java,0,1,2,0,0,6,3
0b27669ed4aa5db14236d8c006f35bac,5,assistant,java,0,0,5,0,0,54,5
0b27669ed4aa5db14236d8c006f35bac,6,assistant,java,0,0,6,0,0,32,6
