conversation_id,turn_number,role,language,convention_count,refactor_count,warning_count,error_count,fatal_count,loc
00d0c7b06a20b9b51042fd9b7a6989d2,2,user,python,5,1,0,0,0,17
00d0c7b06a20b9b51042fd9b7a6989d2,3,user,python,1,0,0,1,0,2
00d0c7b06a20b9b51042fd9b7a6989d2,4,user,python,1,0,0,0,0,6
00d0c7b06a20b9b51042fd9b7a6989d2,5,user,python,1,0,0,1,0,3
00d0c7b06a20b9b51042fd9b7a6989d2,6,user,python,4,1,1,0,0,21
00d0c7b06a20b9b51042fd9b7a6989d2,7,user,python,0,0,0,0,0,4
00d0c7b06a20b9b51042fd9b7a6989d2,8,user,python,0,0,0,0,0,18
00d0c7b06a20b9b51042fd9b7a6989d2,9,user,python,0,0,0,0,0,8
00d0c7b06a20b9b51042fd9b7a6989d2,10,user,python,0,0,0,0,0,9
00d0c7b06a20b9b51042fd9b7a6989d2,11,user,python,0,0,0,0,0,11
00d0c7b06a20b9b51042fd9b7a6989d2,12,user,python,0,0,0,0,0,7
00d0c7b06a20b9b51042fd9b7a6989d2,13,user,python,0,0,0,0,0,14
00d0c7b06a20b9b51042fd9b7a6989d2,14,user,python,0,0,0,0,0,4
00d0c7b06a20b9b51042fd9b7a6989d2,15,user,python,0,0,0,0,0,6
00d0c7b06a20b9b51042fd9b7a6989d2,16,user,python,0,0,0,0,0,8
00d0c7b06a20b9b51042fd9b7a6989d2,17,user,python,0,0,0,0,0,11
00d0c7b06a20b9b51042fd9b7a6989d2,18,user,python,0,0,0,0,0,18
00d0c7b06a20b9b51042fd9b7a6989d2,19,user,python,0,0,0,0,0,15
00d0c7b06a20b9b51042fd9b7a6989d2,20,user,python,0,0,0,0,0,3
00d1564a1a75581205e341cb11bde126,1,user,python,0,0,0,1,0,42
00d1564a1a75581205e341cb11bde126,2,user,python,4,0,0,2,0,37
00d1564a1a75581205e341cb11bde126,3,user,python,2,0,0,1,0,9
00d1564a1a75581205e341cb11bde126,4,user,python,1,0,0,1,0,3
00d1564a1a75581205e341cb11bde126,5,user,python,1,0,0,2,0,3
00d1564a1a75581205e341cb11bde126,6,user,python,1,0,0,2,0,14
00d1564a1a75581205e341cb11bde126,7,user,python,0,0,0,0,0,5
00d1564a1a75581205e341cb11bde126,8,user,python,0,0,0,0,0,33
00d1564a1a75581205e341cb11bde126,9,user,python,0,0,0,0,0,18
00d1564a1a75581205e341cb11bde126,10,user,python,0,0,0,0,0,12
00d92d526f4483d62f25ff71c1046f47,1,user,python,2,0,0,0,0,26
00db96d91742705d7ba4fe15bb34a508,1,user,python,2,0,1,1,0,25
00ec10718b1a41065b3b9a8c8640a9b2,1,user,python,2,0,0,0,0,55
00ec10718b1a41065b3b9a8c8640a9b2,2,user,python,1,0,0,1,0,3
00f9e3fb7f7befce2bef4badf4a63788,1,user,python,3,1,1,1,0,33
00f9e3fb7f7befce2bef4badf4a63788,2,user,python,3,1,1,1,0,35
010ca25a2a4da9f229af2bce638bd0e2,1,user,python,2,0,0,1,0,5
010ca25a2a4da9f229af2bce638bd0e2,2,user,python,1,0,0,1,0,13
010ca25a2a4da9f229af2bce638bd0e2,3,user,python,3,2,0,1,0,32
010ca25a2a4da9f229af2bce638bd0e2,4,user,python,2,0,0,0,0,18
010ca25a2a4da9f229af2bce638bd0e2,5,user,python,2,0,0,1,0,4
010ca25a2a4da9f229af2bce638bd0e2,6,user,python,3,2,0,1,0,29
010ca25a2a4da9f229af2bce638bd0e2,7,user,python,0,0,0,0,0,8
0110dae1efc172faa124a588f0cde198,1,user,python,4,0,3,1,0,38
0110dae1efc172faa124a588f0cde198,2,user,python,4,0,3,2,0,41
01181df63f2cc448991ebf687a4da1b1,1,user,python,1,0,0,1,0,2
01181df63f2cc448991ebf687a4da1b1,2,user,python,1,0,0,1,0,3
011d4d84cd5da3f2133c253999905cf3,1,user,python,2,0,0,2,0,8
011d4d84cd5da3f2133c253999905cf3,2,user,python,2,0,0,2,0,12
011db83d5a6c6b05b705a4d857af3e4a,1,user,python,1,0,0,1,0,2
011db83d5a6c6b05b705a4d857af3e4a,2,user,python,1,0,0,1,0,2
011db83d5a6c6b05b705a4d857af3e4a,3,user,python,1,0,0,1,0,2
0123173215b95efa8fd309bf47aef798,1,user,python,1,0,1,0,0,12
01269c1982af963c07683139d0b9ad5d,1,user,python,1,0,0,0,0,2
01269c1982af963c07683139d0b9ad5d,2,user,python,1,0,0,0,0,2
01269c1982af963c07683139d0b9ad5d,3,user,python,1,0,0,0,0,2
01269c1982af963c07683139d0b9ad5d,4,user,python,1,0,0,0,0,2
0126d88cedececca6c7c127a1c423711,1,user,python,5,0,2,1,0,67
0126d88cedececca6c7c127a1c423711,2,user,python,4,1,0,1,0,64
0126d88cedececca6c7c127a1c423711,3,user,python,0,0,0,1,0,63
0126d88cedececca6c7c127a1c423711,4,user,python,0,0,0,1,0,38
0126d88cedececca6c7c127a1c423711,5,user,python,4,1,2,1,0,35
0126d88cedececca6c7c127a1c423711,6,user,python,3,1,2,2,0,32
0126d88cedececca6c7c127a1c423711,7,user,python,0,0,0,0,0,55
0127c9d38476f772291c50682218faaf,1,user,python,2,0,0,1,0,7
0127c9d38476f772291c50682218faaf,2,user,python,2,0,0,1,0,11
012f4803300e8886a1a343e6fed88c83,1,user,python,1,0,0,1,0,3
012f4803300e8886a1a343e6fed88c83,2,user,python,0,0,0,1,0,15
013df2c182597c9c5982b0a5101139e4,1,user,python,0,0,0,1,0,47
013df2c182597c9c5982b0a5101139e4,2,user,python,0,0,0,1,0,49
013df2c182597c9c5982b0a5101139e4,3,user,python,4,0,2,1,0,53
0142d4cb54ba839b489a4821d2917079,1,user,python,4,0,0,2,0,44
0142d4cb54ba839b489a4821d2917079,2,user,python,3,0,0,2,0,52
01527d247183c97f65db5c821fbf2bf1,1,user,python,3,0,1,0,0,17
01527d247183c97f65db5c821fbf2bf1,2,user,python,2,0,1,0,0,27
015a477443030b82f806dd400feadd6c,1,user,python,2,0,0,0,0,8
015a477443030b82f806dd400feadd6c,2,user,python,1,0,1,1,0,5
015a477443030b82f806dd400feadd6c,3,user,python,1,0,1,1,0,6
015e24530c08b0f109f17b1880cbab85,1,user,python,2,0,1,1,0,23
015e24530c08b0f109f17b1880cbab85,2,user,python,1,0,0,1,0,2
015e24530c08b0f109f17b1880cbab85,3,user,python,3,1,2,2,0,10
015e24530c08b0f109f17b1880cbab85,4,user,python,4,0,1,2,0,24
015e24530c08b0f109f17b1880cbab85,5,user,python,5,0,1,1,0,44
016bf38fbbffe447ee0f490fc2a5619e,1,user,python,1,0,0,0,0,13
016bf38fbbffe447ee0f490fc2a5619e,2,user,python,1,0,0,0,0,17
016bf38fbbffe447ee0f490fc2a5619e,3,user,python,2,0,0,1,0,14
017eb9a32bb89ee16d77866e6ac15fa1,1,user,python,2,0,1,1,0,9
0184029af7443d909d2a53516b8ac114,1,user,python,3,0,2,0,0,44
0184029af7443d909d2a53516b8ac114,2,user,python,0,0,0,1,0,37
0184029af7443d909d2a53516b8ac114,3,user,python,2,0,1,0,0,44
01846338ff6f4d1e8427687df15e84fe,1,user,python,2,0,0,0,0,12
01846338ff6f4d1e8427687df15e84fe,2,user,python,3,1,1,0,0,26
01846338ff6f4d1e8427687df15e84fe,3,user,python,3,1,1,0,0,28
01846338ff6f4d1e8427687df15e84fe,4,user,python,2,0,1,0,0,19
01896491e244eff89a5f21e9cff62c4e,1,user,python,2,0,0,0,0,19
018a66302072bdfbccad10b444ab0ecd,1,user,python,1,0,1,0,0,3
018b7e9193f89f4f9b1d50c5172407fa,1,user,python,3,0,1,0,0,19
018b7e9193f89f4f9b1d50c5172407fa,2,user,python,3,0,1,0,0,26
018b7e9193f89f4f9b1d50c5172407fa,3,user,python,3,0,0,0,0,22
018b7e9193f89f4f9b1d50c5172407fa,4,user,python,2,0,0,0,0,15
018b7e9193f89f4f9b1d50c5172407fa,5,user,python,3,0,1,0,0,33
018b7e9193f89f4f9b1d50c5172407fa,6,user,python,3,0,0,0,0,32
0191413267633e3a90c77950073638ec,1,user,python,1,0,0,1,0,10
01972c194fb646315fb343841606c374,1,user,python,0,0,0,1,0,9
01972c194fb646315fb343841606c374,2,user,python,3,0,1,0,0,20
01972c194fb646315fb343841606c374,3,user,python,3,0,1,0,0,22
01972c194fb646315fb343841606c374,4,user,python,4,0,1,0,0,31
01972c194fb646315fb343841606c374,5,user,python,1,0,0,1,0,2
01972c194fb646315fb343841606c374,6,user,python,1,0,0,1,0,2
01972c194fb646315fb343841606c374,7,user,python,0,0,0,0,0,20
01972c194fb646315fb343841606c374,8,user,python,0,0,0,0,0,7
01972d7008484802855b7a790a8611c1,1,user,python,1,0,0,1,0,11
01972d7008484802855b7a790a8611c1,2,user,python,1,0,0,1,0,11
01af3607475bceb735c6209d3ec65c82,1,user,python,2,0,1,1,0,24
01af3607475bceb735c6209d3ec65c82,2,user,python,2,0,0,0,0,5
01af3607475bceb735c6209d3ec65c82,3,user,python,1,0,1,1,0,17
01af3607475bceb735c6209d3ec65c82,4,user,python,4,0,1,1,0,21
01b48b7562cafdeca4acef888dc5be74,1,user,python,1,0,1,1,0,6
01b48b7562cafdeca4acef888dc5be74,2,user,python,2,0,0,1,0,7
01b76cb877e33169af3dd267309c890e,1,user,python,2,0,0,0,0,13
01b76cb877e33169af3dd267309c890e,2,user,python,1,0,0,0,0,15
01b76cb877e33169af3dd267309c890e,3,user,python,2,0,0,0,0,11
01b76cb877e33169af3dd267309c890e,4,user,python,2,0,0,0,0,12
01b76cb877e33169af3dd267309c890e,5,user,python,4,0,1,0,0,12
01b76cb877e33169af3dd267309c890e,6,user,python,4,0,1,0,0,12
01b76cb877e33169af3dd267309c890e,7,user,python,0,0,0,0,0,13
01b76cb877e33169af3dd267309c890e,8,user,python,0,0,0,0,0,11
01b87738d9934ee1dd1eb1d26ce457cf,1,user,python,5,0,3,1,0,62
01b87738d9934ee1dd1eb1d26ce457cf,2,user,python,5,0,3,1,0,63
01ba759a1a2e2981f7bc6fbc4182a4d8,1,user,python,1,0,0,0,0,4
01ba759a1a2e2981f7bc6fbc4182a4d8,2,user,python,1,0,0,0,0,5
01ba759a1a2e2981f7bc6fbc4182a4d8,3,user,python,2,0,0,0,0,8
01bd2da7c7a3683be2376f71716fe046,1,user,python,2,0,1,0,0,13
01bd2da7c7a3683be2376f71716fe046,2,user,python,2,0,1,0,0,15
01bd2da7c7a3683be2376f71716fe046,3,user,python,3,0,1,0,0,14
01bd2da7c7a3683be2376f71716fe046,4,user,python,2,0,1,0,0,15
01bd2da7c7a3683be2376f71716fe046,5,user,python,4,1,1,1,0,10
01bd2da7c7a3683be2376f71716fe046,6,user,python,3,0,0,1,0,8
01bd2da7c7a3683be2376f71716fe046,7,user,python,0,0,0,0,0,27
01bf735cce675bde918845d1a27ddf4e,1,user,python,2,0,0,1,0,24
01bf735cce675bde918845d1a27ddf4e,2,user,python,2,0,1,1,0,26
01bf735cce675bde918845d1a27ddf4e,3,user,python,2,0,1,1,0,46
01bf735cce675bde918845d1a27ddf4e,4,user,python,3,0,1,0,0,37
01bf735cce675bde918845d1a27ddf4e,5,user,python,4,0,1,0,0,47
01bf735cce675bde918845d1a27ddf4e,6,user,python,3,0,1,1,0,60
01c454962412ff85b49bdbf9ec4eebb7,1,user,python,1,0,0,2,0,13
01c454962412ff85b49bdbf9ec4eebb7,2,user,python,2,0,0,1,0,27
01c454962412ff85b49bdbf9ec4eebb7,3,user,python,2,1,0,2,0,31
01cec2c90c5b316e88879432711e72ab,1,user,python,4,3,2,1,0,103
01cec2c90c5b316e88879432711e72ab,2,user,python,3,0,0,0,0,12
01d397e635bfb0e4c626f22f44cfaa61,1,user,python,3,1,0,1,0,29
01d397e635bfb0e4c626f22f44cfaa61,2,user,python,3,0,1,1,0,34
01d400b390264d2b7af72fb33c8a9bf1,1,user,python,1,0,1,0,0,14
01d400b390264d2b7af72fb33c8a9bf1,2,user,python,1,0,0,1,0,11
01d400b390264d2b7af72fb33c8a9bf1,3,user,python,1,0,0,1,0,7
01d59dda1a1de8cacb85904b0c12b359,1,user,python,3,0,1,1,0,12
01d59dda1a1de8cacb85904b0c12b359,2,user,python,2,0,0,2,0,16
01d949097e7bdc42224d8ac7c98221a8,1,user,python,0,0,0,1,0,45
01d949097e7bdc42224d8ac7c98221a8,2,user,python,2,0,0,1,0,33
01eeab6083dbdfc91b7c44a099c64843,1,user,python,1,0,0,1,0,3
01eeab6083dbdfc91b7c44a099c64843,2,user,python,1,0,0,1,0,3
01eeab6083dbdfc91b7c44a099c64843,3,user,python,1,0,0,1,0,9
01eeab6083dbdfc91b7c44a099c64843,4,user,python,1,0,0,0,0,10
01eeab6083dbdfc91b7c44a099c64843,5,user,python,1,0,0,0,0,6
01eeab6083dbdfc91b7c44a099c64843,6,user,python,1,0,0,0,0,14
01eeab6083dbdfc91b7c44a099c64843,7,user,python,0,0,0,0,0,24
01eeab6083dbdfc91b7c44a099c64843,8,user,python,0,0,0,0,0,4
01eeab6083dbdfc91b7c44a099c64843,9,user,python,0,0,0,0,0,3
01f33beb3277a50332bac620f989ce83,1,user,python,1,0,0,1,0,10
01f33beb3277a50332bac620f989ce83,2,user,python,1,0,1,1,0,11
01fd5acd478b1b12568f1825c5ee5f25,1,user,python,4,0,2,1,0,40
01fd5acd478b1b12568f1825c5ee5f25,2,user,python,3,0,4,1,0,53
01fd5acd478b1b12568f1825c5ee5f25,3,user,python,2,0,4,1,0,56
01fe053105969add696ca8a56e5a6e6b,1,user,python,2,1,0,0,0,12
01fe053105969add696ca8a56e5a6e6b,2,user,python,2,1,0,1,0,5
01fe053105969add696ca8a56e5a6e6b,3,user,python,3,1,0,0,0,15
020e0c59d7e7540a094a2f6c8e2f36d0,1,user,python,2,0,1,0,0,15
020e0c59d7e7540a094a2f6c8e2f36d0,2,user,python,2,1,1,1,0,2
02118dd68c36bca6376e016270285eb3,1,user,python,1,0,0,1,0,8
02118dd68c36bca6376e016270285eb3,2,user,python,1,0,0,1,0,15
02118dd68c36bca6376e016270285eb3,3,user,python,1,0,1,2,0,10
02118dd68c36bca6376e016270285eb3,4,user,python,1,0,2,2,0,11
02118dd68c36bca6376e016270285eb3,5,user,python,1,0,1,2,0,13
02118dd68c36bca6376e016270285eb3,6,user,python,2,0,0,0,0,9
02118dd68c36bca6376e016270285eb3,7,user,python,0,0,0,0,0,14
02118dd68c36bca6376e016270285eb3,8,user,python,0,0,0,0,0,27
02118dd68c36bca6376e016270285eb3,9,user,python,0,0,0,0,0,10
02118dd68c36bca6376e016270285eb3,10,user,python,0,0,0,0,0,12
02118dd68c36bca6376e016270285eb3,11,user,python,0,0,0,0,0,29
02118dd68c36bca6376e016270285eb3,12,user,python,0,0,0,0,0,13
02118dd68c36bca6376e016270285eb3,13,user,python,0,0,0,0,0,6
02118dd68c36bca6376e016270285eb3,14,user,python,0,0,0,0,0,35
02118dd68c36bca6376e016270285eb3,15,user,python,0,0,0,0,0,30
02118dd68c36bca6376e016270285eb3,16,user,python,0,0,0,0,0,33
02118dd68c36bca6376e016270285eb3,17,user,python,0,0,0,0,0,57
02118dd68c36bca6376e016270285eb3,18,user,python,0,0,0,0,0,5
02118dd68c36bca6376e016270285eb3,19,user,python,0,0,0,0,0,33
02118dd68c36bca6376e016270285eb3,20,user,python,0,0,0,0,0,32
02118dd68c36bca6376e016270285eb3,21,user,python,0,0,0,0,0,39
02118dd68c36bca6376e016270285eb3,22,user,python,0,0,0,0,0,11
02118dd68c36bca6376e016270285eb3,23,user,python,0,0,0,0,0,48
02118dd68c36bca6376e016270285eb3,24,user,python,0,0,0,0,0,23
02118dd68c36bca6376e016270285eb3,25,user,python,0,0,0,0,0,32
02118dd68c36bca6376e016270285eb3,26,user,python,0,0,0,0,0,43
02118dd68c36bca6376e016270285eb3,27,user,python,0,0,0,0,0,10
021db1925cd6a1a16fd9c8f83a711e24,1,user,python,1,0,1,0,0,4
021db1925cd6a1a16fd9c8f83a711e24,2,user,python,2,0,2,0,0,7
02245dbd5831469fc8d2e8eaef1206d3,1,user,python,4,1,0,2,0,64
02245dbd5831469fc8d2e8eaef1206d3,2,user,python,3,0,2,1,0,60
02245dbd5831469fc8d2e8eaef1206d3,3,user,python,3,0,0,2,0,33
02245dbd5831469fc8d2e8eaef1206d3,4,user,python,2,0,0,2,0,20
02245dbd5831469fc8d2e8eaef1206d3,5,user,python,4,0,1,1,0,66
02245dbd5831469fc8d2e8eaef1206d3,6,user,python,2,0,0,1,0,12
02245dbd5831469fc8d2e8eaef1206d3,7,user,python,0,0,0,0,0,68
02245dbd5831469fc8d2e8eaef1206d3,8,user,python,0,0,0,0,0,72
02245dbd5831469fc8d2e8eaef1206d3,9,user,python,0,0,0,0,0,66
02245dbd5831469fc8d2e8eaef1206d3,10,user,python,0,0,0,0,0,56
02270f025da3c8b355632ebff5fcee0d,1,user,python,3,0,1,2,0,22
02270f025da3c8b355632ebff5fcee0d,2,user,python,3,0,0,2,0,36
0227b87950eeb27b534996c9e6da3f64,1,user,python,4,3,0,1,0,64
0227b87950eeb27b534996c9e6da3f64,2,user,python,6,3,0,1,0,64
0236c30afdf72c9f0a056ce77c4a88ca,1,user,python,1,0,1,1,0,2
0236c30afdf72c9f0a056ce77c4a88ca,2,user,python,3,0,0,1,0,21
0236c30afdf72c9f0a056ce77c4a88ca,3,user,python,1,0,0,0,0,2
0236c30afdf72c9f0a056ce77c4a88ca,4,user,python,2,0,0,1,0,18
0236c30afdf72c9f0a056ce77c4a88ca,5,user,python,3,0,0,1,0,30
0236c30afdf72c9f0a056ce77c4a88ca,6,user,python,2,0,0,1,0,3
0236c30afdf72c9f0a056ce77c4a88ca,7,user,python,0,0,0,0,0,43
0236c30afdf72c9f0a056ce77c4a88ca,8,user,python,0,0,0,0,0,22
0236c30afdf72c9f0a056ce77c4a88ca,9,user,python,0,0,0,0,0,9
02439a407870da5f553fe7abd27a9af4,1,user,python,2,0,1,2,0,21
02439a407870da5f553fe7abd27a9af4,2,user,python,2,0,1,2,0,24
02439a407870da5f553fe7abd27a9af4,3,user,python,2,0,1,2,0,24
02439a407870da5f553fe7abd27a9af4,4,user,python,2,0,1,2,0,24
02439a407870da5f553fe7abd27a9af4,5,user,python,2,0,1,2,0,24
02439a407870da5f553fe7abd27a9af4,6,user,python,2,1,0,2,0,7
02439a407870da5f553fe7abd27a9af4,7,user,python,0,0,0,0,0,6
02439a407870da5f553fe7abd27a9af4,8,user,python,0,0,0,0,0,17
02441bc99e51bb5f8593ef275e9b572e,1,user,python,1,1,0,1,0,28
0246a49958f66dd95418fff221e3516c,1,user,python,1,0,0,2,0,14
0246a49958f66dd95418fff221e3516c,2,user,python,1,0,0,1,0,19
0248d1d0dfd52b7445588d9cfcf95c04,1,user,python,3,0,2,1,0,34
0248d1d0dfd52b7445588d9cfcf95c04,2,user,python,3,0,1,1,0,21
024f841291b27c204b855ba602a36cfe,1,user,python,4,0,2,1,0,25
02506316dce11b4b09f72d2b467743b1,1,user,python,1,0,0,1,0,5
02506316dce11b4b09f72d2b467743b1,2,user,python,1,0,0,1,0,2
0256e388e0746764235a81723836af84,1,user,python,2,0,1,0,0,25
0256e388e0746764235a81723836af84,2,user,python,3,0,1,0,0,24
0258767c7f7314d4c9d36bac1c74186e,1,user,python,4,0,0,1,0,22
0258767c7f7314d4c9d36bac1c74186e,2,user,python,0,0,0,1,0,31
0258767c7f7314d4c9d36bac1c74186e,3,user,python,0,0,0,1,0,41
0258767c7f7314d4c9d36bac1c74186e,4,user,python,0,0,0,1,0,45
0258767c7f7314d4c9d36bac1c74186e,5,user,python,3,0,1,1,0,51
0258767c7f7314d4c9d36bac1c74186e,6,user,python,1,0,0,1,0,7
0258767c7f7314d4c9d36bac1c74186e,7,user,python,0,0,0,0,0,2
0258767c7f7314d4c9d36bac1c74186e,8,user,python,0,0,0,0,0,35
0258767c7f7314d4c9d36bac1c74186e,9,user,python,0,0,0,0,0,17
026696b219cecfe1f30d2af995ef3deb,1,user,python,1,0,1,1,0,21
026696b219cecfe1f30d2af995ef3deb,2,user,python,1,0,1,1,0,23
02682c522d8711e2e302a9992a56d559,1,user,python,1,0,1,0,0,7
02682c522d8711e2e302a9992a56d559,2,user,python,1,0,1,0,0,7
02682c522d8711e2e302a9992a56d559,3,user,python,1,0,0,1,0,7
02682c522d8711e2e302a9992a56d559,4,user,python,1,0,1,0,0,18
026bef55bdaf1a373207d6269d4c7be8,1,user,python,1,0,0,0,0,17
026bef55bdaf1a373207d6269d4c7be8,2,user,python,1,0,0,1,0,17
026bef55bdaf1a373207d6269d4c7be8,3,user,python,1,0,0,1,0,17
026e2eb3960a14779ee325fbbc49b47d,1,user,python,2,0,1,0,0,7
026e2eb3960a14779ee325fbbc49b47d,2,user,python,1,0,1,1,0,3
026e2eb3960a14779ee325fbbc49b47d,3,user,python,2,0,0,1,0,21
0281202f6182a538282579182db414d6,1,user,python,1,0,0,0,0,14
0281202f6182a538282579182db414d6,2,user,python,2,0,0,2,0,6
0281202f6182a538282579182db414d6,3,user,python,3,0,1,0,0,8
0281202f6182a538282579182db414d6,4,user,python,0,0,0,1,0,25
0281202f6182a538282579182db414d6,5,user,python,0,0,0,1,0,31
0281202f6182a538282579182db414d6,6,user,python,0,0,0,1,0,19
0281202f6182a538282579182db414d6,7,user,python,0,0,0,0,0,50
0281202f6182a538282579182db414d6,8,user,python,0,0,0,0,0,55
0281202f6182a538282579182db414d6,9,user,python,0,0,0,0,0,51
0281202f6182a538282579182db414d6,10,user,python,0,0,0,0,0,59
028213936785974c1311a604f1e72743,1,user,python,4,1,0,0,0,14
028213936785974c1311a604f1e72743,2,user,python,3,1,0,0,0,11
028213936785974c1311a604f1e72743,3,user,python,3,1,0,0,0,7
028213936785974c1311a604f1e72743,4,user,python,2,1,0,0,0,5
028213936785974c1311a604f1e72743,5,user,python,2,1,0,0,0,11
028213936785974c1311a604f1e72743,6,user,python,4,1,0,0,0,27
028213936785974c1311a604f1e72743,7,user,python,0,0,0,0,0,2
028213936785974c1311a604f1e72743,8,user,python,0,0,0,0,0,19
028213936785974c1311a604f1e72743,9,user,python,0,0,0,0,0,23
02896858aff4c965ed9460c3f4947c45,1,user,python,4,0,2,2,0,37
02896858aff4c965ed9460c3f4947c45,2,user,python,4,0,1,1,0,37
02896858aff4c965ed9460c3f4947c45,3,user,python,4,0,1,1,0,37
02896858aff4c965ed9460c3f4947c45,4,user,python,4,0,1,1,0,37
02896858aff4c965ed9460c3f4947c45,5,user,python,4,0,2,1,0,37
029ec4bbf2dde3d5ab765041930cd098,1,user,python,1,0,0,1,0,3
029ec4bbf2dde3d5ab765041930cd098,2,user,python,4,1,4,1,0,51
02a55a84e6c2064bd3b0409c1a188f24,1,user,python,4,1,0,0,0,11
02a55a84e6c2064bd3b0409c1a188f24,2,user,python,4,1,0,0,0,11
