conversation_id,turn_number,role,language,critical_issues_count,high_issues_count,medium_issues_count,low_issues_count,very_minor_issues_count
23e872acb6d8ada98e2f16bdd3c164f8,1,assistant,java,0,0,6,1,0
23e872acb6d8ada98e2f16bdd3c164f8,2,assistant,java,0,0,6,0,0
5558cc1ee76343fb8072c2cd12d858d0,1,assistant,java,0,0,10,1,0
5558cc1ee76343fb8072c2cd12d858d0,2,assistant,java,0,0,12,1,0
606de17445dff778ed62ac41e15ab677,1,user,java,5,1,39,3,0
606de17445dff778ed62ac41e15ab677,2,assistant,java,0,0,5,1,0
7d22dd8908c2783f3db29377a04c4a86,1,assistant,java,0,0,4,1,0
7d22dd8908c2783f3db29377a04c4a86,2,assistant,java,0,0,4,1,0
7d22dd8908c2783f3db29377a04c4a86,3,assistant,java,0,0,4,1,0
087201a5348c7e337767b7294647a90c,1,assistant,java,0,0,3,0,0
087201a5348c7e337767b7294647a90c,2,assistant,java,0,0,4,0,0
087201a5348c7e337767b7294647a90c,3,assistant,java,0,0,4,0,0
087201a5348c7e337767b7294647a90c,4,assistant,java,0,0,4,0,0
087201a5348c7e337767b7294647a90c,5,assistant,java,0,0,4,0,0
087201a5348c7e337767b7294647a90c,6,assistant,java,0,0,3,0,0
dcb5c7904d713c9a3cb81b4dd0af651e,2,assistant,java,0,0,3,0,0
f117b9949276a7808d87c2a347fe0e25,2,assistant,java,0,0,4,0,0
f117b9949276a7808d87c2a347fe0e25,3,assistant,java,0,0,3,1,0
f117b9949276a7808d87c2a347fe0e25,4,assistant,java,0,0,6,1,0
f117b9949276a7808d87c2a347fe0e25,6,assistant,java,0,0,3,0,0
31ffaaf372b69b4c840724c64f90360b,1,assistant,java,1,0,7,0,0
31ffaaf372b69b4c840724c64f90360b,2,assistant,java,0,0,3,0,0
6021be383503f0a7d20d9b1b9362b422,3,assistant,java,0,0,4,0,0
d6ef06665cf9dcdf63f9845a17a935dd,1,assistant,java,0,0,4,0,0
d6ef06665cf9dcdf63f9845a17a935dd,2,assistant,java,0,0,2,0,0
d6ef06665cf9dcdf63f9845a17a935dd,3,assistant,java,0,0,5,1,0
d6ef06665cf9dcdf63f9845a17a935dd,4,assistant,java,0,0,6,1,0
972a9654dd03e8b4d45746e6bb04b76f,1,assistant,java,0,0,10,0,0
972a9654dd03e8b4d45746e6bb04b76f,3,assistant,java,0,0,7,0,0
55e790b2702c052c448ae66b5fb6971e,1,assistant,java,0,0,6,0,0
55e790b2702c052c448ae66b5fb6971e,2,assistant,java,0,0,8,1,0
ef48b10508d0cdbdd0ff9edf942eaf1a,1,assistant,java,0,0,7,0,0
ef48b10508d0cdbdd0ff9edf942eaf1a,2,assistant,java,0,0,11,1,0
9f0d3542425f82e409a4c2ac15442404,1,assistant,java,0,0,2,1,0
9f0d3542425f82e409a4c2ac15442404,2,assistant,java,0,0,5,1,0
9f0d3542425f82e409a4c2ac15442404,3,assistant,java,0,0,10,1,0
9f0d3542425f82e409a4c2ac15442404,4,assistant,java,0,0,2,1,0
9f0d3542425f82e409a4c2ac15442404,5,assistant,java,0,0,5,1,0
9f0d3542425f82e409a4c2ac15442404,6,assistant,java,0,0,10,0,0
6ea691b9b35fc9bc1ef1335b8fa4800a,4,assistant,java,0,0,2,0,0
3a56a99d64170e312763f033cb28a835,1,assistant,java,0,0,4,0,0
3a56a99d64170e312763f033cb28a835,2,assistant,java,0,0,3,0,0
af1c24a8f4714a3daf56f25b2e2c7976,1,assistant,java,0,1,7,1,0
af1c24a8f4714a3daf56f25b2e2c7976,2,assistant,java,0,1,7,2,0
de21261b8295217e9ca43b0506bb3a93,1,assistant,java,0,1,9,1,0
de21261b8295217e9ca43b0506bb3a93,2,assistant,java,0,1,9,1,0
2df83cb687dc41e34b706ee17ad48ddc,1,assistant,java,0,0,4,0,0
2df83cb687dc41e34b706ee17ad48ddc,2,assistant,java,0,0,5,0,0
8d8aa7d16f24dd9eaaa23a527910e09c,1,assistant,java,0,0,9,1,0
23fbe874b6a2238f4c70b43ec12bef26,1,assistant,java,0,0,5,1,0
23fbe874b6a2238f4c70b43ec12bef26,2,assistant,java,1,0,2,1,0
67cf8c5966a21786f42bae5da91c2f10,1,assistant,java,0,0,5,0,0
67cf8c5966a21786f42bae5da91c2f10,2,assistant,java,0,0,4,0,0
81eae6ab96890f3c533a4633c0d10ef1,1,assistant,java,0,1,5,1,0
81eae6ab96890f3c533a4633c0d10ef1,2,assistant,java,0,1,5,1,0
24bd48664012690431fafe3c30902293,1,assistant,java,0,0,3,0,0
24bd48664012690431fafe3c30902293,2,assistant,java,0,0,3,0,0
1b3db17b93c9208dd6272cd55241f967,1,assistant,java,0,0,9,0,0
1b3db17b93c9208dd6272cd55241f967,2,assistant,java,0,0,5,1,0
1b3db17b93c9208dd6272cd55241f967,3,assistant,java,0,0,4,0,0
1b3db17b93c9208dd6272cd55241f967,4,assistant,java,0,0,5,0,0
1b3db17b93c9208dd6272cd55241f967,5,assistant,java,0,0,4,0,0
1b3db17b93c9208dd6272cd55241f967,6,assistant,java,0,0,4,0,0
637a6987cb7bf3f8fc1f8f14cf593c50,1,assistant,java,0,0,2,0,0
597bc675e5b154ea7c229fb7efc51c11,1,assistant,java,0,0,3,0,0
597bc675e5b154ea7c229fb7efc51c11,2,assistant,java,0,0,3,0,0
ca5cc780338c2984e831e4868df631b7,1,assistant,java,0,0,5,0,0
bc19a85ef72a99f8907ee627fdbc591e,2,assistant,java,0,0,5,1,0
53b6eefe0e8368e9f78c3db51f689ef3,1,assistant,java,0,0,4,0,0
53b6eefe0e8368e9f78c3db51f689ef3,2,assistant,java,0,0,5,0,0
78b11e2b0735b73f71391867a4a2bb48,1,assistant,java,1,1,6,0,0
78b11e2b0735b73f71391867a4a2bb48,2,assistant,java,0,1,5,0,0
78b11e2b0735b73f71391867a4a2bb48,3,assistant,java,0,1,3,0,0
78b11e2b0735b73f71391867a4a2bb48,4,assistant,java,0,1,3,0,0
78b11e2b0735b73f71391867a4a2bb48,5,assistant,java,1,1,7,0,0
45838daf585a978f636edfae67a61331,1,assistant,java,0,0,3,0,0
45838daf585a978f636edfae67a61331,2,assistant,java,0,0,4,0,0
45838daf585a978f636edfae67a61331,3,assistant,java,0,0,5,0,0
8aca345c1fe098a35a11b7dc2e7b76ec,2,assistant,java,0,0,3,0,0
0bd427f0f5762d86d379106669f8bb74,1,assistant,java,0,0,14,1,0
0bd427f0f5762d86d379106669f8bb74,2,assistant,java,0,0,14,1,0
597cde707179ea61005cefb7fd96a697,1,assistant,java,0,0,2,0,0
597cde707179ea61005cefb7fd96a697,2,assistant,java,0,0,2,0,0
bf1622ec7e10761151114555fa651b5c,1,assistant,java,0,0,4,0,0
bf1622ec7e10761151114555fa651b5c,2,assistant,java,0,0,4,0,0
268d17ce9535c406d879d02d293a7c91,1,assistant,java,0,0,4,0,0
268d17ce9535c406d879d02d293a7c91,2,assistant,java,0,0,5,0,0
268d17ce9535c406d879d02d293a7c91,3,assistant,java,0,0,4,0,0
268d17ce9535c406d879d02d293a7c91,4,assistant,java,0,0,3,0,0
268d17ce9535c406d879d02d293a7c91,6,assistant,java,0,0,3,0,0
9564248eec9ca8899f8e22109c3e6d0a,1,assistant,java,1,0,5,0,0
9564248eec9ca8899f8e22109c3e6d0a,2,assistant,java,1,0,4,0,0
b852a530b23e579963e345b4787c63c0,1,assistant,java,1,0,7,2,0
b852a530b23e579963e345b4787c63c0,2,assistant,java,1,0,7,1,0
1339d3ea57fe5eb79a6a439c1c6ec75b,1,assistant,java,0,0,3,1,0
1339d3ea57fe5eb79a6a439c1c6ec75b,2,assistant,java,0,0,3,0,0
99ef431dccd4418fd12585ed491268a5,1,assistant,java,0,0,3,0,0
99ef431dccd4418fd12585ed491268a5,2,assistant,java,0,0,3,0,0
99ef431dccd4418fd12585ed491268a5,3,assistant,java,0,0,3,0,0
20ebb12bc98735c8bb0b0f0f730d18f9,1,assistant,java,0,0,5,0,0
84347f363a24668773f5c3fb1f4b1a0b,1,assistant,java,0,0,3,0,0
84347f363a24668773f5c3fb1f4b1a0b,2,assistant,java,0,0,3,0,0
dac6671523c95185ed1a006d66ce21a0,1,assistant,java,0,1,3,0,0
32252d3316a61708245b9d2626c9acfb,1,assistant,java,0,0,3,0,0
614b877245d6a71adedaff0a5744af3d,1,assistant,java,0,0,3,0,0
614b877245d6a71adedaff0a5744af3d,2,assistant,java,0,0,5,0,0
614b877245d6a71adedaff0a5744af3d,3,assistant,java,0,0,5,1,0
27ae7d91fc6a78bc42d9dc523e08e9e1,2,assistant,java,0,0,4,0,0
27ae7d91fc6a78bc42d9dc523e08e9e1,3,assistant,java,0,0,3,0,0
76921e9d51d53d4669c1f3840396a057,1,assistant,java,0,1,8,2,0
76921e9d51d53d4669c1f3840396a057,2,assistant,java,0,1,9,1,0
d578616152e1f877fc84909163b87d49,3,assistant,java,0,0,5,0,0
d578616152e1f877fc84909163b87d49,4,assistant,java,0,0,5,0,0
3f0d50b7b08613284e6e7df7bd50c36a,1,assistant,java,0,0,4,1,0
e6c0797a05c25db17a4c98bd8cb3925b,1,assistant,java,0,0,3,0,0
e6c0797a05c25db17a4c98bd8cb3925b,2,assistant,java,0,0,3,0,0
22ccf2736f767b878a9451186fd049fd,1,assistant,java,0,0,4,0,0
ae97e1b65ed8e689daf285c029ce9c29,1,assistant,java,0,1,16,1,0
ae97e1b65ed8e689daf285c029ce9c29,2,assistant,java,0,1,16,1,0
4b2a9d1fd151cce7ac9989f76283879b,1,assistant,java,0,1,8,1,0
4b2a9d1fd151cce7ac9989f76283879b,2,assistant,java,0,1,8,0,0
4b2a9d1fd151cce7ac9989f76283879b,3,assistant,java,0,1,6,1,0
4b2a9d1fd151cce7ac9989f76283879b,4,assistant,java,0,1,6,0,0
189ecdbdf93314cb162e53a74ba42efb,1,assistant,java,0,0,6,1,0
feb9a24834ae9ee1c0127c265cf7440b,1,assistant,java,0,1,6,0,0
feb9a24834ae9ee1c0127c265cf7440b,2,assistant,java,0,1,5,0,0
30587fb0d64b0beb86d664be89a1535d,3,assistant,java,0,0,11,1,0
30587fb0d64b0beb86d664be89a1535d,4,assistant,java,1,1,9,0,0
30587fb0d64b0beb86d664be89a1535d,5,assistant,java,0,1,7,0,0
30587fb0d64b0beb86d664be89a1535d,6,assistant,java,1,1,9,0,0
1c35f9dd124c8f358b74a7496b2c0745,1,assistant,java,0,0,4,1,0
1c35f9dd124c8f358b74a7496b2c0745,2,assistant,java,0,0,6,1,0
1c35f9dd124c8f358b74a7496b2c0745,3,assistant,java,0,0,6,0,0
819061d86bacc8f0fbb9e9891650814d,1,assistant,java,1,0,5,0,0
819061d86bacc8f0fbb9e9891650814d,3,assistant,java,0,1,3,0,0
819061d86bacc8f0fbb9e9891650814d,4,assistant,java,0,0,3,0,0
819061d86bacc8f0fbb9e9891650814d,5,assistant,java,0,1,4,0,0
9852d6a491b7585e47b73c8d5b3c6b15,1,assistant,java,0,1,6,1,0
9852d6a491b7585e47b73c8d5b3c6b15,2,assistant,java,0,1,7,1,0
9852d6a491b7585e47b73c8d5b3c6b15,3,assistant,java,0,1,4,1,0
9852d6a491b7585e47b73c8d5b3c6b15,4,assistant,java,0,0,3,0,0
9852d6a491b7585e47b73c8d5b3c6b15,5,assistant,java,0,0,4,0,0
9852d6a491b7585e47b73c8d5b3c6b15,6,assistant,java,0,1,4,2,0
39205eadf6f433130cbb6efb6d94a6ab,1,assistant,java,0,1,7,1,0
39205eadf6f433130cbb6efb6d94a6ab,2,assistant,java,0,1,6,1,0
0fe8382e895ab6b26f8dff2fe91e5db4,1,assistant,java,0,0,5,0,0
0fe8382e895ab6b26f8dff2fe91e5db4,2,assistant,java,1,0,2,0,0
0fe8382e895ab6b26f8dff2fe91e5db4,3,assistant,java,1,0,4,1,0
0fe8382e895ab6b26f8dff2fe91e5db4,4,assistant,java,0,1,3,0,0
0fe8382e895ab6b26f8dff2fe91e5db4,5,assistant,java,1,0,3,0,0
ac0e1110da39ad78f8225c552249eef0,1,assistant,java,0,0,3,0,0
ac0e1110da39ad78f8225c552249eef0,2,assistant,java,0,0,3,0,0
ac0e1110da39ad78f8225c552249eef0,3,assistant,java,0,0,5,0,0
ac0e1110da39ad78f8225c552249eef0,4,assistant,java,0,0,6,0,0
ac0e1110da39ad78f8225c552249eef0,5,assistant,java,0,0,6,1,0
ac0e1110da39ad78f8225c552249eef0,6,assistant,java,0,0,8,0,0
a71aa9eeb062ffcd06d814577b762c92,1,assistant,java,0,1,6,0,0
a71aa9eeb062ffcd06d814577b762c92,2,assistant,java,0,1,7,0,0
a71aa9eeb062ffcd06d814577b762c92,3,assistant,java,0,1,8,0,0
8887c89a24d42cb73df48894dea548e9,1,assistant,java,0,0,2,0,0
2ccbad022636f8b761ec59dafcc220b9,1,assistant,java,0,0,8,0,0
2ccbad022636f8b761ec59dafcc220b9,2,assistant,java,0,0,8,0,0
db6050210c7e4ca7199e3c552e7c8bc6,1,assistant,java,0,0,8,0,0
db6050210c7e4ca7199e3c552e7c8bc6,2,assistant,java,0,0,6,0,0
46db16de1618bdd0b0fb83184eb05b04,1,assistant,java,0,0,6,0,0
46db16de1618bdd0b0fb83184eb05b04,2,assistant,java,0,0,2,0,0
2cd76b4624ffa995cfc6a34d62c3666b,1,assistant,java,0,1,7,0,0
2cd76b4624ffa995cfc6a34d62c3666b,2,assistant,java,0,1,4,0,0
e82be5ca72148cc1d8bab0fddee24958,1,assistant,java,0,0,3,1,0
e82be5ca72148cc1d8bab0fddee24958,2,assistant,java,0,0,3,1,0
e82be5ca72148cc1d8bab0fddee24958,3,assistant,java,0,0,3,0,0
092899590c7c2d3145c6d6a731b4e734,1,assistant,java,0,0,3,0,0
092899590c7c2d3145c6d6a731b4e734,2,assistant,java,0,0,5,0,0
97b66cb863cda194dca0d4fd436d683d,1,assistant,java,0,0,3,0,0
97b66cb863cda194dca0d4fd436d683d,2,assistant,java,0,0,6,0,0
1ef79ac0527ddcb83f35c7007c43795b,1,assistant,java,0,1,4,1,0
1ef79ac0527ddcb83f35c7007c43795b,2,assistant,java,0,1,4,1,0
1ef79ac0527ddcb83f35c7007c43795b,3,assistant,java,0,0,5,0,0
85b6d123c9ab6aad91bcd84025f749ab,1,assistant,java,0,0,4,1,0
85b6d123c9ab6aad91bcd84025f749ab,2,assistant,java,0,0,4,1,0
1a2fb143c4272cbd3699c97042fec95b,1,assistant,java,0,1,4,1,0
1a2fb143c4272cbd3699c97042fec95b,2,assistant,java,0,1,4,0,0
7ce36487dc1afb6738187fafd894dca5,2,assistant,java,1,1,11,0,0
bdddf4564bf93b7b5d4224f46d2bcf0e,1,assistant,java,0,1,2,0,0
bdddf4564bf93b7b5d4224f46d2bcf0e,2,assistant,java,0,1,2,0,0
ce8d95298453eaba9d5dfb3217118d8f,1,assistant,java,0,1,3,0,0
ce8d95298453eaba9d5dfb3217118d8f,2,assistant,java,0,1,7,1,0
a16e8c1c051f4b6704a64c295bbf6dd2,1,assistant,java,0,0,4,0,0
815cdfe733a8fa672d223b7469ed708d,1,assistant,java,0,1,4,0,0
815cdfe733a8fa672d223b7469ed708d,2,assistant,java,0,0,3,0,0
f0ff4d31e595812bd235b63423ab8e1a,1,assistant,java,0,0,2,0,0
61a2f0b1c8e199d2442d8da26b2a8b5e,1,assistant,java,0,0,6,1,0
61a2f0b1c8e199d2442d8da26b2a8b5e,2,assistant,java,0,1,4,1,0
f4a8e054da22808a43838c438788e58b,1,assistant,java,0,0,4,0,0
cf529b6bcffdd01c2bb3c109fc4a7650,1,assistant,java,1,0,6,1,0
753ad7ba02ff3935785396eb19d8b14c,1,assistant,java,0,0,4,1,0
753ad7ba02ff3935785396eb19d8b14c,2,assistant,java,0,0,4,1,0
753ad7ba02ff3935785396eb19d8b14c,3,assistant,java,0,0,5,1,0
84c8dbf33ace65b81b2a95aea9e04ff4,1,assistant,java,0,1,6,0,0
84c8dbf33ace65b81b2a95aea9e04ff4,2,assistant,java,0,0,8,0,0
84c8dbf33ace65b81b2a95aea9e04ff4,3,assistant,java,0,0,8,0,0
2a4802a4ca2db4f052f14b4e23024884,1,assistant,java,0,0,5,0,0
2a4802a4ca2db4f052f14b4e23024884,2,assistant,java,0,0,5,0,0
8d561ef8bbeed2e372be58930eb9be55,1,assistant,java,0,0,4,1,0
11eb947c50ec7970663dc22aee22e9fa,1,assistant,java,0,0,4,1,0
e820fcb321f945b799238372aba43e7a,1,assistant,java,0,0,7,1,0
e820fcb321f945b799238372aba43e7a,2,assistant,java,1,0,8,0,0
7dc564f8b0d420c563f933f6224706ce,1,assistant,java,0,0,3,0,0
4a2f9d143480ee30301983ac1fa5f21f,1,assistant,java,0,1,7,0,0
4a2f9d143480ee30301983ac1fa5f21f,2,assistant,java,0,0,7,0,0
187a303178ee56917c211123bc90d2a9,1,assistant,java,0,0,3,0,0
187a303178ee56917c211123bc90d2a9,2,assistant,java,0,0,7,1,0
187a303178ee56917c211123bc90d2a9,3,assistant,java,0,0,5,1,0
187a303178ee56917c211123bc90d2a9,4,assistant,java,2,0,9,2,0
33b75e99879b4bd35e14447346b6ebf5,1,assistant,java,0,0,11,0,0
33b75e99879b4bd35e14447346b6ebf5,2,assistant,java,0,0,11,0,0
5574f17cf7c0c69270dbe21d4a3c9e04,1,assistant,java,0,0,3,1,0
5574f17cf7c0c69270dbe21d4a3c9e04,2,assistant,java,0,0,8,1,0
a367e21ce51605eb045e24a65c082925,1,assistant,java,0,0,4,0,0
a367e21ce51605eb045e24a65c082925,2,assistant,java,0,0,6,0,0
a367e21ce51605eb045e24a65c082925,3,assistant,java,0,0,9,0,0
a367e21ce51605eb045e24a65c082925,4,assistant,java,0,0,7,0,0
29131967d84b87ee6a432424085a9351,1,assistant,java,0,1,3,0,0
29131967d84b87ee6a432424085a9351,2,assistant,java,0,1,3,0,0
dbc868771a04be1c8c8d9801cc1b55ff,2,assistant,java,0,1,2,0,0
159050e86c912d0fdb58031b5bfb28c8,1,assistant,java,0,0,7,0,0
159050e86c912d0fdb58031b5bfb28c8,2,assistant,java,0,0,7,0,0
2ca4e60e6e0ec2ebb528b17591fda065,1,assistant,java,1,0,5,0,0
d29d773758e5d36b03e5dbcf99de62b1,1,assistant,java,0,1,6,0,0
d29d773758e5d36b03e5dbcf99de62b1,2,assistant,java,0,0,4,0,0
d29d773758e5d36b03e5dbcf99de62b1,3,assistant,java,0,0,4,0,0
d29d773758e5d36b03e5dbcf99de62b1,4,assistant,java,0,0,5,0,0
ee3e9d6c9e0c38fb15c1c5b8edc9e878,1,assistant,java,0,0,3,0,0
ee3e9d6c9e0c38fb15c1c5b8edc9e878,2,assistant,java,0,0,4,0,0
ee3e9d6c9e0c38fb15c1c5b8edc9e878,3,assistant,java,0,0,6,0,0
ee3e9d6c9e0c38fb15c1c5b8edc9e878,4,assistant,java,0,0,2,0,0
ee3e9d6c9e0c38fb15c1c5b8edc9e878,5,assistant,java,0,0,3,0,0
ee3e9d6c9e0c38fb15c1c5b8edc9e878,6,assistant,java,0,0,5,1,0
fe5291de9c586f5b113f8d55c3680cbd,1,assistant,java,0,1,3,0,0
7c89779533ed376c065b56e581765b6c,1,assistant,java,0,0,2,0,0
7c89779533ed376c065b56e581765b6c,2,assistant,java,0,0,2,0,0
e9ccb7d71ad608f0160afd1a841e6999,1,assistant,java,0,0,3,0,0
e9ccb7d71ad608f0160afd1a841e6999,2,assistant,java,0,0,5,0,0
e9ccb7d71ad608f0160afd1a841e6999,3,assistant,java,0,0,6,0,0
a292a21d152390ce795824ce7b56e6b0,1,assistant,java,0,0,5,0,0
a292a21d152390ce795824ce7b56e6b0,3,assistant,java,2,0,6,0,0
42e5fd46218fdd311d42ab1cc27cb2ee,1,assistant,java,0,0,5,0,0
42e5fd46218fdd311d42ab1cc27cb2ee,2,assistant,java,0,0,5,0,0
42e5fd46218fdd311d42ab1cc27cb2ee,3,assistant,java,0,1,4,0,0
42e5fd46218fdd311d42ab1cc27cb2ee,4,assistant,java,0,1,3,0,0
aaa87c8842f9add76083456f05cf8fb1,1,assistant,java,0,0,3,0,0
aaa87c8842f9add76083456f05cf8fb1,2,assistant,java,0,0,3,0,0
aaa87c8842f9add76083456f05cf8fb1,5,assistant,java,0,0,5,0,0
aaa87c8842f9add76083456f05cf8fb1,6,assistant,java,0,0,4,0,0
564a0e888f1ac416e695e96f67d205f7,1,assistant,java,0,0,4,1,0
06762c1302756914cd5248fd7093ffaa,2,assistant,java,0,0,3,0,0
06762c1302756914cd5248fd7093ffaa,3,assistant,java,0,0,3,0,0
c90c4eefdebd5fd149d0462611fa9161,1,assistant,java,0,0,4,0,0
c90c4eefdebd5fd149d0462611fa9161,2,assistant,java,0,0,4,0,0
c90c4eefdebd5fd149d0462611fa9161,3,assistant,java,0,0,4,0,0
1946f8753e9eaed67feba2259cf19a42,1,assistant,java,0,1,5,0,0
1946f8753e9eaed67feba2259cf19a42,2,assistant,java,0,0,8,0,0
1946f8753e9eaed67feba2259cf19a42,3,assistant,java,0,0,5,0,0
1946f8753e9eaed67feba2259cf19a42,4,assistant,java,0,0,4,0,0
1946f8753e9eaed67feba2259cf19a42,5,assistant,java,0,0,4,0,0
c6bf4fa6d710e7c485f3ae0b315173eb,1,assistant,java,0,1,4,0,0
c6bf4fa6d710e7c485f3ae0b315173eb,2,assistant,java,0,0,5,0,0
c6bf4fa6d710e7c485f3ae0b315173eb,3,assistant,java,0,0,4,0,0
c6bf4fa6d710e7c485f3ae0b315173eb,4,assistant,java,0,0,2,0,0
c6bf4fa6d710e7c485f3ae0b315173eb,5,assistant,java,0,0,4,0,0
c6bf4fa6d710e7c485f3ae0b315173eb,6,assistant,java,0,0,4,0,0
b1428863b803608f3170b53b95d287e9,1,assistant,java,0,0,2,1,0
b1428863b803608f3170b53b95d287e9,2,assistant,java,0,0,5,0,0
b1428863b803608f3170b53b95d287e9,3,assistant,java,0,1,7,0,0
b1428863b803608f3170b53b95d287e9,4,assistant,java,0,0,5,0,0
b1428863b803608f3170b53b95d287e9,5,assistant,java,0,0,4,1,0
d974dd4c180cbeaf5d7712ccc804a601,2,assistant,java,0,1,7,0,0
e1319e4ccff60f18c2aa2e19111f5fa8,1,assistant,java,0,1,8,1,0
e1319e4ccff60f18c2aa2e19111f5fa8,2,assistant,java,0,1,9,1,0
e1319e4ccff60f18c2aa2e19111f5fa8,3,assistant,java,0,0,2,0,0
