conversation_id,turn_number,snippet_number,role,language,convention_count,refactor_count,warning_count,error_count,fatal_count,score
856e71b601305788c263e5cf46e05f59,1,1,assistant,python,1,2,0,0,0,7.5
856e71b601305788c263e5cf46e05f59,2,1,assistant,python,1,2,0,0,0,8.75
a8de0917cb9f1f166de76a43198fda6e,1,1,assistant,python,2,2,0,0,0,8.75
a8de0917cb9f1f166de76a43198fda6e,2,1,assistant,python,1,2,0,0,0,8.89
a8de0917cb9f1f166de76a43198fda6e,3,1,assistant,python,1,2,0,2,0,0.0
a8de0917cb9f1f166de76a43198fda6e,4,1,assistant,python,1,2,0,1,0,0.0
8573f29dee1a4c41f251ed04bcd265e8,1,1,assistant,python,1,2,0,1,0,0.0
242503e001061aa593db85091000a5c3,1,1,assistant,python,1,2,1,0,0,0.0
242503e001061aa593db85091000a5c3,2,1,assistant,python,4,2,0,0,0,4.29
bee4822f01669c1e3e36041ba9be13ef,1,1,assistant,python,3,2,1,2,0,0.67
bee4822f01669c1e3e36041ba9be13ef,2,1,assistant,python,1,2,1,1,0,0.0
5633a7b80f4a57137dbfcbbb834805aa,1,1,assistant,python,7,3,3,2,0,3.64
5633a7b80f4a57137dbfcbbb834805aa,2,1,assistant,python,7,3,2,2,0,3.75
df370e7f3bbd0b0b4437d299af73cc96,1,1,assistant,python,8,4,5,8,0,0.52
df370e7f3bbd0b0b4437d299af73cc96,2,1,assistant,python,2,2,2,2,0,0.0
df370e7f3bbd0b0b4437d299af73cc96,3,1,assistant,python,5,2,1,2,0,0.59
df370e7f3bbd0b0b4437d299af73cc96,4,1,assistant,python,2,2,2,3,0,0.0
df370e7f3bbd0b0b4437d299af73cc96,5,1,assistant,python,3,2,2,2,0,0.0
2d7d05efb3e277a2554c968cf60b49f1,1,1,assistant,python,2,3,2,2,0,3.18
2d7d05efb3e277a2554c968cf60b49f1,2,1,assistant,python,3,3,2,2,0,2.73
cbcc334152fef57448685c370d34ec84,1,1,assistant,python,1,2,0,1,0,0.0
827f2b2155955a97388530ae491ba9ec,1,1,assistant,python,1,2,2,2,0,0.0
827f2b2155955a97388530ae491ba9ec,2,1,assistant,python,14,2,5,2,0,2.16
73643076555bbc0dae67b096bd158612,1,1,assistant,python,3,2,2,3,0,0.0
73643076555bbc0dae67b096bd158612,2,1,assistant,python,1,2,0,15,0,0.0
73643076555bbc0dae67b096bd158612,3,1,assistant,python,1,2,0,6,0,0.0
73643076555bbc0dae67b096bd158612,4,1,assistant,python,1,2,0,8,0,0.0
73643076555bbc0dae67b096bd158612,5,1,assistant,python,1,2,0,10,0,0.0
73643076555bbc0dae67b096bd158612,6,1,assistant,python,1,2,0,24,0,0.0
704fdb0f726e6d1dea9748f477785fb0,1,1,assistant,python,27,3,15,1,0,0.0
3db5804809252accdf1f5d6c9b08517f,1,1,assistant,python,5,2,0,0,0,7.73
3db5804809252accdf1f5d6c9b08517f,2,1,assistant,python,5,2,0,0,0,7.83
4923192acb2593081f1eb858be1b2b64,1,1,assistant,python,5,2,9,3,0,0.0
4923192acb2593081f1eb858be1b2b64,2,1,assistant,python,5,3,13,3,0,0.0
4923192acb2593081f1eb858be1b2b64,3,1,assistant,python,4,3,2,3,0,0.0
4923192acb2593081f1eb858be1b2b64,4,1,assistant,python,2,2,0,2,0,0.0
4923192acb2593081f1eb858be1b2b64,5,1,assistant,python,2,2,2,4,0,0.0
4923192acb2593081f1eb858be1b2b64,6,1,assistant,python,5,3,0,4,0,0.0
d103f09a64a4aeeca76805d38022b969,1,1,assistant,python,10,2,0,1,0,3.48
0fd6c29f554ffff422575c8d376c72db,1,1,assistant,python,5,3,0,2,0,3.33
0fd6c29f554ffff422575c8d376c72db,2,1,assistant,python,0,0,0,1,0,0.0
0fd6c29f554ffff422575c8d376c72db,3,1,assistant,python,5,3,0,3,0,3.44
855726f6319a86aa7ca9c0a6f6e31092,1,1,assistant,python,2,2,0,0,0,8.33
855726f6319a86aa7ca9c0a6f6e31092,2,1,assistant,python,2,2,0,0,0,8.18
855726f6319a86aa7ca9c0a6f6e31092,3,1,assistant,python,2,2,0,0,0,8.33
83c2f8f71f8a0d572491248e7abdac96,1,1,assistant,python,4,2,0,2,0,0.0
83c2f8f71f8a0d572491248e7abdac96,2,1,assistant,python,5,2,0,2,0,0.62
83c2f8f71f8a0d572491248e7abdac96,3,1,assistant,python,4,3,2,1,0,1.43
83c2f8f71f8a0d572491248e7abdac96,4,1,assistant,python,4,2,0,1,0,0.0
e8337a9a16daebc317efeeddb5c75d9d,1,1,assistant,python,18,2,1,7,0,0.0
2ab085619c4e4dbeee3c5403f1ad1dc5,1,1,assistant,python,2,2,0,0,0,9.38
2ab085619c4e4dbeee3c5403f1ad1dc5,2,1,assistant,python,2,2,0,0,0,9.46
fda09cadfb20e7390794ccff033f128b,1,1,assistant,python,1,2,0,6,0,0.0
fda09cadfb20e7390794ccff033f128b,2,1,assistant,python,2,2,0,7,0,0.0
fda09cadfb20e7390794ccff033f128b,3,1,assistant,python,1,2,0,4,0,0.0
fda09cadfb20e7390794ccff033f128b,4,1,assistant,python,1,2,0,2,0,0.0
fda09cadfb20e7390794ccff033f128b,5,1,assistant,python,1,2,0,5,0,0.0
3d48611b1d9f3fdf911723ed37cab192,1,1,assistant,python,3,2,1,1,0,6.67
710ea2b7a6f42f3db4e91a0f01e71b0f,1,1,assistant,python,2,2,0,1,0,3.64
710ea2b7a6f42f3db4e91a0f01e71b0f,2,1,assistant,python,1,2,0,1,0,0.0
710ea2b7a6f42f3db4e91a0f01e71b0f,3,1,assistant,python,1,2,0,2,0,0.0
710ea2b7a6f42f3db4e91a0f01e71b0f,4,1,assistant,python,1,2,0,2,0,0.0
710ea2b7a6f42f3db4e91a0f01e71b0f,5,1,assistant,python,1,2,0,1,0,0.0
710ea2b7a6f42f3db4e91a0f01e71b0f,6,1,assistant,python,1,2,0,1,0,0.0
aa0c1c8417c734ac36128c538205ea8a,1,1,assistant,python,28,3,6,13,0,3.15
aa0c1c8417c734ac36128c538205ea8a,2,1,assistant,python,3,2,1,6,0,0.0
aa0c1c8417c734ac36128c538205ea8a,3,1,assistant,python,5,3,0,2,0,0.0
aa0c1c8417c734ac36128c538205ea8a,4,1,assistant,python,28,3,6,10,0,3.75
e6462ac611dbe2a6326358592fd7fdd2,1,1,assistant,python,6,2,7,3,0,2.82
e6462ac611dbe2a6326358592fd7fdd2,2,1,assistant,python,4,2,2,2,0,5.42
6642211432bc6d958a29e571cba9d569,1,1,assistant,python,13,5,0,0,0,5.43
6642211432bc6d958a29e571cba9d569,2,1,assistant,python,13,5,0,0,0,5.56
6642211432bc6d958a29e571cba9d569,3,1,assistant,python,14,5,2,0,0,6.78
10f343d3df0e2ac70ed6e03176dff7fb,1,1,assistant,python,2,2,0,0,0,6.0
10f343d3df0e2ac70ed6e03176dff7fb,2,1,assistant,python,2,2,0,0,0,7.14
10f343d3df0e2ac70ed6e03176dff7fb,3,1,assistant,python,1,2,0,1,0,3.33
10f343d3df0e2ac70ed6e03176dff7fb,4,1,assistant,python,1,2,0,1,0,4.55
10f343d3df0e2ac70ed6e03176dff7fb,5,1,assistant,python,1,2,0,1,0,5.0
10f343d3df0e2ac70ed6e03176dff7fb,6,1,assistant,python,1,2,0,1,0,0.0
8cfba19c31e7fa7a1a3bdf60c916a7e8,1,1,assistant,python,7,2,2,2,0,1.25
8cfba19c31e7fa7a1a3bdf60c916a7e8,2,1,assistant,python,12,2,6,3,0,1.52
8cfba19c31e7fa7a1a3bdf60c916a7e8,3,1,assistant,python,14,2,7,3,0,1.84
35fea5d35bf65e13391a215864f46096,1,1,assistant,python,2,2,0,0,0,0.0
35fea5d35bf65e13391a215864f46096,2,1,assistant,python,2,3,0,0,0,6.25
334b909cd5a8a6383216232f45011171,1,1,assistant,python,1,2,0,0,0,8.33
334b909cd5a8a6383216232f45011171,2,1,assistant,python,2,2,0,0,0,7.5
334b909cd5a8a6383216232f45011171,3,1,assistant,python,2,2,0,0,0,7.78
cdb0de225273bb6121f02da17737e3a0,1,1,assistant,python,4,2,1,0,0,6.67
cdb0de225273bb6121f02da17737e3a0,2,1,assistant,python,2,2,0,1,0,2.22
be10edafe0cd8c27325a45ee86c8646f,1,1,assistant,python,4,2,0,0,0,4.29
be10edafe0cd8c27325a45ee86c8646f,2,1,assistant,python,2,2,1,5,0,0.0
be10edafe0cd8c27325a45ee86c8646f,3,1,assistant,python,1,2,0,3,0,0.0
237f36af4bb9de17cc59687c2da06c1f,1,1,assistant,python,3,2,1,2,0,2.63
237f36af4bb9de17cc59687c2da06c1f,2,1,assistant,python,3,2,0,2,0,3.81
237f36af4bb9de17cc59687c2da06c1f,3,1,assistant,python,3,2,0,2,0,3.81
237f36af4bb9de17cc59687c2da06c1f,4,1,assistant,python,3,2,0,2,0,3.81
237f36af4bb9de17cc59687c2da06c1f,5,1,assistant,python,3,2,0,2,0,3.5
b2bb38fbdfb60a16c55f970c673305e2,1,1,assistant,python,1,2,0,2,0,5.22
b2bb38fbdfb60a16c55f970c673305e2,2,1,assistant,python,1,2,0,2,0,6.21
b2bb38fbdfb60a16c55f970c673305e2,3,1,assistant,python,1,2,0,2,0,5.22
b2bb38fbdfb60a16c55f970c673305e2,4,1,assistant,python,3,2,0,3,0,2.17
b2bb38fbdfb60a16c55f970c673305e2,5,1,assistant,python,3,2,0,3,0,3.79
8690acf4233cf39cb02caf31beb850d7,1,1,assistant,python,2,2,0,1,0,0.0
8690acf4233cf39cb02caf31beb850d7,2,1,assistant,python,2,2,0,1,0,5.88
8690acf4233cf39cb02caf31beb850d7,3,1,assistant,python,2,2,0,1,0,5.88
42d1344e2b18e1f0c831c47d0b66548f,1,1,assistant,python,1,2,0,0,0,9.17
42d1344e2b18e1f0c831c47d0b66548f,2,1,assistant,python,1,2,0,0,0,9.44
42d1344e2b18e1f0c831c47d0b66548f,3,1,assistant,python,1,2,0,0,0,9.47
42d1344e2b18e1f0c831c47d0b66548f,4,1,assistant,python,1,2,0,0,0,9.57
42d1344e2b18e1f0c831c47d0b66548f,5,1,assistant,python,1,2,0,0,0,9.57
42d1344e2b18e1f0c831c47d0b66548f,6,1,assistant,python,1,2,0,0,0,9.6
8833984b360081bcd25da27839ef5189,1,1,assistant,python,3,2,5,0,0,5.56
8833984b360081bcd25da27839ef5189,2,1,assistant,python,3,2,4,0,0,7.31
9ed40c2e5237c017b27c43c90474be37,1,1,assistant,python,2,2,0,1,0,0.0
9ed40c2e5237c017b27c43c90474be37,2,1,assistant,python,0,0,0,1,0,0.0
9ed40c2e5237c017b27c43c90474be37,3,1,assistant,python,0,0,0,1,0,0.0
9ed40c2e5237c017b27c43c90474be37,4,1,assistant,python,1,2,0,1,0,0.0
9ed40c2e5237c017b27c43c90474be37,5,1,assistant,python,1,2,1,2,0,0.0
9ed40c2e5237c017b27c43c90474be37,6,1,assistant,python,1,2,0,1,0,0.0
153b9c3a921042250ecf06cbda7ef135,1,1,assistant,python,4,2,0,2,0,2.22
153b9c3a921042250ecf06cbda7ef135,2,1,assistant,python,3,2,0,2,0,2.78
153b9c3a921042250ecf06cbda7ef135,3,1,assistant,python,4,2,4,3,0,0.0
153b9c3a921042250ecf06cbda7ef135,4,1,assistant,python,1,2,0,2,0,3.89
d5f9d4909c9971f8065e1d89876dc482,1,1,assistant,python,3,2,0,2,0,0.0
d5f9d4909c9971f8065e1d89876dc482,2,1,assistant,python,2,2,0,2,0,0.0
d5f9d4909c9971f8065e1d89876dc482,3,1,assistant,python,2,2,0,1,0,0.0
d5f9d4909c9971f8065e1d89876dc482,4,1,assistant,python,2,2,0,8,0,0.0
79cf3d798fdd5a84c3dafe3ac103a28b,1,1,assistant,python,2,2,0,0,0,8.82
79cf3d798fdd5a84c3dafe3ac103a28b,2,1,assistant,python,2,3,0,0,0,8.57
e4cd1f37f3338a5afe8bfaae96c52f72,1,1,assistant,python,1,2,1,1,0,0.0
e4cd1f37f3338a5afe8bfaae96c52f72,2,1,assistant,python,2,2,0,2,0,0.0
e4cd1f37f3338a5afe8bfaae96c52f72,3,1,assistant,python,1,2,0,1,0,0.0
e4cd1f37f3338a5afe8bfaae96c52f72,4,1,assistant,python,2,2,0,3,0,0.0
86da23d8f3276584ca70c020f49572cb,1,1,assistant,python,3,2,0,1,0,5.56
edcfb5f941e9d4a67da690550204ce06,1,1,assistant,python,6,2,3,3,0,0.0
edcfb5f941e9d4a67da690550204ce06,2,1,assistant,python,9,2,2,15,0,0.0
edcfb5f941e9d4a67da690550204ce06,3,1,assistant,python,10,2,0,19,0,0.0
edcfb5f941e9d4a67da690550204ce06,4,1,assistant,python,5,2,4,5,0,0.0
edcfb5f941e9d4a67da690550204ce06,5,1,assistant,python,11,3,3,6,0,0.0
664f745abc5cd08a721ce0dfcb0cc4a1,1,1,assistant,python,6,3,2,1,0,0.67
664f745abc5cd08a721ce0dfcb0cc4a1,2,1,assistant,python,14,2,1,1,0,1.3
664f745abc5cd08a721ce0dfcb0cc4a1,3,1,assistant,python,15,2,1,1,0,1.25
7e098a96733e17ce430d0470ddd21aeb,1,1,assistant,python,1,2,1,2,0,0.0
