conversation_id,turn_number,snippet_number,role,language,score
b098816f839e3e9847e2a85bf47fff8d,1,1,assistant,javascript,90
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,10
b098816f839e3e9847e2a85bf47fff8d,3,1,assistant,javascript,100
b098816f839e3e9847e2a85bf47fff8d,4,1,assistant,javascript,90
a392f70322e5f113bbfcfec882250204,1,1,assistant,javascript,100
d680f186c784793c670f6a1d54c940d7,1,1,assistant,javascript,90
d680f186c784793c670f6a1d54c940d7,2,1,assistant,javascript,90
2b022c5d8d86cfd39591b2e2e822460b,1,1,assistant,javascript,100
2b022c5d8d86cfd39591b2e2e822460b,2,1,assistant,javascript,100
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,0
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,0
117fe39ae612a272f60c776fa585d378,3,1,assistant,javascript,0
dae1de9472bf8b4fea3fc439593061b2,1,1,assistant,javascript,90
dae1de9472bf8b4fea3fc439593061b2,2,1,assistant,javascript,90
a45de65266a66302da7a832803401e99,1,1,assistant,javascript,90
a45de65266a66302da7a832803401e99,2,1,assistant,javascript,60
a45de65266a66302da7a832803401e99,3,1,assistant,javascript,70
883e84242661ad1dc95084e0ecf34a52,1,1,assistant,javascript,100
883e84242661ad1dc95084e0ecf34a52,2,1,assistant,javascript,100
2fd59a520e6c2c677e783f52b980cf07,1,1,assistant,javascript,100
14aa1fc08f87190fdd8e1b63668be946,1,1,assistant,javascript,80
14aa1fc08f87190fdd8e1b63668be946,2,1,assistant,javascript,90
14aa1fc08f87190fdd8e1b63668be946,3,1,assistant,javascript,90
14aa1fc08f87190fdd8e1b63668be946,4,1,assistant,javascript,90
14aa1fc08f87190fdd8e1b63668be946,5,1,assistant,javascript,90
0940f35534d648235e961ac47971582a,1,1,assistant,javascript,90
0940f35534d648235e961ac47971582a,2,1,assistant,javascript,90
0940f35534d648235e961ac47971582a,3,1,assistant,javascript,90
0a737a48bd5015deaf5d2a9203a6567a,1,1,assistant,javascript,50
0a737a48bd5015deaf5d2a9203a6567a,2,1,assistant,javascript,60
0a737a48bd5015deaf5d2a9203a6567a,3,1,assistant,javascript,80
2936e70f6adad8e7ffe884ff6ac6d8e0,1,1,assistant,javascript,60
2936e70f6adad8e7ffe884ff6ac6d8e0,2,1,assistant,javascript,0
2936e70f6adad8e7ffe884ff6ac6d8e0,3,1,assistant,javascript,80
2936e70f6adad8e7ffe884ff6ac6d8e0,4,1,assistant,javascript,60
2936e70f6adad8e7ffe884ff6ac6d8e0,5,1,assistant,javascript,50
2936e70f6adad8e7ffe884ff6ac6d8e0,6,1,assistant,javascript,80
3e2fc7dcb372ea8a9e984d956a3a9711,1,1,assistant,javascript,0
3e2fc7dcb372ea8a9e984d956a3a9711,2,1,assistant,javascript,70
3e2fc7dcb372ea8a9e984d956a3a9711,3,1,assistant,javascript,90
3e2fc7dcb372ea8a9e984d956a3a9711,4,1,assistant,javascript,90
3e2fc7dcb372ea8a9e984d956a3a9711,5,1,assistant,javascript,90
3e2fc7dcb372ea8a9e984d956a3a9711,6,1,assistant,javascript,90
b3838e3782021d520ad3fa35deca1118,1,1,assistant,javascript,90
216a6d94b173a8e06e68bfa910ffdfee,1,1,assistant,javascript,100
216a6d94b173a8e06e68bfa910ffdfee,2,1,assistant,javascript,100
216a6d94b173a8e06e68bfa910ffdfee,3,1,assistant,javascript,40
b2b37f554c8b7766fce1330c033812bd,1,1,assistant,javascript,90
b2b37f554c8b7766fce1330c033812bd,2,1,assistant,javascript,90
58b5e60a15192c5f51587ac045bfcd77,1,1,assistant,javascript,90
58b5e60a15192c5f51587ac045bfcd77,2,1,assistant,javascript,100
58b5e60a15192c5f51587ac045bfcd77,3,1,assistant,javascript,100
58b5e60a15192c5f51587ac045bfcd77,4,1,assistant,javascript,100
58b5e60a15192c5f51587ac045bfcd77,5,1,assistant,javascript,100
58b5e60a15192c5f51587ac045bfcd77,6,1,assistant,javascript,100
2a34adaa1210f911bd4661a14b7daad5,1,1,assistant,javascript,40
2a34adaa1210f911bd4661a14b7daad5,2,1,assistant,javascript,40
e1857e26fa6441e5adc149ac9ab9723c,1,1,assistant,javascript,100
e1857e26fa6441e5adc149ac9ab9723c,2,1,assistant,javascript,100
e1857e26fa6441e5adc149ac9ab9723c,3,1,assistant,javascript,100
2512b037f3fe52d43edc97c4ea13f0a1,1,1,assistant,javascript,60
2512b037f3fe52d43edc97c4ea13f0a1,2,1,assistant,javascript,40
d29ecdb2a1af1901a6ed016d3840eb5f,1,1,assistant,javascript,80
d29ecdb2a1af1901a6ed016d3840eb5f,2,1,assistant,javascript,50
ab58223a7a39af287c9dba4b50dd6487,1,1,assistant,javascript,100
ab58223a7a39af287c9dba4b50dd6487,2,1,assistant,javascript,100
d57ed3611e35d1e1479d07c411bc36ea,1,1,assistant,javascript,100
d57ed3611e35d1e1479d07c411bc36ea,2,1,assistant,javascript,90
b42839f25507efa7fc381ed2544e811d,1,1,assistant,javascript,100
ebe56238d9109eb68cf47d13c799a290,1,1,assistant,javascript,80
ebe56238d9109eb68cf47d13c799a290,2,1,assistant,javascript,80
ebe56238d9109eb68cf47d13c799a290,3,1,assistant,javascript,90
ebe56238d9109eb68cf47d13c799a290,4,1,assistant,javascript,60
ebe56238d9109eb68cf47d13c799a290,5,1,assistant,javascript,50
ebe56238d9109eb68cf47d13c799a290,6,1,assistant,javascript,60
42826a4c29e0e947381a76815ed0532a,1,1,assistant,javascript,90
42826a4c29e0e947381a76815ed0532a,2,1,assistant,javascript,60
00df4a56cbc3751ac4754b6ea54a2161,1,1,assistant,javascript,60
00df4a56cbc3751ac4754b6ea54a2161,2,1,assistant,javascript,50
d5f82fcf7f825e80843906e62cedfe2b,1,1,assistant,javascript,90
d5f82fcf7f825e80843906e62cedfe2b,2,1,assistant,javascript,90
9a461f81af9a9471175347902eec374b,1,1,assistant,javascript,80
9a461f81af9a9471175347902eec374b,2,1,assistant,javascript,100
9a461f81af9a9471175347902eec374b,3,1,assistant,javascript,90
9a461f81af9a9471175347902eec374b,4,1,assistant,javascript,80
9a461f81af9a9471175347902eec374b,5,1,assistant,javascript,90
b1e40cb4957814971c7bdb1fda6e0977,1,1,assistant,javascript,80
b1e40cb4957814971c7bdb1fda6e0977,2,1,assistant,javascript,100
b1e40cb4957814971c7bdb1fda6e0977,3,1,assistant,javascript,70
b1e40cb4957814971c7bdb1fda6e0977,4,1,assistant,javascript,60
468327f5fb797416f1caa39463996e86,1,1,assistant,javascript,100
468327f5fb797416f1caa39463996e86,2,1,assistant,javascript,100
468327f5fb797416f1caa39463996e86,3,1,assistant,javascript,80
468327f5fb797416f1caa39463996e86,4,1,assistant,javascript,100
468327f5fb797416f1caa39463996e86,5,1,assistant,javascript,100
468327f5fb797416f1caa39463996e86,6,1,assistant,javascript,70
9722707ea95b4b5f2c524d638491bc52,1,1,assistant,javascript,100
9722707ea95b4b5f2c524d638491bc52,2,1,assistant,javascript,80
9722707ea95b4b5f2c524d638491bc52,3,1,assistant,javascript,70
9722707ea95b4b5f2c524d638491bc52,4,1,assistant,javascript,60
9722707ea95b4b5f2c524d638491bc52,5,1,assistant,javascript,80
9722707ea95b4b5f2c524d638491bc52,6,1,assistant,javascript,60
77e0d65196ea1015bf730c7d130a2bc7,1,1,assistant,javascript,90
77e0d65196ea1015bf730c7d130a2bc7,2,1,assistant,javascript,20
95dc5932cd2aa77a87815ca6e3e3ec4c,1,1,assistant,javascript,90
95dc5932cd2aa77a87815ca6e3e3ec4c,2,1,assistant,javascript,80
95dc5932cd2aa77a87815ca6e3e3ec4c,3,1,assistant,javascript,100
95dc5932cd2aa77a87815ca6e3e3ec4c,4,1,assistant,javascript,100
9ba32cfba198293d0d5232251a61e816,1,1,assistant,javascript,90
9ba32cfba198293d0d5232251a61e816,2,1,assistant,javascript,90
9ba32cfba198293d0d5232251a61e816,3,1,assistant,javascript,90
9ba32cfba198293d0d5232251a61e816,4,1,assistant,javascript,90
9ba32cfba198293d0d5232251a61e816,5,1,assistant,javascript,90
226c4fae42dc2bd2d1c318a076830627,1,1,assistant,javascript,90
795e1ab251db232b54cd2d457b9aa630,1,1,assistant,javascript,80
795e1ab251db232b54cd2d457b9aa630,2,1,assistant,javascript,80
5ed72eb96e52bcae78a1311900cb59e3,1,1,assistant,javascript,90
5ed72eb96e52bcae78a1311900cb59e3,2,1,assistant,javascript,50
81faee83e2182f18e218f1f1e4d99d64,1,1,assistant,javascript,0
81faee83e2182f18e218f1f1e4d99d64,2,1,assistant,javascript,0
22102f3d9a0fbd23ef8df6d541367018,1,1,assistant,javascript,100
22102f3d9a0fbd23ef8df6d541367018,2,1,assistant,javascript,100
22102f3d9a0fbd23ef8df6d541367018,3,1,assistant,javascript,90
22102f3d9a0fbd23ef8df6d541367018,4,1,assistant,javascript,80
b447a6a2e40b57b307a63760685c1ace,1,1,assistant,javascript,90
b447a6a2e40b57b307a63760685c1ace,2,1,assistant,javascript,90
b447a6a2e40b57b307a63760685c1ace,3,1,assistant,javascript,80
b447a6a2e40b57b307a63760685c1ace,4,1,assistant,javascript,90
b447a6a2e40b57b307a63760685c1ace,5,1,assistant,javascript,100
b447a6a2e40b57b307a63760685c1ace,6,1,assistant,javascript,100
971a878f9445185559503bf5f6748fea,1,1,assistant,javascript,0
971a878f9445185559503bf5f6748fea,2,1,assistant,javascript,30
6307332eeff5756b9e4529f97dc813ba,1,1,assistant,javascript,90
1ff149be7bac0ca9fbd728f2e5d55252,1,1,assistant,javascript,80
1ff149be7bac0ca9fbd728f2e5d55252,2,1,assistant,javascript,80
77f5b25034c3caa79b0e50c4882f561a,1,1,assistant,javascript,90
77f5b25034c3caa79b0e50c4882f561a,2,1,assistant,javascript,80
77f5b25034c3caa79b0e50c4882f561a,3,1,assistant,javascript,80
77f5b25034c3caa79b0e50c4882f561a,4,1,assistant,javascript,90
d6d8e61ed1b96b2f57c4bc713efadaa5,1,1,assistant,javascript,100
d6d8e61ed1b96b2f57c4bc713efadaa5,2,1,assistant,javascript,90
d6d8e61ed1b96b2f57c4bc713efadaa5,3,1,assistant,javascript,90
d6d8e61ed1b96b2f57c4bc713efadaa5,4,1,assistant,javascript,90
dc3815aaa68cf805f9012bf1ef47ef29,1,1,assistant,javascript,90
dc3815aaa68cf805f9012bf1ef47ef29,2,1,assistant,javascript,90
58f7b191221be67486a13aa3b8250feb,1,1,assistant,javascript,90
81f8b5a332b8385ea9aa419e20b790a2,1,1,assistant,javascript,40
81f8b5a332b8385ea9aa419e20b790a2,2,1,assistant,javascript,50
81f8b5a332b8385ea9aa419e20b790a2,3,1,assistant,javascript,50
81f8b5a332b8385ea9aa419e20b790a2,4,1,assistant,javascript,50
81f8b5a332b8385ea9aa419e20b790a2,5,1,assistant,javascript,100
81f8b5a332b8385ea9aa419e20b790a2,6,1,assistant,javascript,80
3c903ed3d2a9ba245ddad23ce400a747,1,1,assistant,javascript,100
3c903ed3d2a9ba245ddad23ce400a747,2,1,assistant,javascript,80
3c903ed3d2a9ba245ddad23ce400a747,3,1,assistant,javascript,100
3c903ed3d2a9ba245ddad23ce400a747,4,1,assistant,javascript,100
3c903ed3d2a9ba245ddad23ce400a747,5,1,assistant,javascript,100
85b1cfc197b40bb419b57570fca31a1d,1,1,assistant,javascript,90
7ece77719b7c5514b5a54fbdabe4cd99,1,1,assistant,javascript,80
7ece77719b7c5514b5a54fbdabe4cd99,2,1,assistant,javascript,80
85f739e78fe5f39423be8d90bc74bcf0,1,1,assistant,javascript,90
2ef99be73e33c72b72a3ed1226627a8d,1,1,assistant,javascript,80
2ef99be73e33c72b72a3ed1226627a8d,2,1,assistant,javascript,80
78c74e8751d438667a0d1b8ef3a3c765,1,1,assistant,javascript,50
78c74e8751d438667a0d1b8ef3a3c765,2,1,assistant,javascript,40
78c74e8751d438667a0d1b8ef3a3c765,3,1,assistant,javascript,0
fe014ccee6c994f97c6ce06fdd7b59b6,1,1,assistant,javascript,90
fe014ccee6c994f97c6ce06fdd7b59b6,2,1,assistant,javascript,90
83d8d549d77999e8179f28129625d1b1,1,1,assistant,javascript,10
83d8d549d77999e8179f28129625d1b1,2,1,assistant,javascript,0
83d8d549d77999e8179f28129625d1b1,3,1,assistant,javascript,0
83d8d549d77999e8179f28129625d1b1,4,1,assistant,javascript,0
9656be6a8bb9f081402206733361a4f5,1,1,assistant,javascript,0
9656be6a8bb9f081402206733361a4f5,2,1,assistant,javascript,0
9656be6a8bb9f081402206733361a4f5,3,1,assistant,javascript,0
9656be6a8bb9f081402206733361a4f5,4,1,assistant,javascript,0
9656be6a8bb9f081402206733361a4f5,5,1,assistant,javascript,0
d725d3465e214b4b8421738a4adb084e,1,1,assistant,javascript,0
d725d3465e214b4b8421738a4adb084e,2,1,assistant,javascript,0
d725d3465e214b4b8421738a4adb084e,3,1,assistant,javascript,0
d725d3465e214b4b8421738a4adb084e,4,1,assistant,javascript,0
ae8274341050b1abf3ecd8c93d87acf2,1,1,assistant,javascript,20
ae8274341050b1abf3ecd8c93d87acf2,2,1,assistant,javascript,0
ae8274341050b1abf3ecd8c93d87acf2,3,1,assistant,javascript,0
ae8274341050b1abf3ecd8c93d87acf2,4,1,assistant,javascript,0
ae8274341050b1abf3ecd8c93d87acf2,5,1,assistant,javascript,0
709e7814f38ace8ef680d00453f9eb6a,1,1,assistant,javascript,100
709e7814f38ace8ef680d00453f9eb6a,2,1,assistant,javascript,100
4ecde01a8396613699f480396cb03d75,1,1,assistant,javascript,0
4ecde01a8396613699f480396cb03d75,2,1,assistant,javascript,0
9d14018634cea9eb30184920494f168d,1,1,assistant,javascript,90
9d14018634cea9eb30184920494f168d,2,1,assistant,javascript,90
cd40fecea0f83a2509440c7a689d3ecf,1,1,assistant,javascript,100
cd40fecea0f83a2509440c7a689d3ecf,2,1,assistant,javascript,100
9a55f7947e478e27a8ec2c8188ac9b1d,1,1,assistant,javascript,100
9a55f7947e478e27a8ec2c8188ac9b1d,2,1,assistant,javascript,100
6940f30625ffdc88f2d448a6ef0d07b7,1,1,assistant,javascript,100
6940f30625ffdc88f2d448a6ef0d07b7,2,1,assistant,javascript,100
c7d3cc0c99847af400b9af10f8b38aa8,1,1,assistant,javascript,60
c7d3cc0c99847af400b9af10f8b38aa8,2,1,assistant,javascript,90
5e1ed2b4344060d23c29d41b5c1b599f,1,1,assistant,javascript,90
46edec57fd62c521bf2d7e17ae0b1cca,1,1,assistant,javascript,80
46edec57fd62c521bf2d7e17ae0b1cca,2,1,assistant,javascript,20
46edec57fd62c521bf2d7e17ae0b1cca,3,1,assistant,javascript,10
46edec57fd62c521bf2d7e17ae0b1cca,4,1,assistant,javascript,50
068bce7fd88c37fe7d0506716b2ec41c,1,1,assistant,javascript,90
068bce7fd88c37fe7d0506716b2ec41c,2,1,assistant,javascript,60
068bce7fd88c37fe7d0506716b2ec41c,3,1,assistant,javascript,100
068bce7fd88c37fe7d0506716b2ec41c,4,1,assistant,javascript,0
068bce7fd88c37fe7d0506716b2ec41c,5,1,assistant,javascript,40
e48d15c3ccb6a593a3c2af08a3bdbfc0,1,1,assistant,javascript,80
e48d15c3ccb6a593a3c2af08a3bdbfc0,2,1,assistant,javascript,90
e48d15c3ccb6a593a3c2af08a3bdbfc0,3,1,assistant,javascript,40
e48d15c3ccb6a593a3c2af08a3bdbfc0,4,1,assistant,javascript,90
e48d15c3ccb6a593a3c2af08a3bdbfc0,5,1,assistant,javascript,70
077781e353a03d0077fc6c1aab55cda2,1,1,assistant,javascript,80
077781e353a03d0077fc6c1aab55cda2,2,1,assistant,javascript,60
7d6efbe6283237b5732eef318ffd2aa2,1,1,assistant,javascript,100
7d6efbe6283237b5732eef318ffd2aa2,2,1,assistant,javascript,100
7d6efbe6283237b5732eef318ffd2aa2,3,1,assistant,javascript,100
7d6efbe6283237b5732eef318ffd2aa2,4,1,assistant,javascript,100
039552b8da007be97b853d5d2cd2d43d,1,1,assistant,javascript,0
8275703e40933b9fab1bf28800ca1512,1,1,assistant,javascript,90
8275703e40933b9fab1bf28800ca1512,2,1,assistant,javascript,90
8275703e40933b9fab1bf28800ca1512,3,1,assistant,javascript,90
51b4b0597d9020c0330fcf124083db24,1,1,assistant,javascript,60
6ccdfe480ad836dfc540687c07bf2fa1,1,1,assistant,javascript,90
6ccdfe480ad836dfc540687c07bf2fa1,2,1,assistant,javascript,0
6ccdfe480ad836dfc540687c07bf2fa1,3,1,assistant,javascript,0
6ccdfe480ad836dfc540687c07bf2fa1,4,1,assistant,javascript,90
6ccdfe480ad836dfc540687c07bf2fa1,5,1,assistant,javascript,80
6ccdfe480ad836dfc540687c07bf2fa1,6,1,assistant,javascript,80
5f8c177a5b1772d5d1baef64d7959755,1,1,assistant,javascript,30
5f8c177a5b1772d5d1baef64d7959755,2,1,assistant,javascript,40
5f8c177a5b1772d5d1baef64d7959755,3,1,assistant,javascript,70
5f8c177a5b1772d5d1baef64d7959755,4,1,assistant,javascript,100
5f8c177a5b1772d5d1baef64d7959755,5,1,assistant,javascript,100
5f8c177a5b1772d5d1baef64d7959755,6,1,assistant,javascript,50
408a54bfaa75ae02ca61d23fbf8c797e,1,1,assistant,javascript,80
408a54bfaa75ae02ca61d23fbf8c797e,2,1,assistant,javascript,100
408a54bfaa75ae02ca61d23fbf8c797e,3,1,assistant,javascript,90
408a54bfaa75ae02ca61d23fbf8c797e,4,1,assistant,javascript,100
408a54bfaa75ae02ca61d23fbf8c797e,5,1,assistant,javascript,100
408a54bfaa75ae02ca61d23fbf8c797e,6,1,assistant,javascript,100
a68b3760448f67e33afc55646a43e23a,1,1,assistant,javascript,90
a68b3760448f67e33afc55646a43e23a,2,1,assistant,javascript,100
a68b3760448f67e33afc55646a43e23a,3,1,assistant,javascript,100
a68b3760448f67e33afc55646a43e23a,4,1,assistant,javascript,50
a68b3760448f67e33afc55646a43e23a,5,1,assistant,javascript,100
2801a5ee9b4cc772fae5a6a5e9cf0857,1,1,assistant,javascript,40
f787503c32ada45aa0378e2bc05d3713,1,1,assistant,javascript,60
f787503c32ada45aa0378e2bc05d3713,2,1,assistant,javascript,90
f787503c32ada45aa0378e2bc05d3713,3,1,assistant,javascript,90
f787503c32ada45aa0378e2bc05d3713,4,1,assistant,javascript,90
f787503c32ada45aa0378e2bc05d3713,5,1,assistant,javascript,20
b15f2dbf4ac50e73626842001984f8cd,1,1,assistant,javascript,100
b15f2dbf4ac50e73626842001984f8cd,2,1,assistant,javascript,100
b15f2dbf4ac50e73626842001984f8cd,3,1,assistant,javascript,100
b15f2dbf4ac50e73626842001984f8cd,4,1,assistant,javascript,100
b15f2dbf4ac50e73626842001984f8cd,5,1,assistant,javascript,100
b15f2dbf4ac50e73626842001984f8cd,6,1,assistant,javascript,100
e8ae553c9bcd14b27908457de249c471,1,1,assistant,javascript,90
e8ae553c9bcd14b27908457de249c471,2,1,assistant,javascript,90
6bf92189d12ed95ec9d01885aaf2a560,1,1,assistant,javascript,70
6bf92189d12ed95ec9d01885aaf2a560,2,1,assistant,javascript,70
6bf92189d12ed95ec9d01885aaf2a560,3,1,assistant,javascript,80
6bf92189d12ed95ec9d01885aaf2a560,4,1,assistant,javascript,80
cb6ebdbcc524aa165a4cf7ac575f2e72,1,1,assistant,javascript,100
cb6ebdbcc524aa165a4cf7ac575f2e72,2,1,assistant,javascript,100
cb6ebdbcc524aa165a4cf7ac575f2e72,3,1,assistant,javascript,100
faf9272567579b1eba6f94d21f66f9cc,1,1,assistant,javascript,100
faf9272567579b1eba6f94d21f66f9cc,2,1,assistant,javascript,100
faf9272567579b1eba6f94d21f66f9cc,3,1,assistant,javascript,100
faf9272567579b1eba6f94d21f66f9cc,4,1,assistant,javascript,100
faf9272567579b1eba6f94d21f66f9cc,5,1,assistant,javascript,100
faf9272567579b1eba6f94d21f66f9cc,6,1,assistant,javascript,100
29e6ebc38b92485f8f5bba19f337afd9,1,1,assistant,javascript,0
29e6ebc38b92485f8f5bba19f337afd9,2,1,assistant,javascript,90
29e6ebc38b92485f8f5bba19f337afd9,3,1,assistant,javascript,90
29e6ebc38b92485f8f5bba19f337afd9,4,1,assistant,javascript,90
c6f96d533b464b27e7876cd744f29f67,1,1,assistant,javascript,80
c6f96d533b464b27e7876cd744f29f67,2,1,assistant,javascript,80
d29883604b28823b04aaabe2fc4a7d9f,1,1,assistant,javascript,60
d29883604b28823b04aaabe2fc4a7d9f,2,1,assistant,javascript,60
0f5e0cf4e2ce23fa591785d757749c62,1,1,assistant,javascript,70
0f5e0cf4e2ce23fa591785d757749c62,2,1,assistant,javascript,80
0f5e0cf4e2ce23fa591785d757749c62,3,1,assistant,javascript,60
78d943b160afdd6bf3220b598b5c62a3,1,1,assistant,javascript,60
78d943b160afdd6bf3220b598b5c62a3,2,1,assistant,javascript,70
78d943b160afdd6bf3220b598b5c62a3,3,1,assistant,javascript,60
31d6bcc520439b999a6274062727dc9e,1,1,assistant,javascript,100
31d6bcc520439b999a6274062727dc9e,2,1,assistant,javascript,90
31d6bcc520439b999a6274062727dc9e,3,1,assistant,javascript,80
31d6bcc520439b999a6274062727dc9e,4,1,assistant,javascript,90
31d6bcc520439b999a6274062727dc9e,5,1,assistant,javascript,90
31d6bcc520439b999a6274062727dc9e,6,1,assistant,javascript,90
02b9ff8fa012ec70273694bac6cebf88,1,1,assistant,javascript,90
02b9ff8fa012ec70273694bac6cebf88,2,1,assistant,javascript,50
02b9ff8fa012ec70273694bac6cebf88,3,1,assistant,javascript,50
02b9ff8fa012ec70273694bac6cebf88,4,1,assistant,javascript,50
02b9ff8fa012ec70273694bac6cebf88,5,1,assistant,javascript,0
02b9ff8fa012ec70273694bac6cebf88,6,1,assistant,javascript,0
98a0c722b59d85bfdca5e3a027c00560,1,1,assistant,javascript,40
98a0c722b59d85bfdca5e3a027c00560,2,1,assistant,javascript,80
98a0c722b59d85bfdca5e3a027c00560,3,1,assistant,javascript,40
98a0c722b59d85bfdca5e3a027c00560,4,1,assistant,javascript,70
98a0c722b59d85bfdca5e3a027c00560,5,1,assistant,javascript,90
98a0c722b59d85bfdca5e3a027c00560,6,1,assistant,javascript,20
8dc81e4e557f4d5c34bd5b59695d07ff,1,1,assistant,javascript,70
8dc81e4e557f4d5c34bd5b59695d07ff,2,1,assistant,javascript,10
8dc81e4e557f4d5c34bd5b59695d07ff,3,1,assistant,javascript,30
8dc81e4e557f4d5c34bd5b59695d07ff,4,1,assistant,javascript,30
8dc81e4e557f4d5c34bd5b59695d07ff,5,1,assistant,javascript,30
8dc81e4e557f4d5c34bd5b59695d07ff,6,1,assistant,javascript,30
099194f8e33302fcc4c76d57c8c91d8d,1,1,assistant,javascript,90
099194f8e33302fcc4c76d57c8c91d8d,2,1,assistant,javascript,90
9270fc411abdd1439af900632bb174c1,1,1,assistant,javascript,90
f0f570ec952c315e1fce143b7fca2ce9,1,1,assistant,javascript,90
