conversation_id,turn_number,snippet_number,role,language,severity,issue_id,message,line,column
b6e08efe5bece9e63eac32bede9af22f,3,1,assistant,javascript,error,no-undef,'element' is not defined.,1,1
129ebd8787e8eb899a9eccfa2f3b16a2,1,1,assistant,javascript,error,no-unused-vars,'fileSize' is assigned a value but never used.,2,5
129ebd8787e8eb899a9eccfa2f3b16a2,1,1,assistant,javascript,error,no-undef,'Module' is not defined.,2,16
129ebd8787e8eb899a9eccfa2f3b16a2,1,1,assistant,javascript,error,no-undef,'Module' is not defined.,2,32
129ebd8787e8eb899a9eccfa2f3b16a2,2,1,assistant,javascript,error,no-unused-vars,'fileSize' is assigned a value but never used.,2,5
129ebd8787e8eb899a9eccfa2f3b16a2,2,1,assistant,javascript,error,no-undef,'Module' is not defined.,2,16
129ebd8787e8eb899a9eccfa2f3b16a2,2,1,assistant,javascript,error,no-undef,'Module' is not defined.,2,30
129ebd8787e8eb899a9eccfa2f3b16a2,5,1,assistant,javascript,error,no-unused-vars,'fileSize' is assigned a value but never used.,1,5
f045f6e194757e4f5a55679fc35ec32b,1,1,assistant,javascript,error,no-undef,'artifacts' is not defined.,1,20
f045f6e194757e4f5a55679fc35ec32b,1,1,assistant,javascript,error,no-undef,'contract' is not defined.,3,1
f045f6e194757e4f5a55679fc35ec32b,1,1,assistant,javascript,error,no-unused-vars,'accounts' is defined but never used.,3,25
f045f6e194757e4f5a55679fc35ec32b,1,1,assistant,javascript,error,no-undef,'it' is not defined.,4,3
f045f6e194757e4f5a55679fc35ec32b,2,1,assistant,javascript,error,no-unused-vars,'MyContract' is assigned a value but never used.,1,7
f045f6e194757e4f5a55679fc35ec32b,2,1,assistant,javascript,error,no-undef,'artifacts' is not defined.,1,20
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'penduelInstance' is not defined.,2,7
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'gameId' is not defined.,2,35
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'player2' is not defined.,2,68
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'penduelInstance' is not defined.,3,7
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'penduelInstance' is not defined.,11,27
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'gameId' is not defined.,11,87
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'assert' is not defined.,12,1
f045f6e194757e4f5a55679fc35ec32b,3,1,assistant,javascript,error,no-undef,'player2' is not defined.,12,50
521859d8832fb9c539719b5c6afe82e3,1,1,assistant,javascript,error,no-unused-vars,'transferOldData' is defined but never used.,1,10
521859d8832fb9c539719b5c6afe82e3,1,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,2,21
521859d8832fb9c539719b5c6afe82e3,1,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,3,26
521859d8832fb9c539719b5c6afe82e3,1,1,assistant,javascript,error,no-unused-vars,'destinationData' is assigned a value but never used.,6,7
521859d8832fb9c539719b5c6afe82e3,2,1,assistant,javascript,error,no-unused-vars,'transferOldData' is defined but never used.,1,10
521859d8832fb9c539719b5c6afe82e3,2,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,2,21
521859d8832fb9c539719b5c6afe82e3,2,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,3,26
521859d8832fb9c539719b5c6afe82e3,2,1,assistant,javascript,error,no-unused-vars,'destinationData' is assigned a value but never used.,6,7
521859d8832fb9c539719b5c6afe82e3,3,1,assistant,javascript,error,no-unused-vars,'transferOldData' is defined but never used.,1,10
521859d8832fb9c539719b5c6afe82e3,3,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,2,21
521859d8832fb9c539719b5c6afe82e3,3,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,3,26
521859d8832fb9c539719b5c6afe82e3,3,1,assistant,javascript,error,no-unused-vars,'destinationData' is assigned a value but never used.,6,7
521859d8832fb9c539719b5c6afe82e3,4,1,assistant,javascript,error,no-unused-vars,'transferOldData' is defined but never used.,1,10
521859d8832fb9c539719b5c6afe82e3,4,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,2,21
521859d8832fb9c539719b5c6afe82e3,4,1,assistant,javascript,error,no-undef,'SpreadsheetApp' is not defined.,3,26
521859d8832fb9c539719b5c6afe82e3,4,1,assistant,javascript,error,no-unused-vars,'destinationData' is assigned a value but never used.,6,7
521859d8832fb9c539719b5c6afe82e3,5,1,assistant,javascript,error,no-unused-vars,'dateValue' is assigned a value but never used.,1,5
521859d8832fb9c539719b5c6afe82e3,5,1,assistant,javascript,error,no-undef,'sourceData' is not defined.,1,17
521859d8832fb9c539719b5c6afe82e3,5,1,assistant,javascript,error,no-undef,'i' is not defined.,1,28
c5f8994cddbee73dd84b5f869036fbb2,1,1,assistant,javascript,error,no-undef,'require' is not defined.,1,13
c5f8994cddbee73dd84b5f869036fbb2,2,1,assistant,javascript,error,no-undef,'require' is not defined.,1,13
c5f8994cddbee73dd84b5f869036fbb2,3,1,assistant,javascript,error,no-undef,'require' is not defined.,1,13
0f7431549ab2973a614ff16bba19c384,1,1,assistant,javascript,error,no-undef,'require' is not defined.,3,17
0f7431549ab2973a614ff16bba19c384,1,1,assistant,javascript,error,no-undef,'require' is not defined.,5,16
0f7431549ab2973a614ff16bba19c384,1,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,15,35
0f7431549ab2973a614ff16bba19c384,1,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,19,16
0f7431549ab2973a614ff16bba19c384,1,1,assistant,javascript,error,no-unused-vars,'q' is assigned a value but never used.,23,9
0f7431549ab2973a614ff16bba19c384,2,1,assistant,javascript,error,no-undef,'require' is not defined.,3,17
0f7431549ab2973a614ff16bba19c384,2,1,assistant,javascript,error,no-undef,'require' is not defined.,5,16
0f7431549ab2973a614ff16bba19c384,2,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,13,35
0f7431549ab2973a614ff16bba19c384,2,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,17,16
0f7431549ab2973a614ff16bba19c384,2,1,assistant,javascript,error,no-unused-vars,'q' is assigned a value but never used.,21,9
0f7431549ab2973a614ff16bba19c384,3,1,assistant,javascript,error,no-undef,'require' is not defined.,3,17
0f7431549ab2973a614ff16bba19c384,3,1,assistant,javascript,error,no-undef,'require' is not defined.,5,16
0f7431549ab2973a614ff16bba19c384,3,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,13,35
0f7431549ab2973a614ff16bba19c384,3,1,assistant,javascript,error,no-undef,'__dirname' is not defined.,17,18
0f7431549ab2973a614ff16bba19c384,3,1,assistant,javascript,error,no-unused-vars,'q' is assigned a value but never used.,21,11
32973511592c5fbd3f18c6a70c4cf6c0,1,1,assistant,javascript,error,no-undef,'grades' is not defined.,1,21
32973511592c5fbd3f18c6a70c4cf6c0,1,1,assistant,javascript,error,no-undef,'grades' is not defined.,2,17
32973511592c5fbd3f18c6a70c4cf6c0,1,1,assistant,javascript,error,no-undef,'grades' is not defined.,3,17
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,5,21
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,6,9
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,8,13
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,9,19
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,11,13
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,12,19
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,14,23
32973511592c5fbd3f18c6a70c4cf6c0,2,1,assistant,javascript,error,no-undef,'grades' is not defined.,20,44
32973511592c5fbd3f18c6a70c4cf6c0,3,1,assistant,javascript,error,no-undef,'grades' is not defined.,3,21
32973511592c5fbd3f18c6a70c4cf6c0,3,1,assistant,javascript,error,no-undef,'grades' is not defined.,4,24
32973511592c5fbd3f18c6a70c4cf6c0,3,1,assistant,javascript,error,no-undef,'grades' is not defined.,5,19
429913467a1153ad6acf886947908de2,2,1,assistant,javascript,error,no-unused-vars,'swiper' is assigned a value but never used.,1,7
429913467a1153ad6acf886947908de2,2,1,assistant,javascript,error,no-undef,'Swiper' is not defined.,1,20
429913467a1153ad6acf886947908de2,3,1,assistant,javascript,error,no-unused-vars,'swiper' is assigned a value but never used.,1,5
429913467a1153ad6acf886947908de2,3,1,assistant,javascript,error,no-undef,'Swiper' is not defined.,1,18
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-unused-vars,'OpenAIGPT' is defined but never used.,1,10
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-unused-vars,'systemPrompt' is assigned a value but never used.,1,34
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-unused-vars,'maxTokens' is assigned a value but never used.,1,51
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-unused-vars,'temperature' is assigned a value but never used.,1,66
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-unused-vars,'model' is assigned a value but never used.,1,83
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-undef,'data' is not defined.,11,32
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-unused-vars,'response' is assigned a value but never used.,17,9
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-undef,'UrlFetchApp' is not defined.,17,20
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-undef,'result' is not defined.,26,42
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-unused-vars,'responseModeration' is assigned a value but never used.,33,9
67327581159fa8c089cc5f991dfaf2c5,1,1,assistant,javascript,error,no-undef,'UrlFetchApp' is not defined.,33,30
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-unused-vars,'CHATGPT' is defined but never used.,2,10
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-unused-vars,'GPT4' is defined but never used.,8,10
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-unused-vars,'model' is assigned a value but never used.,14,83
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,24,3
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,30,3
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,34,3
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-undef,'UrlFetchApp' is not defined.,48,20
67327581159fa8c089cc5f991dfaf2c5,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,52,3
67327581159fa8c089cc5f991dfaf2c5,3,1,assistant,javascript,error,no-unused-vars,'CHATGPT' is defined but never used.,2,10
67327581159fa8c089cc5f991dfaf2c5,3,1,assistant,javascript,error,no-unused-vars,'GPT4' is defined but never used.,8,10
67327581159fa8c089cc5f991dfaf2c5,3,1,assistant,javascript,error,no-unused-vars,'localApiBase' is assigned a value but never used.,17,9
67327581159fa8c089cc5f991dfaf2c5,3,1,assistant,javascript,error,no-undef,'UrlFetchApp' is not defined.,47,26
a9f77420e0b82dc9f66800bc2f4e7621,1,1,assistant,javascript,error,no-unused-vars,'myFunction' is defined but never used.,1,10
a9f77420e0b82dc9f66800bc2f4e7621,1,1,assistant,javascript,error,no-undef,'Logger' is not defined.,13,3
a9f77420e0b82dc9f66800bc2f4e7621,1,1,assistant,javascript,error,no-undef,'Logger' is not defined.,19,3
a9f77420e0b82dc9f66800bc2f4e7621,1,1,assistant,javascript,error,no-undef,'Logger' is not defined.,23,3
a9f77420e0b82dc9f66800bc2f4e7621,1,1,assistant,javascript,error,no-undef,'UrlFetchApp' is not defined.,49,20
a9f77420e0b82dc9f66800bc2f4e7621,1,1,assistant,javascript,error,no-undef,'Logger' is not defined.,50,3
a9f77420e0b82dc9f66800bc2f4e7621,1,1,assistant,javascript,error,no-undef,'Logger' is not defined.,54,3
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-unused-vars,'myFunction' is defined but never used.,1,10
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-unused-vars,'OpenAIGPT' is defined but never used.,3,12
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,13,5
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,19,5
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,23,5
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-undef,'UrlFetchApp' is not defined.,47,22
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,48,5
a9f77420e0b82dc9f66800bc2f4e7621,2,1,assistant,javascript,error,no-undef,'Logger' is not defined.,52,5
a9f77420e0b82dc9f66800bc2f4e7621,3,1,assistant,javascript,error,no-unused-vars,'myFunction' is defined but never used.,1,10
a9f77420e0b82dc9f66800bc2f4e7621,3,1,assistant,javascript,error,no-undef,'Logger' is not defined.,14,3
a9f77420e0b82dc9f66800bc2f4e7621,3,1,assistant,javascript,error,no-undef,'Logger' is not defined.,20,3
a9f77420e0b82dc9f66800bc2f4e7621,3,1,assistant,javascript,error,no-undef,'Logger' is not defined.,24,3
a9f77420e0b82dc9f66800bc2f4e7621,3,1,assistant,javascript,error,no-undef,'UrlFetchApp' is not defined.,48,20
a9f77420e0b82dc9f66800bc2f4e7621,3,1,assistant,javascript,error,no-undef,'Logger' is not defined.,49,3
a9f77420e0b82dc9f66800bc2f4e7621,3,1,assistant,javascript,error,no-undef,'Logger' is not defined.,53,3
6a1ec907ed1762f28ef6c5ab38d7b9e7,1,1,assistant,javascript,error,no-undef,'sap' is not defined.,1,1
6a1ec907ed1762f28ef6c5ab38d7b9e7,1,1,assistant,javascript,error,no-unused-vars,'oEvent' is defined but never used.,25,26
6a1ec907ed1762f28ef6c5ab38d7b9e7,1,1,assistant,javascript,error,no-unused-vars,'oDate' is defined but never used.,25,34
6a1ec907ed1762f28ef6c5ab38d7b9e7,2,1,assistant,javascript,error,no-undef,'sap' is not defined.,1,1
6a1ec907ed1762f28ef6c5ab38d7b9e7,2,1,assistant,javascript,error,no-unused-vars,'oEvent' is defined but never used.,30,26
6a1ec907ed1762f28ef6c5ab38d7b9e7,2,1,assistant,javascript,error,no-unused-vars,'oDate' is defined but never used.,30,34
bda7b1b5ebf5df84905e1a489092cf08,1,1,assistant,javascript,error,no-unused-vars,'logaritmoEntero' is defined but never used.,18,10
bda7b1b5ebf5df84905e1a489092cf08,2,1,assistant,javascript,error,no-unused-vars,'exponent' is defined but never used.,1,10
bda7b1b5ebf5df84905e1a489092cf08,2,1,assistant,javascript,error,no-undef,'logaritmo' is not defined.,3,32
b098816f839e3e9847e2a85bf47fff8d,1,1,assistant,javascript,error,no-unused-vars,'exponent' is defined but never used.,1,10
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'calcularDigitosSignificativos' is defined but never used.,1,10
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'num1' is defined but never used.,26,15
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'num2' is defined but never used.,26,21
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'num1' is defined but never used.,30,19
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'num2' is defined but never used.,30,25
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'num' is defined but never used.,34,19
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'exp' is defined but never used.,34,24
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'num' is defined but never used.,38,20
b098816f839e3e9847e2a85bf47fff8d,2,1,assistant,javascript,error,no-unused-vars,'num' is defined but never used.,42,22
b098816f839e3e9847e2a85bf47fff8d,4,1,assistant,javascript,error,no-unused-vars,'exponent' is defined but never used.,1,10
d680f186c784793c670f6a1d54c940d7,1,1,assistant,javascript,error,no-unused-vars,'exponent' is defined but never used.,1,10
d680f186c784793c670f6a1d54c940d7,2,1,assistant,javascript,error,,Parsing error: Unexpected token {,1,38
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'id' is not defined.,2,14
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'new_item' is not defined.,3,5
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'id' is not defined.,3,26
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,4,16
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'id' is not defined.,4,36
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'new_item' is not defined.,6,9
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'amount' is not defined.,6,26
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'new_item' is not defined.,7,22
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'amount' is not defined.,9,23
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,12,1
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'new_item' is not defined.,12,18
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'amount' is not defined.,12,35
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'id' is not defined.,14,5
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,15,5
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'amount' is not defined.,15,26
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'id' is not defined.,16,5
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,17,39
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,18,38
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,19,39
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,20,38
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,21,37
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'socket' is not defined.,22,15
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'socket' is not defined.,24,15
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'itemStr' is not defined.,24,37
117fe39ae612a272f60c776fa585d378,1,1,assistant,javascript,error,no-undef,'tank' is not defined.,26,1
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'id' is not defined.,2,14
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'new_item' is not defined.,3,5
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'id' is not defined.,3,26
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,4,16
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'id' is not defined.,4,36
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'new_item' is not defined.,6,9
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'amount' is not defined.,6,26
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'new_item' is not defined.,7,22
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'amount' is not defined.,9,23
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,12,1
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'new_item' is not defined.,12,18
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'amount' is not defined.,12,35
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'id' is not defined.,14,5
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,15,5
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'amount' is not defined.,15,26
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'id' is not defined.,16,5
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,17,39
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,18,38
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,19,39
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,20,38
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,21,37
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'socket' is not defined.,22,15
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'socket' is not defined.,24,15
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'itemStr' is not defined.,24,37
117fe39ae612a272f60c776fa585d378,2,1,assistant,javascript,error,no-undef,'tank' is not defined.,26,1
117fe39ae612a272f60c776fa585d378,3,1,assistant,javascript,error,no-undef,'args' is not defined.,1,15
117fe39ae612a272f60c776fa585d378,3,1,assistant,javascript,error,no-unused-vars,'arr' is assigned a value but never used.,2,5
117fe39ae612a272f60c776fa585d378,3,1,assistant,javascript,error,no-undef,'args' is not defined.,4,23
117fe39ae612a272f60c776fa585d378,3,1,assistant,javascript,error,no-undef,'GarageItem' is not defined.,5,16
