conversation_id,turn_number,snippet_number,role,language,severity,issue_id,message
9456ea3fa18a531368218b5c10d7d0a0,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,6,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,7,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,8,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
53dc28371be6128b57353fcbb59f3cbb,9,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
170d89150c09172dbedd1d5ed5fdf3da,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
778b5c7849381b05d572e59b934585c5,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
778b5c7849381b05d572e59b934585c5,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
778b5c7849381b05d572e59b934585c5,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
778b5c7849381b05d572e59b934585c5,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
778b5c7849381b05d572e59b934585c5,6,1,assistant,cpp,style,variableScope,The scope of the variable 'foundMaxLess' can be reduced.
778b5c7849381b05d572e59b934585c5,6,1,assistant,cpp,style,variableScope,The scope of the variable 'foundMinGreater' can be reduced.
778b5c7849381b05d572e59b934585c5,6,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
778b5c7849381b05d572e59b934585c5,7,1,assistant,cpp,style,variableScope,The scope of the variable 'foundMaxLess' can be reduced.
778b5c7849381b05d572e59b934585c5,7,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a7e5de7e156f4567e1c39b57eff1676c,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a7e5de7e156f4567e1c39b57eff1676c,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a7e5de7e156f4567e1c39b57eff1676c,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
576e1ea2299d96ebeb969468931c2883,1,1,assistant,cpp,performance,passedByValue,Function parameter 'a' should be passed by const reference.
576e1ea2299d96ebeb969468931c2883,1,1,assistant,cpp,performance,passedByValue,Function parameter 'b' should be passed by const reference.
576e1ea2299d96ebeb969468931c2883,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
576e1ea2299d96ebeb969468931c2883,2,1,assistant,cpp,performance,passedByValue,Function parameter 'a' should be passed by const reference.
576e1ea2299d96ebeb969468931c2883,2,1,assistant,cpp,performance,passedByValue,Function parameter 'b' should be passed by const reference.
576e1ea2299d96ebeb969468931c2883,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
576e1ea2299d96ebeb969468931c2883,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
5b67b2ecd8f8584a195d934ef3e41bec,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
5b67b2ecd8f8584a195d934ef3e41bec,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
386f977aac4b900470fb298b094ed37f,3,1,assistant,cpp,style,unusedFunction,The function 'compare' is never used.
386f977aac4b900470fb298b094ed37f,5,1,assistant,cpp,style,unusedFunction,The function 'compare' is never used.
386f977aac4b900470fb298b094ed37f,6,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
6e95d46c81f6988c5024aaf7cb1f9775,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
e44e05fd7557e0d61d03f1a4b1e75ed1,3,1,assistant,cpp,style,unusedFunction,The function 'setAnimation' is never used.
e44e05fd7557e0d61d03f1a4b1e75ed1,3,1,assistant,cpp,style,unusedFunction,The function 'updateAnimation' is never used.
4af203e82d8e80a3e4367b20d73d63bb,2,1,assistant,cpp,style,unusedFunction,The function 'moveDown' is never used.
4af203e82d8e80a3e4367b20d73d63bb,2,1,assistant,cpp,style,unusedFunction,The function 'moveLeft' is never used.
4af203e82d8e80a3e4367b20d73d63bb,2,1,assistant,cpp,style,unusedFunction,The function 'moveRight' is never used.
4af203e82d8e80a3e4367b20d73d63bb,2,1,assistant,cpp,style,unusedFunction,The function 'moveUp' is never used.
4af203e82d8e80a3e4367b20d73d63bb,2,1,assistant,cpp,style,unusedFunction,The function 'setAnimation' is never used.
4af203e82d8e80a3e4367b20d73d63bb,2,1,assistant,cpp,style,unusedFunction,The function 'updateAnimation' is never used.
3d46c0339d2be4715b52fb514ae30bdd,1,1,assistant,cpp,error,syntaxError,syntax error: keyword 'if' is not allowed in global scope
3d46c0339d2be4715b52fb514ae30bdd,2,1,assistant,cpp,error,syntaxError,syntax error: keyword 'while' is not allowed in global scope
2bce8ebe8b6122e146f40a2c4b3abcd5,2,1,assistant,cpp,style,unusedFunction,The function 'DllMain' is never used.
2bce8ebe8b6122e146f40a2c4b3abcd5,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
2bce8ebe8b6122e146f40a2c4b3abcd5,3,1,assistant,cpp,performance,useInitializationList,Variable 'pPresent' is assigned in constructor body. Consider performing initialization in initialization list.
2bce8ebe8b6122e146f40a2c4b3abcd5,3,1,assistant,cpp,performance,useInitializationList,Variable 'oPresent' is assigned in constructor body. Consider performing initialization in initialization list.
2bce8ebe8b6122e146f40a2c4b3abcd5,3,1,assistant,cpp,style,unusedFunction,The function 'InstallHook' is never used.
2bce8ebe8b6122e146f40a2c4b3abcd5,3,1,assistant,cpp,style,unusedFunction,The function 'RemoveHook' is never used.
2bce8ebe8b6122e146f40a2c4b3abcd5,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
702ac8b2e16e1a1d9a1d0c7a423d578d,2,1,assistant,cpp,style,unusedFunction,The function 'DllMain' is never used.
702ac8b2e16e1a1d9a1d0c7a423d578d,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
702ac8b2e16e1a1d9a1d0c7a423d578d,4,1,assistant,cpp,style,unusedFunction,The function 'DllMain' is never used.
702ac8b2e16e1a1d9a1d0c7a423d578d,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
8bca21d8888a5d24f255183c31f90f35,1,1,assistant,cpp,style,unusedFunction,The function 'DllMain' is never used.
8bca21d8888a5d24f255183c31f90f35,1,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
8bca21d8888a5d24f255183c31f90f35,2,1,assistant,cpp,style,unusedFunction,The function 'CleanupImGui' is never used.
8bca21d8888a5d24f255183c31f90f35,2,1,assistant,cpp,style,unusedFunction,The function 'DllMain' is never used.
8bca21d8888a5d24f255183c31f90f35,2,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
16edfc3e54638d93ae2e5c371c5574e0,3,1,assistant,cpp,style,unusedStructMember,struct member 'Node::data' is never used.
16edfc3e54638d93ae2e5c371c5574e0,3,1,assistant,cpp,style,unusedStructMember,struct member 'Node::height' is never used.
16edfc3e54638d93ae2e5c371c5574e0,3,1,assistant,cpp,style,unusedStructMember,struct member 'Node::left' is never used.
16edfc3e54638d93ae2e5c371c5574e0,3,1,assistant,cpp,style,unusedStructMember,struct member 'Node::right' is never used.
16edfc3e54638d93ae2e5c371c5574e0,3,1,assistant,cpp,style,unusedStructMember,struct member 'Node::balance' is never used.
16edfc3e54638d93ae2e5c371c5574e0,4,1,assistant,cpp,style,unusedFunction,The function 'BalanceTree' is never used.
16edfc3e54638d93ae2e5c371c5574e0,8,1,assistant,cpp,error,syntaxError,Unmatched '}'. Configuration: ''.
16edfc3e54638d93ae2e5c371c5574e0,9,1,assistant,cpp,style,unusedFunction,The function 'AddInt' is never used.
16edfc3e54638d93ae2e5c371c5574e0,9,1,assistant,cpp,style,unusedFunction,The function 'MultiplyByBase' is never used.
16edfc3e54638d93ae2e5c371c5574e0,10,1,assistant,cpp,style,unusedFunction,The function 'MultiplyByBase' is never used.
16edfc3e54638d93ae2e5c371c5574e0,11,1,assistant,cpp,style,unusedFunction,The function 'to_string' is never used.
16edfc3e54638d93ae2e5c371c5574e0,12,1,assistant,cpp,style,unusedFunction,The function 'TEST' is never used.
c99081a93bcf890e915eb40cb3bf83c4,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
dc0973a89a20b69d12764694274c7b9f,7,1,assistant,cpp,style,knownConditionTrueFalse,Condition 'isLast' is always true
dc0973a89a20b69d12764694274c7b9f,8,1,assistant,cpp,error,syntaxError,syntax error: keyword 'if' is not allowed in global scope
dc0973a89a20b69d12764694274c7b9f,16,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d472aadf168dabfe2911503f137907bb,1,1,assistant,cpp,style,unusedFunction,The function 'DllMain' is never used.
d472aadf168dabfe2911503f137907bb,1,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
d472aadf168dabfe2911503f137907bb,2,1,assistant,cpp,style,unusedFunction,The function 'WinMain' is never used.
d472aadf168dabfe2911503f137907bb,2,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
d8e1526248aacf8d3cc33d26db0ec125,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d8e1526248aacf8d3cc33d26db0ec125,2,1,assistant,cpp,error,syntaxError,syntax error: keyword 'for' is not allowed in global scope
d8e1526248aacf8d3cc33d26db0ec125,3,1,assistant,cpp,error,syntaxError,syntax error
d8e1526248aacf8d3cc33d26db0ec125,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d4c81bd514cbcef6dfc0abdead9dc77d,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d4c81bd514cbcef6dfc0abdead9dc77d,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d4c81bd514cbcef6dfc0abdead9dc77d,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
d4c81bd514cbcef6dfc0abdead9dc77d,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
872586518be2b14c678cc9c246ed4639,1,1,assistant,cpp,error,integerOverflow,Signed integer overflow for expression 'resolutionX*resolutionY*bytesPerPixel*totalFrames'.
872586518be2b14c678cc9c246ed4639,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
872586518be2b14c678cc9c246ed4639,2,1,assistant,cpp,error,integerOverflow,Signed integer overflow for expression 'resolutionX*resolutionY*bytesPerPixel*totalFrames'.
872586518be2b14c678cc9c246ed4639,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
3da71626bc24a1ae17d3c571e7880b14,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
3da71626bc24a1ae17d3c571e7880b14,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
665f62627fb89670dc2446eab4dc084c,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
ed3eec60c5e209b0e2bbb3ab6123ee3d,4,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
ed3eec60c5e209b0e2bbb3ab6123ee3d,4,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
ed3eec60c5e209b0e2bbb3ab6123ee3d,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
7d0e24dbb41623168db175ebd238b631,1,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
7d0e24dbb41623168db175ebd238b631,1,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
7d0e24dbb41623168db175ebd238b631,2,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
7d0e24dbb41623168db175ebd238b631,2,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
7d0e24dbb41623168db175ebd238b631,3,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
7d0e24dbb41623168db175ebd238b631,3,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
7d0e24dbb41623168db175ebd238b631,4,1,assistant,cpp,style,unusedFunction,The function 'backward' is never used.
7d0e24dbb41623168db175ebd238b631,5,1,assistant,cpp,style,unusedFunction,The function 'backward' is never used.
a71f0eb745228b7d1ef932ae1f224e71,1,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
a71f0eb745228b7d1ef932ae1f224e71,1,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
a71f0eb745228b7d1ef932ae1f224e71,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a71f0eb745228b7d1ef932ae1f224e71,3,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
a71f0eb745228b7d1ef932ae1f224e71,3,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
a71f0eb745228b7d1ef932ae1f224e71,3,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a71f0eb745228b7d1ef932ae1f224e71,4,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
a71f0eb745228b7d1ef932ae1f224e71,4,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
a71f0eb745228b7d1ef932ae1f224e71,4,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a71f0eb745228b7d1ef932ae1f224e71,5,1,assistant,cpp,style,variableScope,The scope of the variable 'currentIndex' can be reduced.
a71f0eb745228b7d1ef932ae1f224e71,5,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
a71f0eb745228b7d1ef932ae1f224e71,5,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
a71f0eb745228b7d1ef932ae1f224e71,5,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
a71f0eb745228b7d1ef932ae1f224e71,6,1,assistant,cpp,style,variableScope,The scope of the variable 'currentIndex' can be reduced.
a71f0eb745228b7d1ef932ae1f224e71,6,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
a71f0eb745228b7d1ef932ae1f224e71,6,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
a71f0eb745228b7d1ef932ae1f224e71,6,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
4e9fa484669fb7c4cc78bd277066e705,2,1,assistant,cpp,style,unusedFunction,The function 'CreateFigureFromFile' is never used.
4e9fa484669fb7c4cc78bd277066e705,2,1,assistant,cpp,style,unusedFunction,The function 'RegisterFigure' is never used.
4e9fa484669fb7c4cc78bd277066e705,5,1,assistant,cpp,style,unusedVariable,Unused variable: line
4e9fa484669fb7c4cc78bd277066e705,6,1,assistant,cpp,style,unusedFunction,The function 'CreateFigureFromFile' is never used.
4e9fa484669fb7c4cc78bd277066e705,6,1,assistant,cpp,style,unusedFunction,The function 'RegisterFigure' is never used.
4e9fa484669fb7c4cc78bd277066e705,6,1,assistant,cpp,style,unusedFunction,The function 'UnregisterFigure' is never used.
4e9fa484669fb7c4cc78bd277066e705,6,1,assistant,cpp,information,missingInclude,Cppcheck cannot find all the include files (use --check-config for details)
eed60ded20224ca3265e7059e43af860,1,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
eed60ded20224ca3265e7059e43af860,1,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
eed60ded20224ca3265e7059e43af860,1,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
eed60ded20224ca3265e7059e43af860,2,1,assistant,cpp,style,unusedFunction,The function 'loop' is never used.
eed60ded20224ca3265e7059e43af860,2,1,assistant,cpp,style,unusedFunction,The function 'setup' is never used.
eed60ded20224ca3265e7059e43af860,2,1,assistant,cpp,information,missingIncludeSystem,Cppcheck cannot find all the include files (use --check-config for details)
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::QuestType' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::NeedType' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::NeedSubType' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::ItemLevel' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::NeedNumber' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::NeedTargetMinLevel' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::NeedTargetMaxLevel' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::NeedDropRate' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::RewardType' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::RewardSubType' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::RewardCount' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::LinkConditionIndex' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::ContextBeforeReg' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::ContextAfterReg' is never used.
2a0744e5809d8486be7f824ea3946427,4,1,assistant,cpp,style,unusedStructMember,struct member 'QUEST_SUB_INFO::ContextCompleteQuest' is never used.
