conversation_id,turn_number,role,language,information_count,performance_count,style_count,error_count,loc,total_issues,issue_density_per_kloc
0277698c6a0b388ac2c38b1fc7badf30,4,assistant,cpp,1,0,0,0,3,1,333.33
0277698c6a0b388ac2c38b1fc7badf30,5,assistant,cpp,0,0,0,0,28,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,6,assistant,cpp,0,0,0,0,10,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,7,assistant,cpp,0,0,0,0,26,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,8,assistant,cpp,1,0,0,0,26,1,38.46
0277698c6a0b388ac2c38b1fc7badf30,9,assistant,cpp,0,0,0,0,38,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,10,assistant,cpp,1,0,0,0,4,1,250.0
0277698c6a0b388ac2c38b1fc7badf30,11,assistant,cpp,0,0,0,0,4,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,12,assistant,cpp,1,0,0,0,7,1,142.86
0277698c6a0b388ac2c38b1fc7badf30,13,assistant,cpp,0,0,0,0,27,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,14,assistant,cpp,0,0,0,0,38,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,15,assistant,cpp,1,0,0,0,6,1,166.67
0277698c6a0b388ac2c38b1fc7badf30,16,assistant,cpp,0,0,0,0,6,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,17,assistant,cpp,0,0,0,0,3,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,18,assistant,cpp,0,0,0,0,6,0,0.0
0277698c6a0b388ac2c38b1fc7badf30,19,assistant,cpp,1,0,0,0,3,1,333.33
0277698c6a0b388ac2c38b1fc7badf30,20,assistant,cpp,1,0,0,0,7,1,142.86
0277698c6a0b388ac2c38b1fc7badf30,23,undefined,undefined,1,0,0,0,0,1,0
02859587dbd50824c9924e030a66c37a,1,assistant,cpp,0,0,1,0,2,1,500.0
02859587dbd50824c9924e030a66c37a,2,assistant,cpp,0,0,1,0,8,1,125.0
028d4edd583ba9d07a8c01fc54e125b6,1,assistant,cpp,1,0,1,0,28,2,71.43
028d4edd583ba9d07a8c01fc54e125b6,2,assistant,cpp,0,0,1,0,23,1,43.48
028d4edd583ba9d07a8c01fc54e125b6,3,assistant,cpp,0,0,1,0,18,1,55.56
028d4edd583ba9d07a8c01fc54e125b6,4,assistant,cpp,0,0,0,1,6,1,166.67
028d4edd583ba9d07a8c01fc54e125b6,5,assistant,cpp,0,0,0,1,8,1,125.0
02b5ef95a36a9b216877b437c2227bf0,1,assistant,cpp,0,0,0,1,7,1,142.86
02b5ef95a36a9b216877b437c2227bf0,2,assistant,cpp,0,0,0,0,10,0,0.0
02b5ef95a36a9b216877b437c2227bf0,3,assistant,cpp,0,0,0,1,7,1,142.86
02be6b493026d6d0f7125c0ebd4f82f9,1,assistant,cpp,0,0,1,0,5,1,200.0
02be6b493026d6d0f7125c0ebd4f82f9,2,assistant,cpp,0,0,1,0,21,1,47.62
02c13a73daf3c241ad54785866e2f915,1,assistant,cpp,0,0,0,0,22,0,0.0
02c13a73daf3c241ad54785866e2f915,2,undefined,undefined,0,0,0,1,0,1,0
02da8266af884156ea4f584ba5428653,1,assistant,cpp,1,0,2,0,181,3,16.57
02da8266af884156ea4f584ba5428653,2,assistant,cpp,1,0,1,0,182,2,10.99
02da8266af884156ea4f584ba5428653,3,assistant,cpp,0,0,0,0,5,0,0.0
031aaec1fd907d8d2c0e0c7bbfdb3ad2,1,assistant,cpp,0,0,0,0,18,0,0.0
031aaec1fd907d8d2c0e0c7bbfdb3ad2,2,undefined,undefined,0,0,1,0,0,1,0
03420819a01eb041f6cc95721f5fee2b,1,assistant,cpp,1,0,0,0,77,1,12.99
03420819a01eb041f6cc95721f5fee2b,2,assistant,cpp,0,0,0,1,31,1,32.26
03420819a01eb041f6cc95721f5fee2b,3,assistant,cpp,1,0,0,0,77,1,12.99
03a8e2f3a5c185ab72130b04628ff286,1,assistant,cpp,0,0,0,0,5,0,0.0
03a8e2f3a5c185ab72130b04628ff286,2,assistant,cpp,0,0,1,0,6,1,166.67
03a8e2f3a5c185ab72130b04628ff286,3,assistant,cpp,0,0,0,0,9,0,0.0
03b04665937db24f23b78099315efe2d,1,assistant,cpp,0,0,0,0,45,0,0.0
03b04665937db24f23b78099315efe2d,2,assistant,cpp,1,0,0,0,34,1,29.41
03b04665937db24f23b78099315efe2d,3,undefined,undefined,1,0,0,0,0,1,0
03b13ff5e26e5a9819411a37b91973f6,1,assistant,cpp,1,0,0,0,45,1,22.22
03b13ff5e26e5a9819411a37b91973f6,2,assistant,cpp,1,0,0,0,45,1,22.22
03b13ff5e26e5a9819411a37b91973f6,3,assistant,cpp,1,0,0,0,46,1,21.74
03b13ff5e26e5a9819411a37b91973f6,4,assistant,cpp,1,0,0,0,44,1,22.73
03e238b5fe57f49ea0e879b6db3dc7cf,1,assistant,cpp,1,1,0,0,35,2,57.14
03e238b5fe57f49ea0e879b6db3dc7cf,2,assistant,cpp,1,1,0,0,41,2,48.78
04a1dc842835ba0f11b13a94165a5200,1,assistant,cpp,1,0,1,0,37,2,54.05
04a1dc842835ba0f11b13a94165a5200,2,assistant,cpp,1,0,1,0,50,2,40.0
04a1dc842835ba0f11b13a94165a5200,3,assistant,cpp,1,0,1,0,43,2,46.51
04a1dc842835ba0f11b13a94165a5200,4,assistant,cpp,1,0,1,0,36,2,55.56
04a1dc842835ba0f11b13a94165a5200,5,assistant,cpp,1,0,1,0,49,2,40.82
04a1dc842835ba0f11b13a94165a5200,6,assistant,cpp,0,0,0,0,36,0,0.0
04a1dc842835ba0f11b13a94165a5200,7,undefined,undefined,1,0,1,0,0,2,0
04c3b00d324663190aabf64739b8bf15,1,assistant,cpp,0,0,0,0,21,0,0.0
04c3b00d324663190aabf64739b8bf15,2,assistant,cpp,0,1,1,1,16,3,187.5
04c3b00d324663190aabf64739b8bf15,3,assistant,cpp,0,0,1,0,22,1,45.45
04c3b00d324663190aabf64739b8bf15,4,assistant,cpp,0,0,2,0,16,2,125.0
04c3b00d324663190aabf64739b8bf15,5,assistant,cpp,0,0,0,0,23,0,0.0
04c3b00d324663190aabf64739b8bf15,6,assistant,cpp,0,0,2,0,38,2,52.63
04c3b00d324663190aabf64739b8bf15,7,assistant,cpp,1,0,2,0,6,3,500.0
04c3b00d324663190aabf64739b8bf15,8,assistant,cpp,1,0,1,0,4,2,500.0
04c3b00d324663190aabf64739b8bf15,9,assistant,cpp,0,0,0,0,23,0,0.0
04c3b00d324663190aabf64739b8bf15,10,assistant,cpp,0,0,0,1,37,1,27.03
04c3b00d324663190aabf64739b8bf15,11,assistant,cpp,0,0,1,0,12,1,83.33
04c3b00d324663190aabf64739b8bf15,12,undefined,undefined,0,1,1,1,0,3,0
04ce0f1a2374342cd2267826a1b37452,1,assistant,cpp,0,0,0,0,18,0,0.0
04ce0f1a2374342cd2267826a1b37452,2,assistant,cpp,1,0,1,0,18,2,111.11
04ce0f1a2374342cd2267826a1b37452,3,undefined,undefined,1,0,1,0,0,2,0
04ec2435857dc2f718ec549b74c6db82,1,assistant,cpp,0,0,0,0,35,0,0.0
04ec2435857dc2f718ec549b74c6db82,2,undefined,undefined,1,0,0,0,0,1,0
05015fe740176a2e6c4ec45a8a66c1ee,1,assistant,cpp,0,0,0,0,8,0,0.0
05015fe740176a2e6c4ec45a8a66c1ee,2,assistant,cpp,0,0,0,0,3,0,0.0
05015fe740176a2e6c4ec45a8a66c1ee,3,assistant,cpp,1,0,1,0,13,2,153.85
052063a59323122fd076cc93ed6436c4,1,assistant,cpp,0,0,0,0,2,0,0.0
052063a59323122fd076cc93ed6436c4,2,assistant,cpp,0,0,0,0,5,0,0.0
052063a59323122fd076cc93ed6436c4,3,assistant,cpp,0,0,0,0,11,0,0.0
05694e6ceb46388b2a5984feb1fbe72a,1,assistant,cpp,1,0,1,0,22,2,90.91
05694e6ceb46388b2a5984feb1fbe72a,2,assistant,cpp,1,0,1,0,22,2,90.91
058c0c0540508c57af61bc58a8711626,1,assistant,cpp,0,0,0,0,12,0,0.0
058c0c0540508c57af61bc58a8711626,2,assistant,cpp,1,0,1,0,6,2,333.33
058c0c0540508c57af61bc58a8711626,3,assistant,cpp,0,0,0,0,6,0,0.0
058c0c0540508c57af61bc58a8711626,4,assistant,cpp,0,0,0,0,15,0,0.0
058c0c0540508c57af61bc58a8711626,5,assistant,cpp,0,0,0,0,7,0,0.0
058cce4b0b025d4799a63616733e29d6,1,assistant,cpp,0,0,0,0,2,0,0.0
058cce4b0b025d4799a63616733e29d6,2,assistant,cpp,0,0,0,0,7,0,0.0
058cce4b0b025d4799a63616733e29d6,4,undefined,undefined,0,0,0,1,0,1,0
05965ed4b34b95da71f473738b104b7a,1,assistant,cpp,1,0,1,0,12,2,166.67
05965ed4b34b95da71f473738b104b7a,2,assistant,cpp,1,0,1,0,18,2,111.11
05965ed4b34b95da71f473738b104b7a,3,assistant,cpp,0,0,0,0,18,0,0.0
05965ed4b34b95da71f473738b104b7a,4,undefined,undefined,1,0,0,0,0,1,0
05b2c33bc44163c5748099b522af5969,1,assistant,cpp,0,0,0,0,8,0,0.0
05b2c33bc44163c5748099b522af5969,2,assistant,cpp,0,0,0,1,32,1,31.25
05b2c33bc44163c5748099b522af5969,3,assistant,cpp,0,0,0,1,31,1,32.26
05b2c33bc44163c5748099b522af5969,4,assistant,cpp,0,0,0,0,13,0,0.0
05b2c33bc44163c5748099b522af5969,5,assistant,cpp,0,0,0,1,32,1,31.25
05c5fca27d416d85cebaf359f442dc86,1,assistant,cpp,0,0,1,0,12,1,83.33
05c5fca27d416d85cebaf359f442dc86,2,assistant,cpp,0,0,1,0,16,1,62.5
05e8958b5773d72d509117d7b6afb314,1,assistant,cpp,1,0,0,0,13,1,76.92
05e8958b5773d72d509117d7b6afb314,2,assistant,cpp,1,0,0,0,10,1,100.0
05fb11367dfdd4f17ff01b362e896c05,1,assistant,cpp,1,0,0,0,71,1,14.08
05fb11367dfdd4f17ff01b362e896c05,2,assistant,cpp,0,0,0,0,41,0,0.0
05fb11367dfdd4f17ff01b362e896c05,3,assistant,cpp,0,0,0,0,42,0,0.0
05fb11367dfdd4f17ff01b362e896c05,4,assistant,cpp,1,0,0,0,69,1,14.49
05fb11367dfdd4f17ff01b362e896c05,5,assistant,cpp,0,0,0,1,2,1,500.0
063a5245175f072686723f2401965ec2,1,assistant,cpp,1,0,0,0,60,1,16.67
063a5245175f072686723f2401965ec2,2,assistant,cpp,1,0,0,0,58,1,17.24
063a5245175f072686723f2401965ec2,3,assistant,cpp,1,0,0,0,58,1,17.24
063a5245175f072686723f2401965ec2,4,assistant,cpp,1,0,0,0,58,1,17.24
063a5245175f072686723f2401965ec2,5,assistant,cpp,1,0,0,0,58,1,17.24
06812150cbbe3e7ec5c51b24735dfb06,1,assistant,cpp,0,0,0,0,25,0,0.0
06812150cbbe3e7ec5c51b24735dfb06,2,assistant,cpp,0,0,0,0,55,0,0.0
06812150cbbe3e7ec5c51b24735dfb06,3,assistant,cpp,0,0,0,1,17,1,58.82
06812150cbbe3e7ec5c51b24735dfb06,4,undefined,undefined,0,0,1,0,0,1,0
068f9fde5dd0abbf01cc360230d3750e,1,assistant,cpp,0,0,0,0,9,0,0.0
068f9fde5dd0abbf01cc360230d3750e,2,assistant,cpp,0,0,0,0,9,0,0.0
068f9fde5dd0abbf01cc360230d3750e,4,undefined,undefined,1,0,0,0,0,1,0
068f9fde5dd0abbf01cc360230d3750e,5,undefined,undefined,1,0,0,0,0,1,0
06a285c2743692ed0c9cbf4feec3d611,1,assistant,cpp,1,1,1,0,47,3,63.83
06a285c2743692ed0c9cbf4feec3d611,2,assistant,cpp,1,0,1,0,18,2,111.11
06a285c2743692ed0c9cbf4feec3d611,3,assistant,cpp,1,0,1,0,34,2,58.82
06a285c2743692ed0c9cbf4feec3d611,4,assistant,cpp,1,1,1,0,71,3,42.25
06a285c2743692ed0c9cbf4feec3d611,5,assistant,cpp,1,0,0,0,14,1,71.43
06a285c2743692ed0c9cbf4feec3d611,6,assistant,cpp,1,0,2,0,43,3,69.77
06a285c2743692ed0c9cbf4feec3d611,7,assistant,cpp,1,0,1,0,49,2,40.82
06a285c2743692ed0c9cbf4feec3d611,8,assistant,cpp,1,1,1,0,67,3,44.78
06a285c2743692ed0c9cbf4feec3d611,9,assistant,cpp,1,1,1,0,61,3,49.18
06cfa397b64bae33bc56f1ddf577741f,1,assistant,cpp,0,0,0,0,8,0,0.0
06cfa397b64bae33bc56f1ddf577741f,2,assistant,cpp,0,0,1,0,48,1,20.83
06cfa397b64bae33bc56f1ddf577741f,3,undefined,undefined,1,0,1,0,0,2,0
06d6b249637b5afbc549bec5ee1e8a99,1,assistant,cpp,0,0,0,0,6,0,0.0
06d6b249637b5afbc549bec5ee1e8a99,2,assistant,cpp,1,0,0,0,11,1,90.91
06d6b249637b5afbc549bec5ee1e8a99,3,assistant,cpp,0,0,0,1,17,1,58.82
0712d13a8083b7c461c2eb2f0cafb85f,1,assistant,cpp,0,0,1,0,20,1,50.0
0712d13a8083b7c461c2eb2f0cafb85f,2,assistant,cpp,0,0,1,0,20,1,50.0
0712d13a8083b7c461c2eb2f0cafb85f,3,assistant,cpp,0,0,1,0,28,1,35.71
074b3d0e35db59d36ac3966b2e1e02ba,1,assistant,cpp,1,0,0,0,57,1,17.54
074b3d0e35db59d36ac3966b2e1e02ba,2,assistant,cpp,1,0,0,0,48,1,20.83
074b3d0e35db59d36ac3966b2e1e02ba,3,assistant,cpp,1,0,0,0,58,1,17.24
07692e18ec6751629f12af5c04ddc732,1,assistant,cpp,0,0,0,0,28,0,0.0
07692e18ec6751629f12af5c04ddc732,2,assistant,cpp,1,0,0,0,30,1,33.33
07692e18ec6751629f12af5c04ddc732,4,undefined,undefined,1,0,0,0,0,1,0
07b4ee469845e261c7382d9c9d3f690b,1,assistant,cpp,0,0,0,0,17,0,0.0
07b4ee469845e261c7382d9c9d3f690b,2,assistant,cpp,0,0,0,0,31,0,0.0
07b4ee469845e261c7382d9c9d3f690b,3,undefined,undefined,0,0,1,0,0,1,0
07de3ff7bd595d32f1123a43d95db1fb,1,assistant,cpp,1,0,0,0,53,1,18.87
07de3ff7bd595d32f1123a43d95db1fb,2,assistant,cpp,1,0,0,0,35,1,28.57
07e1a9494e89288bebd85bba8d834146,1,assistant,cpp,1,0,0,0,77,1,12.99
07e1a9494e89288bebd85bba8d834146,2,assistant,cpp,1,0,0,0,85,1,11.76
0841f8ffa54979f76899f56668e3daed,1,assistant,cpp,1,0,0,0,21,1,47.62
085fe887f39cfcf6d9e67a9adc9be965,1,assistant,cpp,1,0,1,0,68,2,29.41
085fe887f39cfcf6d9e67a9adc9be965,2,assistant,cpp,1,0,1,0,81,2,24.69
085fe887f39cfcf6d9e67a9adc9be965,3,assistant,cpp,0,0,0,0,22,0,0.0
085fe887f39cfcf6d9e67a9adc9be965,4,assistant,cpp,0,0,0,0,22,0,0.0
085fe887f39cfcf6d9e67a9adc9be965,5,assistant,cpp,0,0,0,0,23,0,0.0
085fe887f39cfcf6d9e67a9adc9be965,6,assistant,cpp,0,0,0,0,29,0,0.0
08620f84c791fbfa50496ad0d6c632fb,1,assistant,cpp,0,0,0,0,17,0,0.0
08620f84c791fbfa50496ad0d6c632fb,2,undefined,undefined,0,0,1,0,0,1,0
0862b91ef8450ec7fac7c56139b639dd,1,assistant,cpp,0,0,0,0,54,0,0.0
0862b91ef8450ec7fac7c56139b639dd,2,undefined,undefined,1,1,0,0,0,2,0
087960fed2a33fa10cd7da14de5f681a,1,assistant,cpp,1,0,0,0,9,1,111.11
087960fed2a33fa10cd7da14de5f681a,2,assistant,cpp,0,0,0,0,9,0,0.0
087960fed2a33fa10cd7da14de5f681a,4,undefined,undefined,1,0,0,0,0,1,0
087a35f19aa8387db740022353e720a2,1,assistant,cpp,1,0,1,0,25,2,80.0
087a35f19aa8387db740022353e720a2,2,assistant,cpp,1,0,0,0,17,1,58.82
087a35f19aa8387db740022353e720a2,3,assistant,cpp,1,0,1,0,12,2,166.67
087a35f19aa8387db740022353e720a2,4,assistant,cpp,0,0,1,0,4,1,250.0
087a35f19aa8387db740022353e720a2,5,assistant,cpp,0,0,0,0,3,0,0.0
087a35f19aa8387db740022353e720a2,6,assistant,cpp,0,0,0,0,2,0,0.0
087a35f19aa8387db740022353e720a2,7,assistant,cpp,0,0,1,0,8,1,125.0
087a35f19aa8387db740022353e720a2,8,assistant,cpp,1,0,1,0,26,2,76.92
087a35f19aa8387db740022353e720a2,9,assistant,cpp,1,0,0,0,85,1,11.76
087a35f19aa8387db740022353e720a2,10,assistant,cpp,1,0,1,0,44,2,45.45
087a35f19aa8387db740022353e720a2,11,assistant,cpp,1,0,1,0,24,2,83.33
087a35f19aa8387db740022353e720a2,12,assistant,cpp,0,0,0,0,16,0,0.0
087a35f19aa8387db740022353e720a2,13,assistant,cpp,0,0,0,0,2,0,0.0
087a35f19aa8387db740022353e720a2,14,assistant,cpp,0,0,0,1,7,1,142.86
08b4b32115e2ffb20cba445b5f1b4cef,1,assistant,cpp,0,0,0,0,5,0,0.0
08b4b32115e2ffb20cba445b5f1b4cef,2,assistant,cpp,0,0,0,1,33,1,30.3
08b4b32115e2ffb20cba445b5f1b4cef,3,assistant,cpp,1,0,0,0,32,1,31.25
08b4b32115e2ffb20cba445b5f1b4cef,4,assistant,cpp,1,0,0,0,34,1,29.41
08b4b32115e2ffb20cba445b5f1b4cef,5,undefined,undefined,1,0,0,0,0,1,0
09087555f410eea39fe846e2d70fc689,1,assistant,cpp,0,0,0,0,29,0,0.0
09087555f410eea39fe846e2d70fc689,2,assistant,cpp,0,0,0,0,60,0,0.0
09087555f410eea39fe846e2d70fc689,3,assistant,cpp,0,0,0,0,61,0,0.0
093988a4c52876060952f8855c0fe819,1,assistant,cpp,1,0,1,0,38,2,52.63
093988a4c52876060952f8855c0fe819,2,assistant,cpp,0,0,0,0,41,0,0.0
093988a4c52876060952f8855c0fe819,3,assistant,cpp,0,0,0,0,38,0,0.0
093988a4c52876060952f8855c0fe819,4,assistant,cpp,1,0,0,1,28,2,71.43
093988a4c52876060952f8855c0fe819,5,assistant,cpp,1,0,1,0,13,2,153.85
093988a4c52876060952f8855c0fe819,6,assistant,cpp,1,0,1,0,12,2,166.67
093988a4c52876060952f8855c0fe819,7,assistant,cpp,1,0,1,0,31,2,64.52
093988a4c52876060952f8855c0fe819,8,assistant,cpp,0,0,0,0,22,0,0.0
093988a4c52876060952f8855c0fe819,9,assistant,cpp,0,0,0,0,3,0,0.0
093988a4c52876060952f8855c0fe819,10,assistant,cpp,0,0,1,0,30,1,33.33
093988a4c52876060952f8855c0fe819,11,assistant,cpp,1,0,1,0,6,2,333.33
093988a4c52876060952f8855c0fe819,12,assistant,cpp,0,0,0,0,6,0,0.0
093988a4c52876060952f8855c0fe819,18,undefined,undefined,1,0,1,0,0,2,0
093988a4c52876060952f8855c0fe819,20,undefined,undefined,1,0,1,0,0,2,0
093988a4c52876060952f8855c0fe819,22,undefined,undefined,1,0,1,0,0,2,0
09460929bb0f32e873e146551b5a0edd,1,assistant,cpp,0,0,0,0,12,0,0.0
09460929bb0f32e873e146551b5a0edd,2,assistant,cpp,0,0,0,1,9,1,111.11
094d42fe17107b37521da25db3134342,1,assistant,cpp,1,0,0,0,16,1,62.5
094d42fe17107b37521da25db3134342,2,assistant,cpp,1,0,1,0,28,2,71.43
0951607063ded424b9b3b0b82638b993,1,assistant,cpp,0,0,0,0,3,0,0.0
0951607063ded424b9b3b0b82638b993,2,assistant,cpp,0,0,0,0,3,0,0.0
0964070a99046a244239f64504edbd16,1,assistant,cpp,0,0,0,0,19,0,0.0
0964070a99046a244239f64504edbd16,2,assistant,cpp,1,0,1,0,16,2,125.0
0964070a99046a244239f64504edbd16,3,assistant,cpp,1,0,0,0,12,1,83.33
0964070a99046a244239f64504edbd16,4,assistant,cpp,0,0,0,0,10,0,0.0
0964070a99046a244239f64504edbd16,5,assistant,cpp,1,0,0,0,11,1,90.91
0964070a99046a244239f64504edbd16,6,undefined,undefined,1,0,0,0,0,1,0
0964070a99046a244239f64504edbd16,7,undefined,undefined,1,0,1,0,0,2,0
0979bd5272d1d38eca0937d58044a404,1,assistant,cpp,0,0,0,0,34,0,0.0
099f929ffa4e5f32f8d04eeeac9f3ad3,1,assistant,cpp,1,0,0,0,30,1,33.33
099f929ffa4e5f32f8d04eeeac9f3ad3,2,assistant,cpp,0,0,0,1,61,1,16.39
099f929ffa4e5f32f8d04eeeac9f3ad3,3,assistant,cpp,0,0,0,1,43,1,23.26
