language,conversation_id,turn,issue_count
python,c759c4be00b5b6f3ed6c793b26e32198,1,3
python,7932aebf3c203d19469ee1840a71919f,1,4
python,7932aebf3c203d19469ee1840a71919f,2,4
python,7932aebf3c203d19469ee1840a71919f,3,5
python,7932aebf3c203d19469ee1840a71919f,4,5
python,7932aebf3c203d19469ee1840a71919f,5,4
python,1c42be4f6e30f7ecd3255f0a280b06a5,1,2
python,1c42be4f6e30f7ecd3255f0a280b06a5,2,3
python,1c42be4f6e30f7ecd3255f0a280b06a5,3,6
python,5c1e536241576e233698f9d499d7a5a4,1,1
python,5c1e536241576e233698f9d499d7a5a4,2,2
python,5c1e536241576e233698f9d499d7a5a4,3,5
python,5c1e536241576e233698f9d499d7a5a4,4,5
python,5c1e536241576e233698f9d499d7a5a4,5,5
python,673e2ece61551cd2ca152e3d4b504faa,1,4
python,e9f5ba008f6a75c7b7df681c08a20b75,1,2
python,e9f5ba008f6a75c7b7df681c08a20b75,2,2
python,215238734b63f004ac27502a029ad64a,1,4
python,215238734b63f004ac27502a029ad64a,2,6
python,8ff6806d5aee3cd73190a59c1e192118,1,1
python,8ff6806d5aee3cd73190a59c1e192118,2,3
python,fc15cebae89d8a6917d3942c4cb11817,1,4
python,fc15cebae89d8a6917d3942c4cb11817,2,3
python,cff16097f457b4501f2888a7211739c7,1,2
python,cff16097f457b4501f2888a7211739c7,2,3
python,ffff7ca7343a8be7593bf52e920672a3,1,4
python,ffff7ca7343a8be7593bf52e920672a3,2,4
python,134042f193077f06d5e99d0eb950f48b,1,2
python,134042f193077f06d5e99d0eb950f48b,2,1
python,cd1531a99ac7b8dad599df351cc1bd12,1,4
python,4b64af4ee6f053c757cf2f71182836e0,1,7
python,f9a8c049c36c42c476663f7a31693039,1,7
python,f9a8c049c36c42c476663f7a31693039,2,5
python,e3a1e6027e914bf1325fb25f17addb54,1,2
python,4e0ce8cb21e8bad4096ef1d7acfa90a8,1,4
python,4e0ce8cb21e8bad4096ef1d7acfa90a8,2,8
python,ee89a1f811355c4d079a4a8baef3afef,1,8
python,ee89a1f811355c4d079a4a8baef3afef,2,8
python,ee89a1f811355c4d079a4a8baef3afef,3,5
python,396c0b0ab070fb2d9006c830b1200d5f,1,2
python,396c0b0ab070fb2d9006c830b1200d5f,2,6
python,944bc7e4654519cd1e7bfcd783599f24,1,1
python,4946e97208c90937d5781ef68968ec31,1,3
python,4946e97208c90937d5781ef68968ec31,2,6
python,4946e97208c90937d5781ef68968ec31,3,2
python,4946e97208c90937d5781ef68968ec31,4,6
python,337b0755d936292d55c158acadd62119,1,2
python,337b0755d936292d55c158acadd62119,2,2
python,337b0755d936292d55c158acadd62119,3,1
python,337b0755d936292d55c158acadd62119,4,2
python,337b0755d936292d55c158acadd62119,5,2
python,337b0755d936292d55c158acadd62119,6,2
python,a4085faf6ee94426b15256906f17f793,1,5
python,a4085faf6ee94426b15256906f17f793,2,5
python,61d89f56489dd42e0e5da01a1b2a4751,1,6
python,61d89f56489dd42e0e5da01a1b2a4751,2,6
python,61d89f56489dd42e0e5da01a1b2a4751,3,6
python,9b094c4614720e02d74f6f50da1d6a66,1,5
python,9b094c4614720e02d74f6f50da1d6a66,2,5
python,c03ffcd2c71a3cb2fbebc1088872909b,1,2
python,c03ffcd2c71a3cb2fbebc1088872909b,2,2
python,260e1c7c046fab2bbdd9b89a99099f71,1,5
python,260e1c7c046fab2bbdd9b89a99099f71,2,5
python,260e1c7c046fab2bbdd9b89a99099f71,3,5
python,741383457f41e8120b82c821fd664688,1,4
python,741383457f41e8120b82c821fd664688,2,7
python,741383457f41e8120b82c821fd664688,3,4
python,741383457f41e8120b82c821fd664688,4,7
python,7de639297db5d9ba8f7d9d115d45a128,1,7
python,7de639297db5d9ba8f7d9d115d45a128,2,3
python,7de639297db5d9ba8f7d9d115d45a128,3,5
python,7de639297db5d9ba8f7d9d115d45a128,4,7
python,7de639297db5d9ba8f7d9d115d45a128,5,8
python,7d8b3732bb232ba0aa9bcca5ca605b8b,1,3
python,7d8b3732bb232ba0aa9bcca5ca605b8b,2,3
python,7d8b3732bb232ba0aa9bcca5ca605b8b,3,3
python,7d8b3732bb232ba0aa9bcca5ca605b8b,4,3
python,ebe2c3fe93066e78a9e9b2b118fb9192,1,3
python,ebe2c3fe93066e78a9e9b2b118fb9192,2,3
python,ebe2c3fe93066e78a9e9b2b118fb9192,3,1
python,ebe2c3fe93066e78a9e9b2b118fb9192,4,2
python,f86b4340f9e72ecb57708ce7de9c5893,1,6
python,f86b4340f9e72ecb57708ce7de9c5893,2,6
python,bfbda10cf9a5a2d9ac8b7e10dd528adc,1,5
python,bfbda10cf9a5a2d9ac8b7e10dd528adc,2,4
python,de9f2c036df52dd1c98694639271aeb4,1,5
python,de9f2c036df52dd1c98694639271aeb4,2,4
python,ef4f68564a8139c5054301b2f6659e29,1,4
python,e4f2608620a5def807e516b311c3b0f9,1,3
python,e4f2608620a5def807e516b311c3b0f9,2,2
python,48af970d5e1fef7f9a6e42778cdbb411,1,6
python,48af970d5e1fef7f9a6e42778cdbb411,2,6
python,48af970d5e1fef7f9a6e42778cdbb411,3,5
python,69affe5add2d9b90f38831f2742e4426,1,2
python,69affe5add2d9b90f38831f2742e4426,2,2
python,fe58edd6bcab36e9d774b48a3b579a3c,1,2
python,160cb740c935ae985290da401686c6d4,1,1
python,160cb740c935ae985290da401686c6d4,2,3
python,160cb740c935ae985290da401686c6d4,3,3
python,160cb740c935ae985290da401686c6d4,4,4
python,80ba472066e26cd4529bcc90de5939db,1,5
python,80ba472066e26cd4529bcc90de5939db,2,4
python,e3588fa9650407264aa23b34f0acc00e,1,6
python,e3588fa9650407264aa23b34f0acc00e,2,5
python,591922f5786027bd64080a6270d16b39,1,2
python,591922f5786027bd64080a6270d16b39,2,7
python,591922f5786027bd64080a6270d16b39,3,2
python,591922f5786027bd64080a6270d16b39,4,6
python,2845a7920027d80752ef2a51208c617e,1,5
python,2845a7920027d80752ef2a51208c617e,2,5
python,144ab51a5aa75406ce0c20de4cee275c,1,3
python,144ab51a5aa75406ce0c20de4cee275c,2,3
python,856e71b601305788c263e5cf46e05f59,1,1
python,856e71b601305788c263e5cf46e05f59,2,1
python,a8de0917cb9f1f166de76a43198fda6e,1,2
python,a8de0917cb9f1f166de76a43198fda6e,2,1
python,a8de0917cb9f1f166de76a43198fda6e,3,2
python,a8de0917cb9f1f166de76a43198fda6e,4,2
python,8573f29dee1a4c41f251ed04bcd265e8,1,2
python,242503e001061aa593db85091000a5c3,1,2
python,242503e001061aa593db85091000a5c3,2,2
python,bee4822f01669c1e3e36041ba9be13ef,1,5
python,bee4822f01669c1e3e36041ba9be13ef,2,3
python,5633a7b80f4a57137dbfcbbb834805aa,1,8
python,5633a7b80f4a57137dbfcbbb834805aa,2,7
python,df370e7f3bbd0b0b4437d299af73cc96,1,10
python,df370e7f3bbd0b0b4437d299af73cc96,2,5
python,df370e7f3bbd0b0b4437d299af73cc96,3,6
python,df370e7f3bbd0b0b4437d299af73cc96,4,5
python,df370e7f3bbd0b0b4437d299af73cc96,5,6
python,2d7d05efb3e277a2554c968cf60b49f1,1,5
python,2d7d05efb3e277a2554c968cf60b49f1,2,6
python,cbcc334152fef57448685c370d34ec84,1,2
python,827f2b2155955a97388530ae491ba9ec,1,3
python,827f2b2155955a97388530ae491ba9ec,2,8
python,73643076555bbc0dae67b096bd158612,1,4
python,73643076555bbc0dae67b096bd158612,2,2
python,73643076555bbc0dae67b096bd158612,3,2
python,73643076555bbc0dae67b096bd158612,4,2
python,73643076555bbc0dae67b096bd158612,5,2
python,73643076555bbc0dae67b096bd158612,6,2
python,704fdb0f726e6d1dea9748f477785fb0,1,9
python,3db5804809252accdf1f5d6c9b08517f,1,4
python,3db5804809252accdf1f5d6c9b08517f,2,3
python,4923192acb2593081f1eb858be1b2b64,1,5
python,4923192acb2593081f1eb858be1b2b64,2,6
python,4923192acb2593081f1eb858be1b2b64,3,6
python,4923192acb2593081f1eb858be1b2b64,4,3
python,4923192acb2593081f1eb858be1b2b64,5,4
python,4923192acb2593081f1eb858be1b2b64,6,6
python,d103f09a64a4aeeca76805d38022b969,1,3
python,0fd6c29f554ffff422575c8d376c72db,1,5
python,0fd6c29f554ffff422575c8d376c72db,2,1
python,0fd6c29f554ffff422575c8d376c72db,3,4
python,855726f6319a86aa7ca9c0a6f6e31092,1,2
python,855726f6319a86aa7ca9c0a6f6e31092,2,2
python,855726f6319a86aa7ca9c0a6f6e31092,3,2
python,83c2f8f71f8a0d572491248e7abdac96,1,3
python,83c2f8f71f8a0d572491248e7abdac96,2,3
python,83c2f8f71f8a0d572491248e7abdac96,3,6
python,83c2f8f71f8a0d572491248e7abdac96,4,5
python,e8337a9a16daebc317efeeddb5c75d9d,1,6
python,2ab085619c4e4dbeee3c5403f1ad1dc5,1,2
python,2ab085619c4e4dbeee3c5403f1ad1dc5,2,2
python,fda09cadfb20e7390794ccff033f128b,1,2
python,fda09cadfb20e7390794ccff033f128b,2,3
python,fda09cadfb20e7390794ccff033f128b,3,2
python,fda09cadfb20e7390794ccff033f128b,4,2
python,fda09cadfb20e7390794ccff033f128b,5,2
python,3d48611b1d9f3fdf911723ed37cab192,1,4
python,710ea2b7a6f42f3db4e91a0f01e71b0f,1,3
python,710ea2b7a6f42f3db4e91a0f01e71b0f,2,2
python,710ea2b7a6f42f3db4e91a0f01e71b0f,3,2
python,710ea2b7a6f42f3db4e91a0f01e71b0f,4,2
python,710ea2b7a6f42f3db4e91a0f01e71b0f,5,2
python,710ea2b7a6f42f3db4e91a0f01e71b0f,6,2
python,aa0c1c8417c734ac36128c538205ea8a,1,12
python,aa0c1c8417c734ac36128c538205ea8a,2,5
python,aa0c1c8417c734ac36128c538205ea8a,3,5
python,aa0c1c8417c734ac36128c538205ea8a,4,12
python,e6462ac611dbe2a6326358592fd7fdd2,1,7
python,e6462ac611dbe2a6326358592fd7fdd2,2,7
python,6642211432bc6d958a29e571cba9d569,1,5
python,6642211432bc6d958a29e571cba9d569,2,5
python,6642211432bc6d958a29e571cba9d569,3,6
python,10f343d3df0e2ac70ed6e03176dff7fb,1,1
python,10f343d3df0e2ac70ed6e03176dff7fb,2,1
python,10f343d3df0e2ac70ed6e03176dff7fb,3,2
python,10f343d3df0e2ac70ed6e03176dff7fb,4,2
python,10f343d3df0e2ac70ed6e03176dff7fb,5,2
python,10f343d3df0e2ac70ed6e03176dff7fb,6,2
python,8cfba19c31e7fa7a1a3bdf60c916a7e8,1,5
python,8cfba19c31e7fa7a1a3bdf60c916a7e8,2,7
python,8cfba19c31e7fa7a1a3bdf60c916a7e8,3,7
python,35fea5d35bf65e13391a215864f46096,1,1
python,35fea5d35bf65e13391a215864f46096,2,2
python,334b909cd5a8a6383216232f45011171,1,1
python,334b909cd5a8a6383216232f45011171,2,1
python,334b909cd5a8a6383216232f45011171,3,1
python,cdb0de225273bb6121f02da17737e3a0,1,4
python,cdb0de225273bb6121f02da17737e3a0,2,3
python,be10edafe0cd8c27325a45ee86c8646f,1,1
python,be10edafe0cd8c27325a45ee86c8646f,2,5
python,be10edafe0cd8c27325a45ee86c8646f,3,2
python,237f36af4bb9de17cc59687c2da06c1f,1,3
python,237f36af4bb9de17cc59687c2da06c1f,2,3
python,237f36af4bb9de17cc59687c2da06c1f,3,3
python,237f36af4bb9de17cc59687c2da06c1f,4,3
python,237f36af4bb9de17cc59687c2da06c1f,5,3
python,b2bb38fbdfb60a16c55f970c673305e2,1,2
python,b2bb38fbdfb60a16c55f970c673305e2,2,2
python,b2bb38fbdfb60a16c55f970c673305e2,3,2
python,b2bb38fbdfb60a16c55f970c673305e2,4,2
python,b2bb38fbdfb60a16c55f970c673305e2,5,2
python,8690acf4233cf39cb02caf31beb850d7,1,3
python,8690acf4233cf39cb02caf31beb850d7,2,2
python,8690acf4233cf39cb02caf31beb850d7,3,2
python,42d1344e2b18e1f0c831c47d0b66548f,1,1
python,42d1344e2b18e1f0c831c47d0b66548f,2,1
python,42d1344e2b18e1f0c831c47d0b66548f,3,1
python,42d1344e2b18e1f0c831c47d0b66548f,4,1
python,42d1344e2b18e1f0c831c47d0b66548f,5,1
python,42d1344e2b18e1f0c831c47d0b66548f,6,1
python,8833984b360081bcd25da27839ef5189,1,4
python,8833984b360081bcd25da27839ef5189,2,3
python,9ed40c2e5237c017b27c43c90474be37,1,2
python,9ed40c2e5237c017b27c43c90474be37,2,1
python,9ed40c2e5237c017b27c43c90474be37,3,1
python,9ed40c2e5237c017b27c43c90474be37,4,2
python,9ed40c2e5237c017b27c43c90474be37,5,4
python,9ed40c2e5237c017b27c43c90474be37,6,2
python,153b9c3a921042250ecf06cbda7ef135,1,2
python,153b9c3a921042250ecf06cbda7ef135,2,2
python,153b9c3a921042250ecf06cbda7ef135,3,3
python,153b9c3a921042250ecf06cbda7ef135,4,2
python,d5f9d4909c9971f8065e1d89876dc482,1,3
python,d5f9d4909c9971f8065e1d89876dc482,2,3
python,d5f9d4909c9971f8065e1d89876dc482,3,3
python,d5f9d4909c9971f8065e1d89876dc482,4,3
python,79cf3d798fdd5a84c3dafe3ac103a28b,1,2
python,79cf3d798fdd5a84c3dafe3ac103a28b,2,3
python,e4cd1f37f3338a5afe8bfaae96c52f72,1,3
python,e4cd1f37f3338a5afe8bfaae96c52f72,2,3
python,e4cd1f37f3338a5afe8bfaae96c52f72,3,2
python,e4cd1f37f3338a5afe8bfaae96c52f72,4,2
python,86da23d8f3276584ca70c020f49572cb,1,3
python,edcfb5f941e9d4a67da690550204ce06,1,6
python,edcfb5f941e9d4a67da690550204ce06,2,6
python,edcfb5f941e9d4a67da690550204ce06,3,4
python,edcfb5f941e9d4a67da690550204ce06,4,6
python,edcfb5f941e9d4a67da690550204ce06,5,8
python,664f745abc5cd08a721ce0dfcb0cc4a1,1,7
python,664f745abc5cd08a721ce0dfcb0cc4a1,2,7
python,664f745abc5cd08a721ce0dfcb0cc4a1,3,7
python,7e098a96733e17ce430d0470ddd21aeb,1,3
python,7e098a96733e17ce430d0470ddd21aeb,2,5
python,7e098a96733e17ce430d0470ddd21aeb,3,2
python,7e098a96733e17ce430d0470ddd21aeb,4,3
python,8a7610013cfaa57ec74b78e5d180ae71,1,2
python,8a7610013cfaa57ec74b78e5d180ae71,2,3
python,8a7610013cfaa57ec74b78e5d180ae71,3,1
python,8a7610013cfaa57ec74b78e5d180ae71,4,3
python,8a7610013cfaa57ec74b78e5d180ae71,5,2
python,90b6041ad77996773913b676094e4941,1,1
python,688082aa7c29efd37cf637e6e264a660,1,2
python,688082aa7c29efd37cf637e6e264a660,2,2
python,688082aa7c29efd37cf637e6e264a660,3,2
python,688082aa7c29efd37cf637e6e264a660,4,3
python,538ddf8f110fa6ad0289968bafc5c68f,1,3
python,4db8ca683b8eb797fca523a806fb3896,1,3
python,4db8ca683b8eb797fca523a806fb3896,2,3
python,94b5373761ce115cdb0bead44787d723,1,1
python,94b5373761ce115cdb0bead44787d723,2,1
python,de1de176c3079fd3d15c70a01fc08d4a,1,5
python,de1de176c3079fd3d15c70a01fc08d4a,2,4
python,9d764e8a0f3129bb34d310b36cbddae2,1,3
python,9d764e8a0f3129bb34d310b36cbddae2,2,3
python,9d764e8a0f3129bb34d310b36cbddae2,3,2
python,9d764e8a0f3129bb34d310b36cbddae2,4,2
python,c29379ed79f41518126a4685f2c41647,1,3
python,c29379ed79f41518126a4685f2c41647,2,5
python,c29379ed79f41518126a4685f2c41647,3,3
python,92e6866119fb0fe03ae2b55f638f37e1,1,1
python,92e6866119fb0fe03ae2b55f638f37e1,2,1
python,92e6866119fb0fe03ae2b55f638f37e1,3,1
python,92e6866119fb0fe03ae2b55f638f37e1,4,3
python,814aef0b69477043c7bdf6698d47d90b,1,5
python,814aef0b69477043c7bdf6698d47d90b,2,3
python,814aef0b69477043c7bdf6698d47d90b,3,3
python,814aef0b69477043c7bdf6698d47d90b,4,3
python,814aef0b69477043c7bdf6698d47d90b,5,3
python,814aef0b69477043c7bdf6698d47d90b,6,3
python,b25b57097135bbe5a371186a9983b979,1,1
python,b25b57097135bbe5a371186a9983b979,2,1
python,38f22f54c542fbd178a2aed4a0f43fe8,1,2
python,38f22f54c542fbd178a2aed4a0f43fe8,2,2
python,d6070273d7c44731d7f608925c872d80,1,3
python,d6070273d7c44731d7f608925c872d80,2,2
python,d6070273d7c44731d7f608925c872d80,3,4
python,d6070273d7c44731d7f608925c872d80,4,3
python,d6070273d7c44731d7f608925c872d80,5,4
python,5b830d0d0d0bcc3349882f9badc78d02,1,3
python,5b830d0d0d0bcc3349882f9badc78d02,2,3
python,5b830d0d0d0bcc3349882f9badc78d02,3,4
python,5b830d0d0d0bcc3349882f9badc78d02,4,4
python,5b830d0d0d0bcc3349882f9badc78d02,5,4
python,5b830d0d0d0bcc3349882f9badc78d02,6,4
python,6ccaf2b5c90ed3e4b6b38da3ce12884f,1,3
python,6ccaf2b5c90ed3e4b6b38da3ce12884f,2,3
python,8c919b68839a8aa581746d7d4957f3f0,1,3
python,8c919b68839a8aa581746d7d4957f3f0,2,3
python,8c919b68839a8aa581746d7d4957f3f0,3,3
python,8c919b68839a8aa581746d7d4957f3f0,4,3
python,8c919b68839a8aa581746d7d4957f3f0,5,4
python,8c919b68839a8aa581746d7d4957f3f0,6,5
python,ead39d5b1c8efcb8a9b73c795bca9c69,1,4
python,ead39d5b1c8efcb8a9b73c795bca9c69,2,3
python,ead39d5b1c8efcb8a9b73c795bca9c69,3,2
python,ead39d5b1c8efcb8a9b73c795bca9c69,4,3
python,ead39d5b1c8efcb8a9b73c795bca9c69,5,3
python,ead39d5b1c8efcb8a9b73c795bca9c69,6,3
python,f83a190a1a062a93b30c2cd010cc93c6,1,4
python,f83a190a1a062a93b30c2cd010cc93c6,2,8
python,f83a190a1a062a93b30c2cd010cc93c6,3,9
python,94fb61faaf254758c65aed4812cedcd0,1,1
python,e2c64c3964d7ea1f54951ae87641b484,1,2
python,e2c64c3964d7ea1f54951ae87641b484,2,5
python,d04d0b71390bd5362a28b2276f0930cb,1,4
python,d04d0b71390bd5362a28b2276f0930cb,2,5
python,d04d0b71390bd5362a28b2276f0930cb,3,4
python,d04d0b71390bd5362a28b2276f0930cb,4,5
python,d04d0b71390bd5362a28b2276f0930cb,5,5
python,08c5f4691db506e113100118d948cb2c,1,5
python,08c5f4691db506e113100118d948cb2c,2,2
python,08c5f4691db506e113100118d948cb2c,3,4
python,08c5f4691db506e113100118d948cb2c,4,3
python,08c5f4691db506e113100118d948cb2c,5,6
python,08c5f4691db506e113100118d948cb2c,6,10
python,81327747c1e2e5e6a03554bee2996fbe,1,6
python,19879253620267f0a46e3139def99925,1,5
python,19879253620267f0a46e3139def99925,2,7
python,19879253620267f0a46e3139def99925,3,7
python,19879253620267f0a46e3139def99925,4,6
python,19879253620267f0a46e3139def99925,5,2
python,a5767f094e4d5ba0c14d57a8a114165e,1,3
python,a5767f094e4d5ba0c14d57a8a114165e,2,8
python,a5767f094e4d5ba0c14d57a8a114165e,3,8
python,a5767f094e4d5ba0c14d57a8a114165e,4,9
python,a5767f094e4d5ba0c14d57a8a114165e,5,1
python,8268670a27fedf8719025ad296c9723c,1,6
python,8268670a27fedf8719025ad296c9723c,2,5
python,8268670a27fedf8719025ad296c9723c,3,5
python,4ff51745feb947655cbdcad9756902f7,1,4
python,4ff51745feb947655cbdcad9756902f7,2,8
python,4ff51745feb947655cbdcad9756902f7,3,6
python,4ff51745feb947655cbdcad9756902f7,4,7
python,4ff51745feb947655cbdcad9756902f7,5,5
python,4ff51745feb947655cbdcad9756902f7,6,4
python,b45f7d52c5cc05e825cadc1eb33bfadc,1,10
python,b45f7d52c5cc05e825cadc1eb33bfadc,2,7
python,b45f7d52c5cc05e825cadc1eb33bfadc,3,6
python,b45f7d52c5cc05e825cadc1eb33bfadc,4,6
python,b45f7d52c5cc05e825cadc1eb33bfadc,5,9
python,b45f7d52c5cc05e825cadc1eb33bfadc,6,5
python,ba3de905df89df3ece109fa177e0eae4,1,7
python,7bcacac328b775fc6d073a1e19a2f646,1,4
python,7bcacac328b775fc6d073a1e19a2f646,2,5
python,150c37335f6de2b172a438e576ed936e,1,4
python,150c37335f6de2b172a438e576ed936e,2,5
python,889b4d93e91fcdf2e2ec6304e71a9760,1,4
python,889b4d93e91fcdf2e2ec6304e71a9760,2,5
python,b01bfb5435f98f17b839310607b40036,1,2
python,b01bfb5435f98f17b839310607b40036,2,3
python,b01bfb5435f98f17b839310607b40036,3,1
python,b01bfb5435f98f17b839310607b40036,4,3
python,b01bfb5435f98f17b839310607b40036,5,3
python,a917ade505793a1810328e9edf8dda77,1,4
python,a917ade505793a1810328e9edf8dda77,2,2
python,b9b2aa0783caa91415a02a3bf4a0932d,1,2
python,27f89f910c2bc364afbd8b35fc411ac3,1,1
python,27f89f910c2bc364afbd8b35fc411ac3,2,3
python,27f89f910c2bc364afbd8b35fc411ac3,3,3
python,3ac5cf90a27f71dbb434cbc227ec7672,1,3
python,3ac5cf90a27f71dbb434cbc227ec7672,2,3
python,3ac5cf90a27f71dbb434cbc227ec7672,3,3
python,3ac5cf90a27f71dbb434cbc227ec7672,4,3
python,3ac5cf90a27f71dbb434cbc227ec7672,5,5
python,3ac5cf90a27f71dbb434cbc227ec7672,6,3
python,e38ea63e664f4f67217a015ec1d0bdba,1,2
python,e38ea63e664f4f67217a015ec1d0bdba,2,4
python,e38ea63e664f4f67217a015ec1d0bdba,3,2
python,e38ea63e664f4f67217a015ec1d0bdba,4,2
python,8c39d07b34b895315bee1ddbea554f96,1,3
python,8c39d07b34b895315bee1ddbea554f96,2,3
python,8c39d07b34b895315bee1ddbea554f96,3,3
python,47cead25b07312dd35c78a38bc59be78,1,3
python,47cead25b07312dd35c78a38bc59be78,2,5
python,47cead25b07312dd35c78a38bc59be78,3,3
python,47cead25b07312dd35c78a38bc59be78,4,6
python,debe9f5433bf8f950b9cc2081141c412,1,6
python,debe9f5433bf8f950b9cc2081141c412,2,4
python,debe9f5433bf8f950b9cc2081141c412,3,5
python,debe9f5433bf8f950b9cc2081141c412,4,1
python,6ef2ac5ef43f3cd56f4a3bb57fa4969f,1,6
python,6ef2ac5ef43f3cd56f4a3bb57fa4969f,2,6
python,134adb79ea5074aa35db5826750a067b,1,2
python,134adb79ea5074aa35db5826750a067b,2,4
python,134adb79ea5074aa35db5826750a067b,3,4
python,88abcbb17952c1f0d50e35baa2f7f9ec,1,1
python,88abcbb17952c1f0d50e35baa2f7f9ec,2,1
python,88abcbb17952c1f0d50e35baa2f7f9ec,3,2
python,88abcbb17952c1f0d50e35baa2f7f9ec,4,2
python,88abcbb17952c1f0d50e35baa2f7f9ec,5,3
python,88abcbb17952c1f0d50e35baa2f7f9ec,6,3
python,71476f7b39011f0da37466c8a7ea870d,1,3
python,6d281c7759f2f69c88554bbfeb7e647c,1,3
python,6d281c7759f2f69c88554bbfeb7e647c,2,3
python,649133ef584ce46e087d3a87d6f1f0f5,1,5
python,649133ef584ce46e087d3a87d6f1f0f5,2,4
python,35b04b45843e3df87faab644d38d9d6e,1,8
python,35b04b45843e3df87faab644d38d9d6e,2,7
python,387695a0692d74f50503ceffeeaa4780,1,6
python,387695a0692d74f50503ceffeeaa4780,2,6
python,7e9479892dc1cd80311236d0060d20ec,1,1
python,7e9479892dc1cd80311236d0060d20ec,2,1
python,7e9479892dc1cd80311236d0060d20ec,3,1
python,7e9479892dc1cd80311236d0060d20ec,4,1
python,7e9479892dc1cd80311236d0060d20ec,5,1
python,7e9479892dc1cd80311236d0060d20ec,6,2
python,e741864330c3be918973b1c1bdc843e9,1,4
python,e741864330c3be918973b1c1bdc843e9,2,4
python,e741864330c3be918973b1c1bdc843e9,3,3
python,ce7609dc9ecf3e9841b0f92d616d3e10,1,2
python,ce7609dc9ecf3e9841b0f92d616d3e10,2,3
python,80d8847d083a24ff860e82db2203f2ab,1,1
python,80d8847d083a24ff860e82db2203f2ab,2,1
python,80d8847d083a24ff860e82db2203f2ab,3,2
python,80d8847d083a24ff860e82db2203f2ab,4,1
python,80d8847d083a24ff860e82db2203f2ab,5,2
python,80d8847d083a24ff860e82db2203f2ab,6,1
python,ac4bf594e38d4b6fe9a901b9ada3fa2b,1,3
python,ac4bf594e38d4b6fe9a901b9ada3fa2b,2,3
python,ac4bf594e38d4b6fe9a901b9ada3fa2b,3,3
python,8bcf1939d30b235bdb3767a15d338db5,1,1
python,76dbb3839901271c93aba7670bfdb534,1,3
python,76dbb3839901271c93aba7670bfdb534,2,3
python,76dbb3839901271c93aba7670bfdb534,3,3
python,5db680ae01eeab434b5e474cf238a5d8,1,1
python,5db680ae01eeab434b5e474cf238a5d8,2,1
python,365fc7f4d65e2445a15832ed5f80e057,1,5
python,365fc7f4d65e2445a15832ed5f80e057,2,6
python,356bd84dc2e89736bb14d57b82615cc4,1,3
python,356bd84dc2e89736bb14d57b82615cc4,2,2
python,356bd84dc2e89736bb14d57b82615cc4,3,2
