conversation_id,distinct_language_count
00db064dfb99a582cc334b760ff74317,1
00db96d91742705d7ba4fe15bb34a508,1
00dd0175aa4865992c354eceed7807e9,1
00dd4985cd085501e3b276fea12df62e,2
00dd534ee8323e5cf463b98021f8d4e7,1
00dda105e364c63ae0ef71fa96483d47,2
00deb2dc83ccf4122cc7b9866e3d412d,1
00df38327ccb280ada9a09f4b963ed83,1
00df4a56cbc3751ac4754b6ea54a2161,1
00e1f1dd622174c9504819ecc70272cf,1
00e220a9e08c1324f742291a5b6d2452,1
00e28bf2477f551a4713bf1d220d04d0,1
00e4863f89ea405e826ff8eb6a1fca36,1
00e6a2830f8073153004e8db1eedb02e,1
00e6e3c1a729b5e332373cc3617d0cbf,1
00e74dd4ed61739d8d2839c485d05cd3,1
00e92da7cf3d6ad6c4d408be9d08152f,1
00ea8b6bfb1081a7f6f359e19cbf41a3,2
00eba41ef730470ef1b0235fadc0c1b3,1
00ec10718b1a41065b3b9a8c8640a9b2,1
00ed33571aebc24efee6892b8ce18dc8,1
00eec99788ef5c9a9c86ed8bd4d5f9ee,2
00eefc81a12f256d90ff2d69683779b2,1
00efd6779475d87bfb831edd4ed924d2,2
00f3472513de49ba31f3629b5bd9776c,2
00f3ab3a01ab365e29c9f2fe17c15f7d,1
00f64e6f8f96942e8d64eb0329bb3200,2
00f6d81b67834fe728da9fee5343abfa,1
00f72d122d8b882c44fd83190faf5b59,1
00f9e3fb7f7befce2bef4badf4a63788,1
00fa11b5be8dd7284edd549b16ee64e1,1
00fa4352b706ed723374f76ad4d10568,1
00faf14d6c186161926f8f3844ef201e,2
00fef63470b32f236fee2a25cf3a9fe7,1
00fefb9e5baeda1a626fe237d84ad6fe,1
01006485c4f13806cbeb8fd0fbab5dd8,1
0100f399cc3fc3cf9349f7d8d0a0f8f4,1
0102651658968b6d7436b90d8009450a,2
01067813def9638902c25dd9fcacc73f,1
01091696adeafee2253cb4d4bf880d40,1
010a30a30b31441c02223e9a3506985c,1
010c57d083cc09f1011a341c745f7ec4,1
010c91c692a0cf97deb7f9d5679198fd,1
010ca25a2a4da9f229af2bce638bd0e2,1
010e3c33a7a48eab5003123ee2785b90,1
010f010a2378cd22aed5df19a250d640,1
010f2ef0ffa52db7f423a1d51a4dfa4f,2
01108130f23b15e00e271d0c87b18541,3
0110dae1efc172faa124a588f0cde198,2
0110e8073951936d61291dd13b0ad190,1
0111c2c94fe747b0ec620be4e9da2975,1
0111cf59f137304f9e1a8eed8a56a797,1
011210193fe9d89450d6ca217c541c30,1
011343cd383ae28eea7e9d7fcff0bc0d,1
0115ea08e8279a186edaa8847bc22cf7,1
011608be6c193e818daa85b4aa8a6fe1,1
011660eb1c43941544ef7f665b762523,4
0117b0dc9e59fb5a8c233bf5a72e93ec,1
01181df63f2cc448991ebf687a4da1b1,1
0118aa7fd8491ffe74b0b40ec5b21daa,1
0118f3bf72d4f427da568ced6f9b67f8,1
0119099e125be1ca4b5a5537e36742a0,1
011bb676fcb7a4773996c1944bd9798b,2
011bf0be0ccaaa375a38823325391224,1
011c19dcc76297a358ac5fd655e85cfe,2
011d4d84cd5da3f2133c253999905cf3,1
011db83d5a6c6b05b705a4d857af3e4a,1
011df8c20610101a9236f6aaed223ff8,3
011ec23270354e5e599efc8205f1a068,1
011f4d8702a9f33f4ccc77d1a98a3b49,1
01206cae137e78a76b79f502c526066e,1
0120847999ecef7bed4add1302ac29aa,1
0121ba102eeaa488714d78fa20e5f13b,2
0123173215b95efa8fd309bf47aef798,1
01242f5710eeda5bfcd11b6f2c43f46e,1
01252c065859f20701c655317679b7cd,2
01258be3f4c54a12ad8d1f0328ab4068,1
01269c1982af963c07683139d0b9ad5d,1
0126d88cedececca6c7c127a1c423711,1
0126fddf66c8ea68a60ffa50163fe4f4,1
0127c9d38476f772291c50682218faaf,1
01283610a91661639b9afa74a802bfac,1
0128ef1646f2a6827633d4eec18cbb72,1
01294aa18db39b6f8236e6084b916390,2
012956ae9820e17c746c586a83a7b19b,1
012a49bea682299d899f1e62c5970b82,1
012a4cff32f67601e0105a9e98f0cb70,1
012b4fb9ac688d4ec876022753789b72,1
012bd6ccde88ce29e3914edd3167fde2,1
012d776867c8d9139e5813ad123c378c,1
012df2f18180c08cd64b05bc5ca02dbe,1
012e24088580d4b5286e94af65b2ca61,1
012f0abb9e7a9894bf7b6293a50dfbc7,1
012f4803300e8886a1a343e6fed88c83,2
012ff29ad36a9d569ba21d2cb7727f1b,1
0130e7b72fec2abbcdbd624535cb0ef0,2
0131ce284c46cf84cb8282ec271bd087,2
01324fed13666c327090b83d1d4e43ad,1
013284b0d4d639dbbf8599946a4f6f2d,2
013355ff5cd4c911d151a37729149c1a,1
0134c890e9d50eab414fffeb027fd444,1
0136359cc7434bf534e4ad87896d3c15,1
0136efbfba7a1824e60b06f179820b5b,1
013801bab95dcf411db42fcf49014963,1
0138e2901107c47ce9d6f13f3a186017,1
01390542a0ff3e1f146da4c50ceef110,1
013b51483b308f34e663c9be5ce2392e,1
013c637ec5a47d4ef5a686d4c5c76e2c,1
013d8131e1d852f4f8d0cf2f98ea37c3,2
013db4d39c785b78e5e92b0bc8606cdc,1
013df2c182597c9c5982b0a5101139e4,1
013e7ec659061d10fae78e0081bb5611,1
013fc25cb39cc81bfdfe6b8f293a346c,1
01414bb8e7fdc0ef3bea07424873b6e1,1
014150c72275a50fbdbfa8f8710c5ef8,1
01417bbc44824d3caf1edab1b6b43d7d,1
01421dd59706c1cdb5376059f9d8f745,1
0142d4cb54ba839b489a4821d2917079,1
01438996af9872e59c5be706d60ea95f,1
0143a4a2bf2fb00ebc70f6e613cd44cc,3
0143bd43590f07daf85a99dbe7950048,1
014510269b3045362d8c8a7933ed6c4d,2
0145e2589d0a7553713373b9997f8454,1
01498cb5f34484d093c5922efce55b2a,2
014bb00a700d0c5af8400d2ee7ef9a5d,1
014d525017852953f6c87e1a428c1f62,1
0150533e4f8b7344303ed32175f2e122,1
01515cc6f03bbe0cf54ea10d8116c388,2
0151c6eade45b4aa478af441f0d75722,1
01527d247183c97f65db5c821fbf2bf1,1
01536b09bbc763c9a02afe03807021f8,1
0153ae08741f62aa225797a7a846260c,1
015427bd411f0d40f6c2bbeac14542c9,1
015429765399b2d99662462f8f4c1bcf,2
0154f170e1be64766c3f756e7ee48804,1
0156943a01daf38901b7b87fd9e07e13,1
0156e96567c2047b4f930189fa7e41be,2
01577d67888e6bfb1cf947bfe7b9040d,2
015a477443030b82f806dd400feadd6c,1
015b4d60a08ce481dbda0b0b0bd1411f,1
015c16125832426c37211215f75c90ce,2
015c66b428b8459d4110a01ec06b8f8c,2
015ca39aaac93be75e5005cee7c1c6a7,2
015cc42e90846d214e2ad11be9c35046,2
015de7c4cea031a3fdd883482305ffcf,1
015e24530c08b0f109f17b1880cbab85,3
015ebdc96398d8b70ed1926ee9a3dd3a,2
0161e330385b647ca02601883968f3e3,1
0162ee0926b1ff4168469d8dc8f4f586,1
01654cc42954e929a6dfc3f7b661f62c,1
0165dd5d16fe0c0261db0e24273b6c43,1
0166d20753d3ebe2660ee3486375c3b9,1
0169d35fd69dbd7ed4dab958a72698a9,1
016bf38fbbffe447ee0f490fc2a5619e,1
016c36cd62b975b725e19268c0c98f1f,3
016d1cb434aa2af6750d84deda77fa8e,1
01730ede94976732b5f51bead431f055,1
017592500bf62d465baad25da9971ac3,1
017647b25a420a8b74a644aaa25b2270,1
01769b4ee85a8adef7aa44b7b7c9a798,1
0177c3c23b028e2a2078b5b4ae458258,1
01788af1113f4a65e0fb0a9bc4117aad,2
0178a9fc87063527d5f8754848fbeaaa,1
0179e74ba721c0e22d402383eb870836,1
017af57b1d15cd6cd23c828e3435912d,1
017bd6fcd80d49c418c55afe369b5cae,1
017be631a0f1365e7979afb8f5fc15b1,1
017cc5a2e81bfb9952047bc6d75ff408,1
017d189175c4d7de13564fc6ded4bc17,1
017d2018a93b6933a1efb3ef1b7f00f7,1
017d8b7816445090d363576cb93a369d,2
017eb9a32bb89ee16d77866e6ac15fa1,1
017f499af8709142cbc24c388be9ced1,1
01805ae37106e7b8ba1f118c182f55f3,1
0180e43f0e4eb7b89f7ccbffba08d965,1
018185acd7f003263d633aba5b49b18c,1
0183cb5152ccbcf4d4ffc8d6c054ade8,1
0184029af7443d909d2a53516b8ac114,1
01840e9791e80aa9c818111b294dfd05,2
01846338ff6f4d1e8427687df15e84fe,1
01873f36232222f276dcb41e39f24396,1
01877c55ef11a901f7a5a50f0f750480,1
01884123c0d4fa98ef97e354a303cd0c,1
01896491e244eff89a5f21e9cff62c4e,1
0189b573bd7ba26e2d19dd228ae1bd27,1
0189f5467676cada6ebd9a27e8367ce0,1
0189feb3420aad71a28f404ab52e4de7,3
018a4ae679fec82a39b8ba3e0ea79982,1
018a66302072bdfbccad10b444ab0ecd,1
018a85094fc914b13a3d9ec856d49a35,1
018b7a9bd807ff8821d106066df8a5d5,1
018b7e9193f89f4f9b1d50c5172407fa,1
018c15f1e2902fc0d5a0c89a390b6296,1
018c471eaf1349b4c059563a26c8bcb6,1
018f880509de2e108ea0605718bdf56d,1
0191413267633e3a90c77950073638ec,1
01914c5de1154edc7b199cf07aadde74,1
01919a8426c352f50fef7968055df344,1
01925a51b201f828854c94acd0c316d5,2
01959b548bb5a1dbbfa488ee9967dd6d,1
0195b26fc0159cbb70fb121a3e0114d3,1
01965be605baea72f857c8fe727458b9,1
01972c194fb646315fb343841606c374,1
01972d7008484802855b7a790a8611c1,1
019832b54fdc0705380bec8e4883a1d3,2
01987abdb383fd2fbb873e9a9dd2218b,1
0198ec6079f74fce2780b873e39a3006,1
01993d179e9a0c45e91076a4ff3e4429,1
0199e6810b6df3c731101c8491621da6,2
019c7b100d5bedc2afd200e40668b3c0,1
019ca0d3feab06ab2142c2102d6f9707,1
019d8749b15dd6189f1e91262b13658d,1
01a0c297fa2c8c2d6c75f3de0863337c,1
01a0cf70d69c34c30ea2efe2b043d971,3
01a1625d5cbd4c7f182afc48ea7a8b8a,3
01a430df01ae3a1ad55ad1e5aa601fd8,1
01a4d44870ab813efd3748c4191c2348,1
01a976b85471f5402f598fbf199e6fad,1
01ae734af144a87dff1452290c301ff1,1
01af3607475bceb735c6209d3ec65c82,2
01aff1b2c523e4ba8ac9ff308b06ca89,1
01b0207d08c3902560af915d193ba1e2,1
01b48b7562cafdeca4acef888dc5be74,1
01b511174986b5946a9d764993edfd11,1
01b56760cd14457ce176c149f589e334,1
01b76cb877e33169af3dd267309c890e,1
01b87738d9934ee1dd1eb1d26ce457cf,1
01b8ca8705de320696e9b9c3f1115c61,1
01ba759a1a2e2981f7bc6fbc4182a4d8,1
01bbb6e03d5202370dc4186f22be89c2,1
01bcc4e807e3c39aaf647a1c4e9349bd,1
01bcde2d387911c8da88fe257b2a2ca1,1
01bd2da7c7a3683be2376f71716fe046,1
01bd5088438a9ae361ef407da52ff355,2
01be4fc6642ebde592676b1fa24e54c8,1
01beba47a4d28c16a1f9fec10fec2015,1
01bf735cce675bde918845d1a27ddf4e,2
01bfa3ef1125e328086a197af112fe44,1
01bfd56883a7fcba551ed1686e4c5ab3,1
01c1e36c87886e79823e8916b66c3dad,3
01c34190886f4533b76e1e298afab4ea,3
01c454962412ff85b49bdbf9ec4eebb7,1
01c50493ed78e6d99f7d16a58e630983,3
01c61ab55900de5d6171fca6d7408c2c,1
01c8ee772ce5161e314547768f28e91a,1
01c99b3c6b1755b47dae1da9b32210c7,2
01ca5536e1670275c5431ff2247e411a,3
01cd0eac71522454e5d5603b38b794da,1
01ce20a53a75e9c8416f3dc606b6b91d,1
01cec2c90c5b316e88879432711e72ab,2
01d08531c1165663d60ac96bda916c5f,2
01d101341b3b7d7eb66e12584b6c9edd,1
01d106d873081f923a4a1c8cc36c58d6,1
01d1e3772cb83d8b717bd9e5770633c9,2
01d2c98f0afb458bf0fe7d535438da51,1
01d3363578fda8bb163b267ff4454d1a,1
01d397e635bfb0e4c626f22f44cfaa61,1
01d3ae389398a909d8e6e1b906e95749,4
01d400b390264d2b7af72fb33c8a9bf1,1
01d52baf637327e85e0a665c477c8094,1
01d561400e93e9ad98b0355e1b44a57e,1
01d59dda1a1de8cacb85904b0c12b359,1
01d5fe91c759ad79a0903f576c80d845,1
01d6e47f73c0b6e89f5adadd0d857b24,1
01d6ee21e8839813132f9ba29fa51956,2
01d723aad40f98b6740147d6d7b8a8ea,1
01d76ccc9de8f96d9002a3576f5df15e,1
01d949097e7bdc42224d8ac7c98221a8,2
01dcd1afb057cb2957ace79a1b95a343,1
01dd60a0222c02e43c2a04e6bd5985ed,1
01e041a3a42e84557b883d4309064eb6,2
01e0d3879b985e8e9de764c80ae6e0a6,1
01e0ee2016350dbbe5d05d7fa1a648e5,1
01e1dad40343282dd67260447f8ad476,1
01e29922fc31e8ae091dd0cadca2c3e9,1
01e2e324be0678d7e7ecd79346996777,1
01e48f475f07d147f108ee3734b2ffdf,1
01e5430ec7114510d74e1864e861d445,1
01e9c53e606fe0fb5b4f65eb122b3793,1
01ea4b53a5c778f34424e746731ba716,2
01eab6a283e55c681bb3b46f4fe3364e,1
01eb8da3551279170e186bee43dc9bc1,1
01ed32aeb43eb9b68973ea21f9d74066,1
01ed8395a67dc5ad67df2ae3e3364602,1
01eeab6083dbdfc91b7c44a099c64843,1
01ef401504f7eb39482a00edc517f817,1
01f0a9a1de6c51aaed992344b26e15be,1
01f0c9ead072cc15d442a5f903ec9db1,1
01f0f5497bb29e4a2fafd2bd07f8ec4f,2
01f1d0402264ea8035a8cbc0925c3362,1
01f279a659210eb58d3c2ccf9016a475,2
01f312d6c632e6caa1bc05d63153ba73,1
01f33beb3277a50332bac620f989ce83,1
01f5bf5c2bbc763ea4a57c735a6510e2,1
01f93013eca7977ab69b2c9186bb466c,1
01fa4c9c879d5d5b81f396da18563613,1
01fa6c3014ce7deddaf25191b2eec260,2
01fa875f7c9149ff369ad701d368a192,1
01fb14fe7dfeaef7212066559c8de0b1,1
01fbe4cda4f668c072ac2bdba957188b,2
01fceb23294355747258ce9bd3c3aef7,1
01fd5acd478b1b12568f1825c5ee5f25,2
01fd997b1701dc86c4bf2e44c22ffa06,1
01fd9fc3948c019f84a8a2578d3c1683,1
01fdb021d418ee23b4d9c4177e3825a4,1
01fe053105969add696ca8a56e5a6e6b,1
01ffa67d59361a099b636600a7f73c75,1
020076ff332ee0a09ab62f09e91da389,1
02009ba09c553dd44c7e6e1f4a6cfe4a,1
0200abf6ff25eb52a84ad87f0161a888,1
020278a74111c04afc6efcfbde5c4b2b,1
0202b98a8c06309b2e198240449317aa,1
0202de750887559a04419d49b3ff549f,1
02033dfcae54e4ac4a060d35bcf2a6e3,2
0203ef73af8b51695305dcb461a0416f,1
0205b2f47dc205b3f9986f9eed705693,1
0208020a94c87a961ad66458d344f00f,1
0208262f0f8e26ff70dea4b294188d40,1
0208c96c0da2ec9dd0bb4957d5c4292b,2
02096dea27f5d619b5f94a518b06b1b0,1
0209e393e2a60a8ed21e999853a94632,1
020a1c837c3f353c28f95dcb9f8ba0dd,1
020bd57e053a41c9de94598191de254d,1
020c91be5184c818be47c8c9452218c0,1
020d4eeb2aa22328a1cf5947564b7798,1
020e0c59d7e7540a094a2f6c8e2f36d0,1
020efd9130b33fec1c26b26146f6177e,1
020fb1bad9d99562ca5dfc778f10ec61,1
02118dd68c36bca6376e016270285eb3,5
0211f8440215d01319739814d024bf32,1
0214d8c087561888114e099b6a8ad567,2
0216dfeb25ca07ac48f699ed2318533b,1
021951806915c8af2e38c625382f5083,1
0219f519b750dd050d9bf85c82e7da8c,1
021abbf6154f33043423eb77afc81ab7,1
021db1925cd6a1a16fd9c8f83a711e24,1
021db525de6b7319a8a09a2a98126d36,1
021dc7f1e607c2ec71a7c61a31b55dbe,1
021e7be4df4c5c60a2029f46cd6946b7,1
0220a72ce88e0b109b589b680702b068,1
022154f1aab1b7637f014e45641d9c20,2
0221cb9b2d4e6abff3d6261e6da0d91f,2
022240ecd1d484ac7486c47e3abd3aee,1
02227da8cde6e523f7d88cd163a45f7d,1
02228d25f608c72f32c6c5ee858487c6,2
02239060ce04d9c81094ee105f6511e7,1
02245dbd5831469fc8d2e8eaef1206d3,2
02270f025da3c8b355632ebff5fcee0d,1
0227b87950eeb27b534996c9e6da3f64,1
0228e52dc8be2f9d03b75b76a0f9cace,1
0229f6f2b63d7f6f212e1f405ea4f0fb,1
022c53204c6bf489c2a92368e381e882,1
022d41a0153f511e473f5a68220e863a,1
022dc526fb5fe94f6d4421641bf07877,1
022faa15451f7af0dba2cec2a05236cd,1
023085c762efec7c3a9d64d206f07fbd,2
023135a1259e169f065281e27ee38aeb,1
023244fc653ff0537e1005d33720d8f3,1
0232dbd31b6ab9381e9908657e74fed3,1
0235dd42adf2d734ecaad2cc152a39fc,1
0236c30afdf72c9f0a056ce77c4a88ca,1
0236f15bb03295c3c2680f9465087d96,1
0237625e239273f1f2ed2ee7735f7b64,2
0237d54c77aac1bdea140c2879464e69,1
023a6459000739df9ae758debe9e9de1,1
023b110320d411d03ba37ca91b340533,1
023c8ecf3950070a8b3825c8bc8b3c13,1
023e59ea6fd9c1b1075cbd7d6517db84,1
023e8d8ac6297a4f9b63db78283d0974,1
024150cca45a00450c6f9d3f4352a065,1
0242309dc1ad3d0b7205e64fb193d0b3,1
02426af27efd34b94a3d6c3dcfe6a893,1
0242a0e733e35d21cb603a34c32c8947,1
0242c71085dd2e58f98f1aa52186c557,1
02439a407870da5f553fe7abd27a9af4,1
02441bc99e51bb5f8593ef275e9b572e,1
02456aabe948836fe5ac2fe30f146726,1
0245bb40404685d3e6bbf99a3391a959,2
0246a49958f66dd95418fff221e3516c,1
02489d736c14161a076026263071c397,1
0248ae233c8754791af93b1d1f097c62,1
0248d1d0dfd52b7445588d9cfcf95c04,1
024b03c94a4e3514b5a9063a27142e37,3
024f841291b27c204b855ba602a36cfe,1
02506316dce11b4b09f72d2b467743b1,2
0250997692019530727f33a00651d506,2
02511e83d696dc84b4dd4883923b5e28,1
0251804656bc6e7ab3ae146dd2343329,1
0251e8e63f0a90f3ff210915ed36e805,1
0253866ffe2e52d920c9e22c57ac057e,1
0254c37789ae9abbca37d6a7eb93f9c1,1
02562f43ec35a724ec97abc01dc3c705,2
0256e388e0746764235a81723836af84,1
0258767c7f7314d4c9d36bac1c74186e,3
0259d0681f204257aa40074397f4462d,1
025c217bc78434bb07c605a83bd969d4,1
025e2ddff468981c83d6192a799656b8,1
025e52c7f8ec0cd32c6b36b84955a11c,1
025ee220a5698b401460f490178aea44,1
025f4feb945dd90e7bb3e0b677e56278,1
026178a6a2b9bb4c5399fa935513b47a,1
0263610011ccfe0e1e126119b9b5262d,1
026592a8c2a09c2cc4169bd1b3fced95,1
026696b219cecfe1f30d2af995ef3deb,1
02680096f4e8d829ae7315cfa2120d4f,1
02682c522d8711e2e302a9992a56d559,2
0268561276406ba1ba06bad20515aa14,2
0268fce5583724822cba19b54c353431,1
02694c6701e66bdcc4c9021a580a77a9,2
026a2d338784ffbd8e8cf367bf79128a,1
026a5b08dba515c9d99fa4cac7f9fca1,1
026bef55bdaf1a373207d6269d4c7be8,1
026dddb764fb5b7df9af6d1f6466a5e1,1
026e2eb3960a14779ee325fbbc49b47d,1
026ed499519f774458ccd3fe81144f6d,1
026fdb4e4e737d22efcb317c2e3080c2,1
