conversation_id,final_cluster_id,turns
00e03621fed8c06ec055ef48b7bbff16,11,2
00e28bf2477f551a4713bf1d220d04d0,12,1
00e4863f89ea405e826ff8eb6a1fca36,27,2
00e92da7cf3d6ad6c4d408be9d08152f,17,2
00e92da7cf3d6ad6c4d408be9d08152f,16,1
00ea8b6bfb1081a7f6f359e19cbf41a3,6,1
00eba41ef730470ef1b0235fadc0c1b3,43,2
00ec10718b1a41065b3b9a8c8640a9b2,3,1
00ec10718b1a41065b3b9a8c8640a9b2,34,2
00efd6779475d87bfb831edd4ed924d2,7,1
00efd6779475d87bfb831edd4ed924d2,1,1
00f1a1ba3937b019f030f7320ea5a933,30,1
00f64e6f8f96942e8d64eb0329bb3200,32,1
00f6d81b67834fe728da9fee5343abfa,7,3
00f72d122d8b882c44fd83190faf5b59,1,1
00f89841790fe8584521e73a43380969,9,2
00fa11b5be8dd7284edd549b16ee64e1,1,1
00fad704d257f60cadc5eddce9efa2c7,9,1
00fad704d257f60cadc5eddce9efa2c7,41,1
00faf14d6c186161926f8f3844ef201e,0,2
00fef63470b32f236fee2a25cf3a9fe7,10,3
01006485c4f13806cbeb8fd0fbab5dd8,3,5
0100f399cc3fc3cf9349f7d8d0a0f8f4,36,1
0102651658968b6d7436b90d8009450a,46,1
0104d18ac0b861fcfc71792379da6311,18,2
010500a1fad315360214b5a9c74b45ef,2,1
01067813def9638902c25dd9fcacc73f,14,1
01067813def9638902c25dd9fcacc73f,25,1
01091696adeafee2253cb4d4bf880d40,0,1
010a30a30b31441c02223e9a3506985c,26,2
010c57d083cc09f1011a341c745f7ec4,29,1
010ca25a2a4da9f229af2bce638bd0e2,2,3
010ca25a2a4da9f229af2bce638bd0e2,6,1
010dd01652b31080787baaf21927a7ac,27,1
010e3c33a7a48eab5003123ee2785b90,24,3
010f010a2378cd22aed5df19a250d640,19,1
0110e8073951936d61291dd13b0ad190,5,1
011343cd383ae28eea7e9d7fcff0bc0d,34,1
0115ea08e8279a186edaa8847bc22cf7,4,1
011660eb1c43941544ef7f665b762523,25,4
011660eb1c43941544ef7f665b762523,34,1
01181df63f2cc448991ebf687a4da1b1,1,1
0118aa7fd8491ffe74b0b40ec5b21daa,2,2
0119099e125be1ca4b5a5537e36742a0,6,2
0119522df16907ec521921c6e3a94395,17,2
011af6d6b007b91f887841b761fb7f99,17,2
011bb676fcb7a4773996c1944bd9798b,0,1
011bf0be0ccaaa375a38823325391224,12,2
011c9ccd08d1f3d1ca8d481a6c5f3398,46,1
011d4d84cd5da3f2133c253999905cf3,1,9
011db83d5a6c6b05b705a4d857af3e4a,1,6
011ec23270354e5e599efc8205f1a068,0,4
011ec9649d3f4d45518a2f7ddb259f76,5,1
011f4d8702a9f33f4ccc77d1a98a3b49,9,1
01206cae137e78a76b79f502c526066e,20,5
0121a4fca4624f667bf6ee9e5f7dfe72,12,2
0121a4fca4624f667bf6ee9e5f7dfe72,22,2
0121ba102eeaa488714d78fa20e5f13b,44,1
0123173215b95efa8fd309bf47aef798,29,1
01252c065859f20701c655317679b7cd,12,1
01252c065859f20701c655317679b7cd,32,3
01258be3f4c54a12ad8d1f0328ab4068,24,1
01269c1982af963c07683139d0b9ad5d,12,2
0126d88cedececca6c7c127a1c423711,5,7
0127c9d38476f772291c50682218faaf,42,7
012891f80262fa435e7b5fe39809392f,17,5
0128ef1646f2a6827633d4eec18cbb72,2,3
0128ef1646f2a6827633d4eec18cbb72,22,1
01294aa18db39b6f8236e6084b916390,7,1
012956ae9820e17c746c586a83a7b19b,22,1
012a49bea682299d899f1e62c5970b82,4,1
012a4cff32f67601e0105a9e98f0cb70,1,2
012bd6ccde88ce29e3914edd3167fde2,35,1
012d776867c8d9139e5813ad123c378c,40,1
012eda87a2a770eb1a5b7cc1e5a4e25f,2,1
012eda87a2a770eb1a5b7cc1e5a4e25f,7,1
012f0abb9e7a9894bf7b6293a50dfbc7,1,1
012f4803300e8886a1a343e6fed88c83,42,1
012ff29ad36a9d569ba21d2cb7727f1b,0,1
012ff29ad36a9d569ba21d2cb7727f1b,20,1
0130e7b72fec2abbcdbd624535cb0ef0,9,1
0130e7b72fec2abbcdbd624535cb0ef0,46,3
01317e5ec0eab35cd3befe41211523a1,23,2
0131ce284c46cf84cb8282ec271bd087,41,1
013284b0d4d639dbbf8599946a4f6f2d,0,1
0136359cc7434bf534e4ad87896d3c15,20,3
0136359cc7434bf534e4ad87896d3c15,42,4
01390542a0ff3e1f146da4c50ceef110,18,1
013b51483b308f34e663c9be5ce2392e,2,1
013c637ec5a47d4ef5a686d4c5c76e2c,19,9
013d2382a03ff3aff4183b525eaa689d,15,2
013d8131e1d852f4f8d0cf2f98ea37c3,15,2
013db4d39c785b78e5e92b0bc8606cdc,8,2
013df2c182597c9c5982b0a5101139e4,10,3
013fc25cb39cc81bfdfe6b8f293a346c,14,1
013fc25cb39cc81bfdfe6b8f293a346c,29,1
0140aa13c5ae186f9f06310d88945cb8,0,1
0140aa71e8f09c19147a562b6de75e7b,3,1
01421dd59706c1cdb5376059f9d8f745,44,2
0142468d3666078451076c006ac74b2f,32,1
0143a4a2bf2fb00ebc70f6e613cd44cc,3,2
0143bd43590f07daf85a99dbe7950048,0,1
0143bd43590f07daf85a99dbe7950048,12,1
014510269b3045362d8c8a7933ed6c4d,0,1
014510269b3045362d8c8a7933ed6c4d,0,1
0145e2589d0a7553713373b9997f8454,4,4
01498cb5f34484d093c5922efce55b2a,4,1
014d525017852953f6c87e1a428c1f62,41,1
014dd4558767e05aa56ed36d9a8d6dc1,5,1
01515cc6f03bbe0cf54ea10d8116c388,1,2
01527d247183c97f65db5c821fbf2bf1,11,2
01536b09bbc763c9a02afe03807021f8,16,1
015427bd411f0d40f6c2bbeac14542c9,3,1
015429765399b2d99662462f8f4c1bcf,9,1
015429765399b2d99662462f8f4c1bcf,3,3
0154f170e1be64766c3f756e7ee48804,3,3
0156943a01daf38901b7b87fd9e07e13,2,13
0156943a01daf38901b7b87fd9e07e13,38,1
0156e96567c2047b4f930189fa7e41be,0,1
01577d67888e6bfb1cf947bfe7b9040d,0,1
015a477443030b82f806dd400feadd6c,27,1
015b4d60a08ce481dbda0b0b0bd1411f,10,1
015c16125832426c37211215f75c90ce,7,3
015c16125832426c37211215f75c90ce,5,1
015ca39aaac93be75e5005cee7c1c6a7,2,1
015cc42e90846d214e2ad11be9c35046,6,1
015de7c4cea031a3fdd883482305ffcf,8,6
015e24530c08b0f109f17b1880cbab85,10,7
015ebdc96398d8b70ed1926ee9a3dd3a,0,1
015ed627368901f766d1ee65582986f4,25,1
0165dd5d16fe0c0261db0e24273b6c43,8,1
0166d20753d3ebe2660ee3486375c3b9,28,2
016bf38fbbffe447ee0f490fc2a5619e,29,3
016c36cd62b975b725e19268c0c98f1f,16,1
016c36cd62b975b725e19268c0c98f1f,23,2
01730ede94976732b5f51bead431f055,23,12
017647b25a420a8b74a644aaa25b2270,1,1
01769b4ee85a8adef7aa44b7b7c9a798,5,1
0177a2cac022da5bf828f8ddc2b06d7d,2,1
0177c3c23b028e2a2078b5b4ae458258,24,2
01788af1113f4a65e0fb0a9bc4117aad,46,1
0178a9fc87063527d5f8754848fbeaaa,11,1
0178a9fc87063527d5f8754848fbeaaa,20,8
017af57b1d15cd6cd23c828e3435912d,2,3
017cc5a2e81bfb9952047bc6d75ff408,25,3
017f499af8709142cbc24c388be9ced1,20,1
017f499af8709142cbc24c388be9ced1,34,2
01805ae37106e7b8ba1f118c182f55f3,18,1
0180e43f0e4eb7b89f7ccbffba08d965,4,1
0183cb5152ccbcf4d4ffc8d6c054ade8,15,2
0184029af7443d909d2a53516b8ac114,8,9
01846338ff6f4d1e8427687df15e84fe,12,4
01877c55ef11a901f7a5a50f0f750480,20,8
01884123c0d4fa98ef97e354a303cd0c,29,1
0189f5467676cada6ebd9a27e8367ce0,0,2
018a66302072bdfbccad10b444ab0ecd,12,10
018a85094fc914b13a3d9ec856d49a35,5,2
018b7a9bd807ff8821d106066df8a5d5,7,7
018c471eaf1349b4c059563a26c8bcb6,23,4
018c471eaf1349b4c059563a26c8bcb6,46,1
0191413267633e3a90c77950073638ec,3,4
01914c5de1154edc7b199cf07aadde74,33,9
01919a8426c352f50fef7968055df344,8,1
01919a8426c352f50fef7968055df344,27,1
01925a51b201f828854c94acd0c316d5,14,1
01925a51b201f828854c94acd0c316d5,41,2
01959b548bb5a1dbbfa488ee9967dd6d,21,1
0195b26fc0159cbb70fb121a3e0114d3,7,1
01965be605baea72f857c8fe727458b9,42,1
01972c194fb646315fb343841606c374,5,8
01972d7008484802855b7a790a8611c1,18,2
019753ee43bbdbc9a8f6ba9513fb9020,22,1
01993d179e9a0c45e91076a4ff3e4429,26,3
0199e6810b6df3c731101c8491621da6,44,2
019a2f28c57f34d8b1934abf9b9907e7,40,5
019c56f292ce5961f7001a2aefac32ba,12,1
019ca0d3feab06ab2142c2102d6f9707,28,4
01a0c297fa2c8c2d6c75f3de0863337c,8,1
01a31250e003922491bc407f3bfd2dd8,15,2
01a31250e003922491bc407f3bfd2dd8,29,2
01a430df01ae3a1ad55ad1e5aa601fd8,0,1
01a5a026dad2e5005a7bc42561640d4f,43,2
01a663f84b5402b1b254eb545857e27e,0,1
01a663f84b5402b1b254eb545857e27e,11,2
01a9030820cf066f6dba9a29cc288333,23,1
01a976b85471f5402f598fbf199e6fad,36,1
01ad94e2e8915c3490c70ea164e6780d,2,6
01ad94e2e8915c3490c70ea164e6780d,11,1
01ae734af144a87dff1452290c301ff1,17,1
01af21547e40272f174bc45104ec27ef,3,1
01af21547e40272f174bc45104ec27ef,24,1
01af3607475bceb735c6209d3ec65c82,29,2
01af3607475bceb735c6209d3ec65c82,1,1
01af3607475bceb735c6209d3ec65c82,18,2
01afb3ac09bd7847b8a5e3255dd9bf73,7,1
01afb3ac09bd7847b8a5e3255dd9bf73,20,1
01afb3ac09bd7847b8a5e3255dd9bf73,0,4
01aff1b2c523e4ba8ac9ff308b06ca89,1,8
01b0207d08c3902560af915d193ba1e2,2,1
01b3ce4e3a1ab11e6b8fe85adcd8bc06,15,5
01b3ce4e3a1ab11e6b8fe85adcd8bc06,6,1
01b56760cd14457ce176c149f589e334,15,1
01b76cb877e33169af3dd267309c890e,27,1
01b87738d9934ee1dd1eb1d26ce457cf,4,3
01b888091bf3409eae6d41ba22a0e1f6,16,2
01b8ca8705de320696e9b9c3f1115c61,1,3
01b941306bccfb1e0e09b03b0d34dce1,1,1
01b941306bccfb1e0e09b03b0d34dce1,1,1
01bcde2d387911c8da88fe257b2a2ca1,4,1
01bd2da7c7a3683be2376f71716fe046,4,2
01bd2da7c7a3683be2376f71716fe046,5,1
01bd5088438a9ae361ef407da52ff355,20,6
01be4fc6642ebde592676b1fa24e54c8,13,1
01beba47a4d28c16a1f9fec10fec2015,2,1
01bf735cce675bde918845d1a27ddf4e,4,6
01bfa3ef1125e328086a197af112fe44,6,2
01c1e36c87886e79823e8916b66c3dad,10,2
01c454962412ff85b49bdbf9ec4eebb7,32,2
01c4b971b3e5d87fde1773b906843dae,13,18
01c61ab55900de5d6171fca6d7408c2c,5,1
01c8ee772ce5161e314547768f28e91a,5,2
01c99b3c6b1755b47dae1da9b32210c7,7,3
01ca5536e1670275c5431ff2247e411a,36,8
01cd0eac71522454e5d5603b38b794da,24,2
01ce20a53a75e9c8416f3dc606b6b91d,3,1
01cec2c90c5b316e88879432711e72ab,4,3
01d101341b3b7d7eb66e12584b6c9edd,2,1
01d3363578fda8bb163b267ff4454d1a,23,1
01d3ae389398a909d8e6e1b906e95749,31,4
01d52baf637327e85e0a665c477c8094,4,1
01d59dda1a1de8cacb85904b0c12b359,1,3
01d5fe91c759ad79a0903f576c80d845,7,1
01d6e47f73c0b6e89f5adadd0d857b24,1,1
01d6ee21e8839813132f9ba29fa51956,36,6
01d76ccc9de8f96d9002a3576f5df15e,14,2
01dc8069c64b196780e2c431d7517b0a,11,2
01dcd1afb057cb2957ace79a1b95a343,2,2
01dd60a0222c02e43c2a04e6bd5985ed,17,3
01e0ee2016350dbbe5d05d7fa1a648e5,2,1
01e29922fc31e8ae091dd0cadca2c3e9,0,2
01e48f475f07d147f108ee3734b2ffdf,9,1
01e5430ec7114510d74e1864e861d445,2,7
01e9c53e606fe0fb5b4f65eb122b3793,1,4
01eab6a283e55c681bb3b46f4fe3364e,14,3
01ed32aeb43eb9b68973ea21f9d74066,4,1
01eeab6083dbdfc91b7c44a099c64843,8,8
01ef401504f7eb39482a00edc517f817,6,2
01f0c9ead072cc15d442a5f903ec9db1,40,1
01f0f5497bb29e4a2fafd2bd07f8ec4f,0,1
01f23574206ca035a0903e267d11ee80,22,1
01f312d6c632e6caa1bc05d63153ba73,5,3
01f33beb3277a50332bac620f989ce83,1,1
01f33beb3277a50332bac620f989ce83,18,1
01f93013eca7977ab69b2c9186bb466c,4,5
01fa875f7c9149ff369ad701d368a192,15,1
01fceb23294355747258ce9bd3c3aef7,7,7
01fd5acd478b1b12568f1825c5ee5f25,0,3
01fd5acd478b1b12568f1825c5ee5f25,0,1
01fd997b1701dc86c4bf2e44c22ffa06,8,2
01fd997b1701dc86c4bf2e44c22ffa06,26,2
01fd9fc3948c019f84a8a2578d3c1683,29,1
01fd9fc3948c019f84a8a2578d3c1683,22,1
01fdb021d418ee23b4d9c4177e3825a4,6,7
01fdb021d418ee23b4d9c4177e3825a4,1,2
01fe053105969add696ca8a56e5a6e6b,18,1
01fe053105969add696ca8a56e5a6e6b,27,1
01ff1c485b1458217d46fe8e1e612da4,5,3
01ff1c485b1458217d46fe8e1e612da4,1,1
01ffa67d59361a099b636600a7f73c75,15,2
02009ba09c553dd44c7e6e1f4a6cfe4a,5,1
0200abf6ff25eb52a84ad87f0161a888,0,1
0201906048dc8ae95f21a9c253857605,19,7
020278a74111c04afc6efcfbde5c4b2b,3,1
0202b98a8c06309b2e198240449317aa,10,2
0202de750887559a04419d49b3ff549f,12,1
0202de750887559a04419d49b3ff549f,23,2
0202f166ffd5d7c1307ef9f0f01342eb,5,1
0202f166ffd5d7c1307ef9f0f01342eb,33,2
0202f166ffd5d7c1307ef9f0f01342eb,38,1
0202f166ffd5d7c1307ef9f0f01342eb,28,1
02033dfcae54e4ac4a060d35bcf2a6e3,0,1
02033dfcae54e4ac4a060d35bcf2a6e3,19,1
0203ef73af8b51695305dcb461a0416f,1,1
0208020a94c87a961ad66458d344f00f,42,1
0208c96c0da2ec9dd0bb4957d5c4292b,1,1
0209e393e2a60a8ed21e999853a94632,0,1
020a1c837c3f353c28f95dcb9f8ba0dd,3,7
020b0f51c580709cdd3cd9962a8acbce,16,8
020bd57e053a41c9de94598191de254d,38,6
020d4eeb2aa22328a1cf5947564b7798,13,3
020efd9130b33fec1c26b26146f6177e,11,1
020fb1bad9d99562ca5dfc778f10ec61,22,5
02108f71e3455f6a782f9def33ba9542,18,1
02108f71e3455f6a782f9def33ba9542,41,5
02118dd68c36bca6376e016270285eb3,27,4
0211f8440215d01319739814d024bf32,22,1
0214d8c087561888114e099b6a8ad567,10,1
021951806915c8af2e38c625382f5083,4,1
0219f519b750dd050d9bf85c82e7da8c,2,1
021db525de6b7319a8a09a2a98126d36,1,1
021dc7f1e607c2ec71a7c61a31b55dbe,22,1
021dc7f1e607c2ec71a7c61a31b55dbe,34,1
021e7be4df4c5c60a2029f46cd6946b7,23,1
021e7be4df4c5c60a2029f46cd6946b7,22,1
021fe0631223c2800a8219118894a8b0,6,1
0220a72ce88e0b109b589b680702b068,1,1
0221cb9b2d4e6abff3d6261e6da0d91f,13,1
022240ecd1d484ac7486c47e3abd3aee,2,2
02227da8cde6e523f7d88cd163a45f7d,2,1
02228d25f608c72f32c6c5ee858487c6,44,1
02239060ce04d9c81094ee105f6511e7,10,1
02245dbd5831469fc8d2e8eaef1206d3,1,10
02270f025da3c8b355632ebff5fcee0d,0,1
02270f025da3c8b355632ebff5fcee0d,25,2
0228e52dc8be2f9d03b75b76a0f9cace,4,10
022c53204c6bf489c2a92368e381e882,1,1
022c87ecbc3d48453b75834ac925c953,12,1
022d41a0153f511e473f5a68220e863a,20,2
022dc526fb5fe94f6d4421641bf07877,2,6
022faa15451f7af0dba2cec2a05236cd,18,1
023135a1259e169f065281e27ee38aeb,21,1
023244fc653ff0537e1005d33720d8f3,5,4
02362539a453537ba49da995127fbe08,7,1
02362539a453537ba49da995127fbe08,45,1
0236c30afdf72c9f0a056ce77c4a88ca,27,7
0236f15bb03295c3c2680f9465087d96,2,3
02371be7abd3fa4adea3e47a481e5342,1,4
02371be7abd3fa4adea3e47a481e5342,33,3
0237625e239273f1f2ed2ee7735f7b64,40,1
0237d54c77aac1bdea140c2879464e69,2,4
023b110320d411d03ba37ca91b340533,0,1
023c8ecf3950070a8b3825c8bc8b3c13,4,1
023dd7ea463c420b5e8f5a8bb698a430,3,2
023e59ea6fd9c1b1075cbd7d6517db84,20,15
023e76597567adb72676b8df734459a8,25,3
023e8d8ac6297a4f9b63db78283d0974,24,4
024150cca45a00450c6f9d3f4352a065,15,1
024150cca45a00450c6f9d3f4352a065,29,1
0242309dc1ad3d0b7205e64fb193d0b3,9,14
0242a0e733e35d21cb603a34c32c8947,7,1
0242a0e733e35d21cb603a34c32c8947,0,2
02439a407870da5f553fe7abd27a9af4,33,2
02439a407870da5f553fe7abd27a9af4,27,4
02441bc99e51bb5f8593ef275e9b572e,10,3
02456aabe948836fe5ac2fe30f146726,6,7
02456aabe948836fe5ac2fe30f146726,1,2
0245bb40404685d3e6bbf99a3391a959,9,12
0248d1d0dfd52b7445588d9cfcf95c04,3,6
02494108c7f54c6a8e8165e073b04bda,2,1
024ca75fdf4910773586ab02bc3c2469,7,2
024da70d64d004b3e280b95572ae6c4f,18,6
024f1f520ef4dae20cbd1c7567f33566,18,1
024f841291b27c204b855ba602a36cfe,24,5
02506316dce11b4b09f72d2b467743b1,1,17
02511e83d696dc84b4dd4883923b5e28,31,1
0251e8e63f0a90f3ff210915ed36e805,16,1
0254c37789ae9abbca37d6a7eb93f9c1,27,1
02562f43ec35a724ec97abc01dc3c705,2,4
0256e388e0746764235a81723836af84,28,4
